ID,cem301_attendees_total,cem011 prgrm,month,year,country
,27,Namutumba,2,2015,2
,34,Namutumba,2,2015,2
,59,Namutumba,1,2015,2
,55,Namutumba,12,2014,2
,48,Namutumba,2,2015,2
,65,Namutumba,12,2014,2
,34,Namutumba,12,2014,2
,74,Namutumba,12,2014,2
,25,Namutumba,1,2015,2
,30,Namutumba,2,2015,2
,37,Namutumba,2,2015,2
,54,Namutumba,2,2015,2
,51,Namutumba,2,2015,2
,48,Namutumba,2,2015,2
,53,Namutumba,2,2015,2
,73,Namutumba,12,2014,2
,53,Namutumba,12,2014,2
,48,Namutumba,12,2014,2
,24,Namutumba,2,2015,2
,34,Namutumba,2,2015,2
,45,Namutumba,12,2014,2
,72,Namutumba,1,2015,2
,24,Namutumba,12,2014,2
,54,Namutumba,2,2015,2
,34,Namutumba,12,2014,2
,47,Namutumba,2,2015,2
,52,Namutumba,2,2015,2
,43,Namutumba,1,2015,2
,88,Namutumba,2,2015,2
,62,Namutumba,2,2015,2
,60,Namutumba,2,2015,2
,46,Namutumba,2,2015,2
,37,Namutumba,2,2015,2
,42,Namutumba,1,2015,2
,36,Namutumba,2,2015,2
,55,Namutumba,1,2015,2
,36,Namutumba,1,2015,2
,61,Namutumba,1,2015,2
,14,Namutumba,2,2015,2
,51,Namutumba,12,2014,2
,39,Namutumba,12,2014,2
,41,Namutumba,12,2014,2
,21,Namutumba,2,2015,2
,41,Namutumba,12,2014,2
,30,Namutumba,2,2015,2
,29,Namutumba,12,2014,2
,25,Namutumba,2,2015,2
,37,Namutumba,1,2015,2
,52,Namutumba,12,2014,2
,40,Namutumba,12,2014,2
,50,Namutumba,2,2015,2
,43,Namutumba,12,2014,2
,48,Namutumba,1,2015,2
,27,Namutumba,12,2014,2
,39,Pallisa,6,2015,2
,48,Pallisa,9,2015,2
,27,Pallisa,6,2015,2
,53,Pallisa,7,2015,2
,29,Pallisa,7,2015,2
,24,Pallisa,6,2015,2
,37,Pallisa,6,2015,2
,43,Pallisa,8,2015,2
,70,Pallisa,5,2015,2
,58,Pallisa,6,2015,2
,57,Pallisa,6,2015,2
,42,Pallisa,5,2015,2
,48,Pallisa,6,2015,2
,31,Pallisa,5,2015,2
,54,Pallisa,5,2015,2
,56,Pallisa,6,2015,2
,73,Pallisa,5,2015,2
,25,Pallisa,7,2015,2
,23,Pallisa,6,2015,2
,120,Pallisa,5,2015,2
,52,Pallisa,6,2015,2
,28,Pallisa,6,2015,2
,70,Pallisa,6,2015,2
,28,Pallisa,7,2015,2
,58,Pallisa,6,2015,2
,40,Pallisa,7,2015,2
,66,Pallisa,6,2015,2
,60,Pallisa,6,2015,2
,38,Pallisa,7,2015,2
,41,Pallisa,7,2015,2
,32,Pallisa,6,2015,2
,51,Pallisa,6,2015,2
,28,Pallisa,6,2015,2
,55,Pallisa,6,2015,2
,24,Pallisa,7,2015,2
,44,Pallisa,7,2015,2
,29,Pallisa,6,2015,2
,56,Pallisa,6,2015,2
,35,Pallisa,7,2015,2
,54,Pallisa,6,2015,2
,60,Pallisa,7,2015,2
,68,Pallisa,6,2015,2
,162,Pallisa,7,2015,2
,35,Pallisa,5,2015,2
,53,Pallisa,6,2015,2
,50,Pallisa,7,2015,2
,25,Pallisa,7,2015,2
,42,Pallisa,6,2015,2
,35,Pallisa,5,2015,2
,40,Pallisa,6,2015,2
,42,Pallisa,6,2015,2
,33,Pallisa,7,2015,2
,24,Pallisa,6,2015,2
,51,Pallisa,7,2015,2
,40,Pallisa,6,2015,2
,24,Pallisa,5,2015,2
,43,Pallisa,6,2015,2
,31,Pallisa,6,2015,2
,42,Pallisa,7,2015,2
,44,Pallisa,6,2015,2
,17,Pallisa,7,2015,2
,35,Pallisa,6,2015,2
,46,Pallisa,6,2015,2
,56,Pallisa,5,2015,2
,36,Pallisa,6,2015,2
,40,Pallisa,6,2015,2
,39,Pallisa,7,2015,2
,31,Pallisa,6,2015,2
,63,Pallisa,7,2015,2
,28,Pallisa,7,2015,2
,67,Pallisa,6,2015,2
,46,Pallisa,9,2015,2
,25,Pallisa,6,2015,2
,53,Pallisa,7,2015,2
,57,Pallisa,5,2015,2
,20,Pallisa,7,2015,2
,42,Pallisa,6,2015,2
,31,Pallisa,5,2015,2
,54,Pallisa,7,2015,2
,33,Pallisa,6,2015,2
,42,Pallisa,7,2015,2
,57,Pallisa,6,2015,2
,40,Pallisa,6,2015,2
,32,Pallisa,6,2015,2
,69,Pallisa,6,2015,2
,31,Pallisa,7,2015,2
,25,Pallisa,6,2015,2
,44,Pallisa,6,2015,2
,30,Pallisa,6,2015,2
,61,Pallisa,7,2015,2
,51,Pallisa,7,2015,2
,62,Pallisa,6,2015,2
,25,Pallisa,7,2015,2
,48,Pallisa,6,2015,2
,18,Pallisa,6,2015,2
,30,Pallisa,6,2015,2
,43,Pallisa,7,2015,2
,12,Pallisa,6,2015,2
,15,Pallisa,7,2015,2
,72,Pallisa,7,2015,2
,36,Pallisa,7,2015,2
,39,Pallisa,6,2015,2
,52,Pallisa,6,2015,2
,30,Pallisa,7,2015,2
,30,Pallisa,7,2015,2
,32,Pallisa,6,2015,2
,23,Pallisa,7,2015,2
,51,Pallisa,5,2015,2
,64,Pallisa,6,2015,2
,43,Pallisa,6,2015,2
,49,Pallisa,6,2015,2
,32,Pallisa,6,2015,2
,52,Pallisa,6,2015,2
,40,Pallisa,7,2015,2
,42,Pallisa,6,2015,2
,48,Pallisa,6,2015,2
,29,Pallisa,6,2015,2
,28,Pallisa,6,2015,2
,58,Pallisa,6,2015,2
,30,Pallisa,6,2015,2
,49,Pallisa,6,2015,2
,32,Pallisa,6,2015,2
,44,Pallisa,6,2015,2
,56,Pallisa,6,2015,2
,39,Pallisa,7,2015,2
,58,Pallisa,5,2015,2
,22,Pallisa,7,2015,2
,56,Pallisa,8,2015,2
,55,Pallisa,6,2015,2
,30,Pallisa,7,2015,2
,46,Pallisa,6,2015,2
,97,Pallisa,7,2015,2
,30,Pallisa,6,2015,2
,38,Pallisa,6,2015,2
,35,Pallisa,6,2015,2
,42,Pallisa,7,2015,2
,26,Pallisa,7,2015,2
,32,Pallisa,6,2015,2
,31,Pallisa,7,2015,2
,69,Pallisa,6,2015,2
,34,Pallisa,5,2015,2
,69,Pallisa,9,2015,2
,28,Pallisa,6,2015,2
,52,Pallisa,6,2015,2
,32,Pallisa,6,2015,2
,18,Pallisa,7,2015,2
,31,Pallisa,6,2015,2
,44,Pallisa,5,2015,2
,17,Pallisa,7,2015,2
,30,Pallisa,6,2015,2
,84,Pallisa,6,2015,2
,51,Pallisa,6,2015,2
,47,Pallisa,5,2015,2
,48,Pallisa,6,2015,2
,35,Pallisa,7,2015,2
,100,Pallisa,7,2015,2
,30,Pallisa,6,2015,2
,46,Pallisa,6,2015,2
,63,Pallisa,7,2015,2
,33,Pallisa,7,2015,2
,25,Pallisa,6,2015,2
,38,Pallisa,7,2015,2
,58,Pallisa,7,2015,2
,55,Pallisa,5,2015,2
,46,Pallisa,7,2015,2
,96,Pallisa,7,2015,2
,39,Pallisa,6,2015,2
,72,Pallisa,6,2015,2
,42,Pallisa,5,2015,2
,47,Pallisa,6,2015,2
,53,Pallisa,7,2015,2
,31,Pallisa,6,2015,2
,36,Pallisa,6,2015,2
,34,Pallisa,7,2015,2
,32,Pallisa,7,2015,2
,32,Pallisa,7,2015,2
,28,Pallisa,7,2015,2
,37,Pallisa,6,2015,2
,34,Pallisa,7,2015,2
,15,Pallisa,7,2015,2
,50,Pallisa,5,2015,2
,47,Pallisa,5,2015,2
,32,Pallisa,5,2015,2
,41,Pallisa,7,2015,2
,41,Pallisa,7,2015,2
,40,Pallisa,7,2015,2
,37,Pallisa,7,2015,2
,38,Pallisa,5,2015,2
,21,Pallisa,7,2015,2
,43,Pallisa,6,2015,2
,36,Pallisa,7,2015,2
,44,Pallisa,6,2015,2
,49,Pallisa,7,2015,2
,40,Pallisa,5,2015,2
,33,Pallisa,7,2015,2
,83,Pallisa,6,2015,2
,30,Pallisa,6,2015,2
,41,Pallisa,6,2015,2
,40,Pallisa,6,2015,2
,28,Pallisa,7,2015,2
,42,Pallisa,6,2015,2
,22,Pallisa,7,2015,2
,26,Pallisa,7,2015,2
,39,Pallisa,7,2015,2
,41,Pallisa,7,2015,2
,56,Pallisa,7,2015,2
,67,Pallisa,6,2015,2
,30,Pallisa,6,2015,2
,25,Pallisa,7,2015,2
,41,Pallisa,7,2015,2
,38,Pallisa,7,2015,2
,44,Pallisa,6,2015,2
,41,Pallisa,7,2015,2
,33,Pallisa,6,2015,2
,57,Pallisa,6,2015,2
,46,Pallisa,7,2015,2
,51,Pallisa,6,2015,2
,45,Pallisa,7,2015,2
,25,Pallisa,7,2015,2
,86,Pallisa,5,2015,2
,48,Pallisa,5,2015,2
,53,Pallisa,6,2015,2
,30,Pallisa,7,2015,2
,33,Pallisa,5,2015,2
,31,Pallisa,7,2015,2
,37,Pallisa,5,2015,2
,67,Pallisa,5,2015,2
,66,Pallisa,7,2015,2
,34,Pallisa,7,2015,2
,87,Pallisa,5,2015,2
,44,Pallisa,5,2015,2
,80,Pallisa,9,2015,2
,23,Pallisa,8,2015,2
,58,Pallisa,6,2015,2
,50,Pallisa,7,2015,2
,30,Pallisa,6,2015,2
,40,Pallisa,7,2015,2
,33,Pallisa,7,2015,2
,11,Pallisa,7,2015,2
,60,Pallisa,6,2015,2
,35,Pallisa,6,2015,2
,20,Pallisa,6,2015,2
,37,Pallisa,7,2015,2
,15,Pallisa,5,2015,2
,38,Pallisa,7,2015,2
,52,Pallisa,7,2015,2
,67,Pallisa,6,2015,2
,39,Pallisa,7,2015,2
,30,Pallisa,7,2015,2
,28,Pallisa,7,2015,2
,22,Pallisa,7,2015,2
,18,Pallisa,7,2015,2
,49,Pallisa,8,2015,2
,18,Pallisa,6,2015,2
,45,Pallisa,5,2015,2
,35,Pallisa,6,2015,2
,66,Pallisa,5,2015,2
,35,Pallisa,7,2015,2
,62,Pallisa,5,2015,2
,56,Pallisa,5,2015,2
,38,Pallisa,7,2015,2
,28,Pallisa,7,2015,2
,42,Pallisa,7,2015,2
,30,Pallisa,7,2015,2
,48,Pallisa,5,2015,2
,30,Pallisa,5,2015,2
,20,Pallisa,7,2015,2
,38,Pallisa,7,2015,2
,57,Pallisa,7,2015,2
,38,Pallisa,6,2015,2
,31,Pallisa,7,2015,2
,46,Pallisa,7,2015,2
,30,Pallisa,7,2015,2
,31,Pallisa,7,2015,2
,60,Pallisa,7,2015,2
,32,Pallisa,5,2015,2
,42,Pallisa,5,2015,2
,37,Pallisa,6,2015,2
,30,Pallisa,7,2015,2
,36,Pallisa,5,2015,2
,52,Pallisa,7,2015,2
,30,Pallisa,7,2015,2
,20,Pallisa,7,2015,2
,24,Pallisa,7,2015,2
,44,Pallisa,7,2015,2
,30,Pallisa,6,2015,2
,40,Pallisa,7,2015,2
,36,Pallisa,6,2015,2
,31,Pallisa,7,2015,2
,39,Pallisa,7,2015,2
,30,Pallisa,7,2015,2
,30,Pallisa,7,2015,2
,61,Pallisa,5,2015,2
,56,Pallisa,7,2015,2
,57,Pallisa,5,2015,2
,20,Pallisa,7,2015,2
,61,Pallisa,7,2015,2
,49,Pallisa,7,2015,2
,33,Pallisa,5,2015,2
,33,Pallisa,7,2015,2
,48,Pallisa,7,2015,2
,87,Pallisa,7,2015,2
,20,Pallisa,7,2015,2
,52,Pallisa,7,2015,2
,29,Pallisa,5,2015,2
,56,Pallisa,7,2015,2
,50,Pallisa,7,2015,2
,27,Pallisa,7,2015,2
,62,Pallisa,5,2015,2
,29,Pallisa,6,2015,2
,62,Pallisa,6,2015,2
,59,Pallisa,6,2015,2
,53,Pallisa,7,2015,2
,35,Pallisa,6,2015,2
,45,Pallisa,6,2015,2
,20,Pallisa,6,2015,2
,38,Pallisa,7,2015,2
,54,Pallisa,7,2015,2
,40,Pallisa,6,2015,2
,57,Pallisa,7,2015,2
,50,Pallisa,7,2015,2
,48,Pallisa,7,2015,2
,31,Pallisa,6,2015,2
,23,Pallisa,7,2015,2
,32,Pallisa,7,2015,2
,21,Pallisa,7,2015,2
,30,Pallisa,7,2015,2
,29,Pallisa,6,2015,2
,28,Pallisa,7,2015,2
,18,Pallisa,7,2015,2
,70,Pallisa,5,2015,2
,36,Pallisa,5,2015,2
,23,Pallisa,7,2015,2
,22,Pallisa,7,2015,2
,24,Pallisa,7,2015,2
,47,Pallisa,7,2015,2
,47,Pallisa,7,2015,2
,25,Pallisa,7,2015,2
,32,Pallisa,7,2015,2
,36,Pallisa,6,2015,2
,36,Pallisa,5,2015,2
,46,Pallisa,5,2015,2
,32,Pallisa,7,2015,2
,17,Pallisa,7,2015,2
,42,Pallisa,5,2015,2
,30,Pallisa,7,2015,2
,13,Pallisa,7,2015,2
,51,Pallisa,6,2015,2
,38,Pallisa,7,2015,2
,29,Pallisa,7,2015,2
,44,Pallisa,7,2015,2
,19,Pallisa,7,2015,2
,30,Pallisa,6,2015,2
,50,Pallisa,5,2015,2
,36,Pallisa,7,2015,2
,43,Pallisa,7,2015,2
,60,Pallisa,6,2015,2
,44,Pallisa,6,2015,2
,30,Pallisa,8,2015,2
,32,Pallisa,7,2015,2
,89,Pallisa,6,2015,2
,25,Pallisa,7,2015,2
,36,Pallisa,6,2015,2
,44,Pallisa,7,2015,2
,64,Pallisa,6,2015,2
,28,Pallisa,7,2015,2
,32,Pallisa,7,2015,2
,42,Pallisa,7,2015,2
,21,Pallisa,6,2015,2
,49,Pallisa,5,2015,2
,46,Pallisa,7,2015,2
,32,Pallisa,7,2015,2
,34,Pallisa,6,2015,2
,49,Pallisa,6,2015,2
,48,Pallisa,7,2015,2
,40,Pallisa,7,2015,2
,16,Pallisa,7,2015,2
,24,Pallisa,7,2015,2
,49,Pallisa,7,2015,2
,33,Pallisa,5,2015,2
,35,Pallisa,7,2015,2
,20,Pallisa,7,2015,2
,39,Pallisa,6,2015,2
,42,Pallisa,7,2015,2
,64,Pallisa,6,2015,2
,56,Pallisa,7,2015,2
,81,Pallisa,6,2015,2
,47,Pallisa,7,2015,2
,35,Pallisa,7,2015,2
,51,Pallisa,6,2015,2
,40,Pallisa,7,2015,2
,40,Pallisa,6,2015,2
,37,Pallisa,7,2015,2
,41,Pallisa,6,2015,2
,28,Pallisa,7,2015,2
,27,Pallisa,7,2015,2
,44,Pallisa,7,2015,2
,25,Pallisa,7,2015,2
,12,Pallisa,7,2015,2
,109,Pallisa,5,2015,2
,33,Pallisa,7,2015,2
,26,Pallisa,7,2015,2
,43,Pallisa,7,2015,2
,42,Pallisa,8,2015,2
,32,Pallisa,5,2015,2
,17,Pallisa,7,2015,2
,44,Pallisa,7,2015,2
,32,Pallisa,5,2015,2
,48,Pallisa,6,2015,2
,35,Pallisa,7,2015,2
,32,Pallisa,6,2015,2
,48,Pallisa,6,2015,2
,31,Pallisa,5,2015,2
,31,Pallisa,7,2015,2
,42,Pallisa,7,2015,2
,43,Pallisa,7,2015,2
,28,Pallisa,7,2015,2
,45,Pallisa,6,2015,2
,34,Pallisa,9,2015,2
,37,Pallisa,6,2015,2
,21,Pallisa,7,2015,2
,25,Pallisa,7,2015,2
,52,Pallisa,5,2015,2
,26,Pallisa,6,2015,2
,53,Pallisa,7,2015,2
,39,Pallisa,7,2015,2
,48,Pallisa,6,2015,2
,32,Pallisa,6,2015,2
,47,Pallisa,7,2015,2
,48,Pallisa,5,2015,2
,60,Pallisa,6,2015,2
,22,Pallisa,7,2015,2
,62,Pallisa,5,2015,2
,40,Pallisa,6,2015,2
,37,Pallisa,5,2015,2
,38,Pallisa,6,2015,2
,32,Pallisa,5,2015,2
,72,Pallisa,5,2015,2
,37,Pallisa,5,2015,2
,33,Pallisa,7,2015,2
,44,Pallisa,7,2015,2
,97,Pallisa,5,2015,2
,76,Pallisa,6,2015,2
,57,Pallisa,6,2015,2
,42,Pallisa,6,2015,2
,30,Pallisa,5,2015,2
,38,Pallisa,7,2015,2
,63,Pallisa,5,2015,2
,58,Pallisa,7,2015,2
,16,Pallisa,7,2015,2
,36,Pallisa,5,2015,2
,45,Pallisa,7,2015,2
,18,Pallisa,5,2015,2
,58,Pallisa,8,2015,2
,20,Pallisa,7,2015,2
,28,Pallisa,7,2015,2
,27,Pallisa,5,2015,2
,44,Pallisa,6,2015,2
,28,Pallisa,7,2015,2
,50,Pallisa,6,2015,2
,41,Pallisa,5,2015,2
,32,Pallisa,7,2015,2
,55,Pallisa,6,2015,2
,36,Pallisa,5,2015,2
,47,Pallisa,5,2015,2
,20,Pallisa,7,2015,2
,38,Pallisa,5,2015,2
,60,Pallisa,5,2015,2
,33,Pallisa,5,2015,2
,56,Pallisa,5,2015,2
,48,Pallisa,6,2015,2
,32,Pallisa,7,2015,2
,37,Pallisa,7,2015,2
,56,Pallisa,5,2015,2
,50,Pallisa,7,2015,2
,45,Pallisa,5,2015,2
,28,Pallisa,7,2015,2
,26,Pallisa,7,2015,2
,39,Pallisa,7,2015,2
,32,Pallisa,6,2015,2
,67,Pallisa,7,2015,2
,99,Pallisa,7,2015,2
,51,Pallisa,6,2015,2
,42,Pallisa,7,2015,2
,36,Pallisa,7,2015,2
,41,Pallisa,5,2015,2
,36,Pallisa,7,2015,2
,58,Pallisa,6,2015,2
,76,Pallisa,7,2015,2
,38,Pallisa,6,2015,2
,21,Pallisa,8,2015,2
,44,Pallisa,7,2015,2
,34,Pallisa,7,2015,2
,39,Pallisa,6,2015,2
,37,Pallisa,6,2015,2
,60,Pallisa,7,2015,2
,75,Pallisa,5,2015,2
,34,Pallisa,7,2015,2
,31,Pallisa,6,2015,2
,40,Pallisa,6,2015,2
,44,Pallisa,8,2015,2
,37,Pallisa,6,2015,2
,26,Pallisa,7,2015,2
,32,Pallisa,6,2015,2
,41,Pallisa,6,2015,2
,30,Pallisa,6,2015,2
,64,Pallisa,7,2015,2
,47,Pallisa,8,2015,2
,70,Pallisa,5,2015,2
,64,Pallisa,6,2015,2
,19,Pallisa,7,2015,2
,40,Pallisa,7,2015,2
,23,Pallisa,6,2015,2
,31,Pallisa,6,2015,2
,33,Pallisa,6,2015,2
,35,Pallisa,7,2015,2
,36,Pallisa,7,2015,2
,23,Pallisa,7,2015,2
,20,Pallisa,7,2015,2
,59,Pallisa,6,2015,2
,25,Pallisa,7,2015,2
,34,Pallisa,7,2015,2
,62,Pallisa,5,2015,2
,54,Pallisa,6,2015,2
,58,Pallisa,5,2015,2
,28,Pallisa,6,2015,2
,75,Pallisa,5,2015,2
,27,Pallisa,7,2015,2
,31,Pallisa,6,2015,2
,80,Pallisa,5,2015,2
,42,Pallisa,7,2015,2
,51,Pallisa,7,2015,2
,80,Pallisa,6,2015,2
,46,Pallisa,5,2015,2
,19,Pallisa,7,2015,2
,36,Pallisa,7,2015,2
,28,Pallisa,6,2015,2
,25,Pallisa,7,2015,2
,55,Pallisa,5,2015,2
,43,Pallisa,5,2015,2
,38,Pallisa,7,2015,2
,27,Pallisa,7,2015,2
,41,Pallisa,7,2015,2
,53,Pallisa,6,2015,2
,18,Pallisa,6,2015,2
,43,Pallisa,7,2015,2
,36,Pallisa,6,2015,2
,21,Pallisa,7,2015,2
,19,Pallisa,9,2015,2
,52,Pallisa,6,2015,2
,28,Pallisa,6,2015,2
,43,Pallisa,5,2015,2
,43,Pallisa,5,2015,2
,14,Pallisa,7,2015,2
,32,Pallisa,7,2015,2
,20,Pallisa,6,2015,2
,70,Pallisa,5,2015,2
,43,Pallisa,6,2015,2
,40,Pallisa,5,2015,2
,62,Pallisa,7,2015,2
,49,Pallisa,6,2015,2
,26,Pallisa,7,2015,2
,42,Pallisa,7,2015,2
,51,Pallisa,6,2015,2
,57,Pallisa,6,2015,2
,60,Pallisa,6,2015,2
,30,Pallisa,8,2015,2
,36,Pallisa,7,2015,2
,36,Pallisa,7,2015,2
,50,Pallisa,7,2015,2
,28,Pallisa,7,2015,2
,32,Pallisa,5,2015,2
,38,Pallisa,6,2015,2
,46,Pallisa,5,2015,2
,63,Pallisa,5,2015,2
,47,Pallisa,7,2015,2
,42,Pallisa,6,2015,2
,22,Pallisa,7,2015,2
,31,Pallisa,7,2015,2
,46,Pallisa,7,2015,2
,63,Pallisa,5,2015,2
,36,Pallisa,6,2015,2
,19,Pallisa,7,2015,2
,50,Pallisa,6,2015,2
,42,Pallisa,6,2015,2
,49,Pallisa,7,2015,2
,62,Pallisa,5,2015,2
,37,Pallisa,6,2015,2
,29,Pallisa,7,2015,2
,46,Pallisa,6,2015,2
,40,Pallisa,6,2015,2
,62,Pallisa,5,2015,2
,36,Pallisa,6,2015,2
,68,Pallisa,7,2015,2
,30,Pallisa,5,2015,2
,22,Pallisa,7,2015,2
,36,Pallisa,6,2015,2
,57,Pallisa,7,2015,2
,87,Pallisa,6,2015,2
,33,Pallisa,6,2015,2
,35,Pallisa,7,2015,2
,28,Pallisa,7,2015,2
,42,Pallisa,6,2015,2
,87,Pallisa,9,2015,2
,37,Pallisa,7,2015,2
,40,Pallisa,6,2015,2
,18,Pallisa,6,2015,2
,45,Pallisa,6,2015,2
,23,Pallisa,7,2015,2
,47,Pallisa,5,2015,2
,48,Pallisa,5,2015,2
,83,Pallisa,6,2015,2
,38,Pallisa,5,2015,2
,42,Pallisa,5,2015,2
,31,Pallisa,6,2015,2
,20,Pallisa,7,2015,2
,42,Pallisa,6,2015,2
,36,Pallisa,6,2015,2
,34,Pallisa,7,2015,2
,33,Pallisa,7,2015,2
,36,Pallisa,5,2015,2
,30,Pallisa,6,2015,2
,41,Pallisa,5,2015,2
,52,Pallisa,5,2015,2
,35,Pallisa,7,2015,2
,55,Pallisa,6,2015,2
,30,Pallisa,6,2015,2
,30,Pallisa,5,2015,2
,55,Pallisa,7,2015,2
,41,Pallisa,5,2015,2
,36,Pallisa,5,2015,2
,72,Pallisa,5,2015,2
,41,Pallisa,7,2015,2
,30,Pallisa,7,2015,2
,56,Pallisa,6,2015,2
,28,Pallisa,7,2015,2
,21,Pallisa,7,2015,2
,46,Pallisa,6,2015,2
,60,Pallisa,6,2015,2
,57,Pallisa,6,2015,2
,35,Pallisa,6,2015,2
,31,Pallisa,5,2015,2
,40,Pallisa,7,2015,2
,52,Pallisa,7,2015,2
,40,Pallisa,6,2015,2
,63,Pallisa,6,2015,2
,48,Pallisa,5,2015,2
,40,Pallisa,7,2015,2
,44,Pallisa,6,2015,2
,60,Pallisa,6,2015,2
,73,Pallisa,5,2015,2
,63,Pallisa,6,2015,2
,84,Pallisa,5,2015,2
,37,Pallisa,6,2015,2
,52,Pallisa,6,2015,2
,48,Pallisa,6,2015,2
,27,Pallisa,7,2015,2
,49,Pallisa,6,2015,2
,58,Pallisa,6,2015,2
,41,Pallisa,7,2015,2
,38,Pallisa,7,2015,2
,42,Pallisa,5,2015,2
,34,Pallisa,7,2015,2
,27,Pallisa,6,2015,2
,25,Pallisa,7,2015,2
,63,Pallisa,5,2015,2
,41,Pallisa,7,2015,2
,38,Pallisa,6,2015,2
,41,Pallisa,7,2015,2
,26,Pallisa,7,2015,2
,73,Pallisa,5,2015,2
,60,Pallisa,7,2015,2
,48,Pallisa,7,2015,2
,65,Pallisa,7,2015,2
,50,Pallisa,6,2015,2
,39,Pallisa,7,2015,2
,45,Pallisa,7,2015,2
,55,Pallisa,5,2015,2
,43,Pallisa,7,2015,2
,44,Pallisa,7,2015,2
,28,Pallisa,7,2015,2
,27,Pallisa,5,2015,2
,42,Pallisa,5,2015,2
,47,Pallisa,5,2015,2
,50,Pallisa,6,2015,2
,35,Pallisa,7,2015,2
,49,Pallisa,5,2015,2
,37,Pallisa,5,2015,2
,26,Pallisa,6,2015,2
,53,Pallisa,7,2015,2
,30,Pallisa,7,2015,2
,44,Pallisa,7,2015,2
,37,Pallisa,5,2015,2
,30,Pallisa,6,2015,2
,47,Pallisa,7,2015,2
,33,Pallisa,7,2015,2
,72,Pallisa,6,2015,2
,59,Pallisa,6,2015,2
,68,Pallisa,7,2015,2
,28,Pallisa,7,2015,2
,48,Pallisa,7,2015,2
,47,Pallisa,7,2015,2
,34,Pallisa,5,2015,2
,30,Pallisa,7,2015,2
,47,Pallisa,7,2015,2
,66,Pallisa,6,2015,2
,62,Pallisa,5,2015,2
,36,Pallisa,5,2015,2
,83,Pallisa,5,2015,2
,39,Pallisa,6,2015,2
,58,Pallisa,5,2015,2
,20,Pallisa,7,2015,2
,25,Pallisa,6,2015,2
,45,Pallisa,5,2015,2
,37,Pallisa,7,2015,2
,50,Pallisa,7,2015,2
,50,Pallisa,5,2015,2
,18,Pallisa,7,2015,2
,36,Pallisa,6,2015,2
,80,Pallisa,7,2015,2
,51,Pallisa,5,2015,2
,17,Pallisa,7,2015,2
,38,Pallisa,5,2015,2
,38,Pallisa,7,2015,2
,49,Pallisa,7,2015,2
,39,Pallisa,7,2015,2
,41,Pallisa,7,2015,2
,54,Pallisa,5,2015,2
,50,Pallisa,5,2015,2
,86,Pallisa,5,2015,2
,22,Pallisa,7,2015,2
,61,Pallisa,5,2015,2
,62,Pallisa,9,2015,2
,33,Pallisa,6,2015,2
,58,Pallisa,6,2015,2
,56,Pallisa,5,2015,2
,82,Pallisa,7,2015,2
,45,Pallisa,6,2015,2
,52,Pallisa,6,2015,2
,33,Pallisa,7,2015,2
,32,Pallisa,7,2015,2
,17,Pallisa,7,2015,2
,36,Pallisa,5,2015,2
,57,Pallisa,6,2015,2
,38,Pallisa,6,2015,2
,38,Pallisa,6,2015,2
,51,Pallisa,6,2015,2
,90,Pallisa,5,2015,2
,42,Pallisa,5,2015,2
,51,Pallisa,6,2015,2
,49,Pallisa,5,2015,2
,30,Pallisa,5,2015,2
,43,Pallisa,7,2015,2
,38,Pallisa,5,2015,2
,58,Pallisa,5,2015,2
,40,Pallisa,6,2015,2
,42,Pallisa,5,2015,2
,23,Pallisa,6,2015,2
,56,Pallisa,5,2015,2
,60,Pallisa,6,2015,2
,76,Pallisa,5,2015,2
,33,Pallisa,7,2015,2
,89,Pallisa,5,2015,2
,32,Pallisa,5,2015,2
,39,Pallisa,6,2015,2
,60,Pallisa,5,2015,2
,36,Pallisa,7,2015,2
,25,Pallisa,7,2015,2
,130,Pallisa,5,2015,2
,28,Pallisa,7,2015,2
,36,Pallisa,7,2015,2
,43,Pallisa,6,2015,2
,55,Pallisa,5,2015,2
,33,Pallisa,7,2015,2
,41,Pallisa,5,2015,2
,40,Pallisa,5,2015,2
,36,Pallisa,6,2015,2
,42,Pallisa,5,2015,2
,30,Pallisa,7,2015,2
,35,Pallisa,5,2015,2
,62,Pallisa,7,2015,2
,34,Pallisa,7,2015,2
,36,Pallisa,6,2015,2
,28,Pallisa,7,2015,2
,22,Pallisa,6,2015,2
,43,Pallisa,6,2015,2
,48,Pallisa,6,2015,2
,34,Pallisa,6,2015,2
,32,Pallisa,6,2015,2
,150,Pallisa,5,2015,2
,27,Pallisa,7,2015,2
,35,Pallisa,7,2015,2
,32,Pallisa,5,2015,2
,31,Pallisa,7,2015,2
,49,Pallisa,6,2015,2
,51,Pallisa,5,2015,2
,36,Pallisa,5,2015,2
,99,Pallisa,7,2015,2
,84,Pallisa,5,2015,2
,54,Pallisa,5,2015,2
,33,Pallisa,6,2015,2
,46,Pallisa,6,2015,2
,36,Pallisa,5,2015,2
,17,Pallisa,6,2015,2
,50,Pallisa,6,2015,2
,73,Pallisa,5,2015,2
,68,Pallisa,6,2015,2
,19,Pallisa,7,2015,2
,26,Pallisa,7,2015,2
,49,Pallisa,6,2015,2
,49,Pallisa,5,2015,2
,30,Pallisa,5,2015,2
,42,Pallisa,5,2015,2
,20,Pallisa,7,2015,2
,108,Pallisa,7,2015,2
,37,Pallisa,6,2015,2
,53,Pallisa,5,2015,2
,25,Pallisa,6,2015,2
,40,Pallisa,7,2015,2
