ID,program,programID,total_chl_used,total_period_day,total_period_30day,avrg_30day_usage,avrg_30day_usage_litres,num_of_Deliveries,Jerrican_delivered,date_of_first_delivery,date_of_last_delivery,month,year,country
,Busia-KE 2,10500330,23,1072,35.73333,0.6436567,3.218284,7,27,0000-00-00,01/01/2043,10,2017,1
,Busia-KE 2,10500331,19,879,29.3,0.6484642,3.242321,6,23,08/12/2042,2043-00-07,9,2017,1
,Busia-KE 2,10500332,26,1055,35.16667,0.7393365,3.696682,8,30,0000-00-00,2043-00-07,9,2017,1
,Busia-KE 2,10500333,22,878,29.26667,0.7517084,3.758542,7,26,09/12/2042,2043-00-07,9,2017,1
,Busia-KE 2,10500334,17,908,30.26667,0.561674,2.80837,6,20,09/09/2042,2043-00-07,9,2017,1
,Busia-KE 2,10500335,12,1038,34.6,0.3468208,1.734104,4,16,0000-00-00,01/01/2043,10,2017,1
,Busia-KE 2,10500336,13,788,26.26667,0.4949239,2.474619,5,17,0000-00-00,2043-01-00,10,2017,1
,Busia-KE 2,10500337,28,882,29.4,0.952381,4.761905,8,32,08/12/2042,2043-01-00,10,2017,1
,Busia-KE 2,10500338,13,1048,34.93333,0.3721374,1.860687,5,17,0000-00-00,2043-02-00,10,2017,1
,Busia-KE 2,10500339,15,843,28.1,0.5338078,2.669039,6,19,07/12/2042,0000-00-00,8,2017,1
,Busia-KE 2,10500340,13,1063,35.43333,0.3668862,1.834431,5,17,0000-00-00,01/01/2043,10,2017,1
,Busia-KE 2,10500341,24,890,29.66667,0.8089888,4.044944,9,27,0000-00-00,2043-06-00,11,2017,1
,Busia-KE 2,10500342,30,1118,37.26667,0.8050089,4.025045,11,34,0000-00-00,09/05/2043,11,2017,1
,Busia-KE 2,10500343,29,920,30.66667,0.9456522,4.728261,10,32,0000-00-00,09/05/2043,11,2017,1
,Busia-KE 2,10500344,23,850,28.33333,0.8117647,4.058824,9,27,0000-00-00,09/05/2043,11,2017,1
,Busia-KE 2,10500345,32,1103,36.76667,0.8703536,4.351768,11,36,0000-00-00,09/05/2043,11,2017,1
,Busia-KE 2,10500346,32,1106,36.86666,0.8679928,4.339964,11,36,0000-00-00,09/05/2043,11,2017,1
,Busia-KE 2,10500347,27,1118,37.26667,0.724508,3.62254,10,31,0000-00-00,2043-06-00,11,2017,1
,Busia-KE 2,10500348,26,1118,37.26667,0.6976744,3.488372,9,30,0000-00-00,2043-06-00,11,2017,1
,Busia-KE 2,10500349,20,914,30.46667,0.6564552,3.282276,8,23,0000-00-00,01/06/2043,11,2017,1
,Busia-KE 2,10500350,21,918,30.6,0.6862745,3.431373,8,24,0000-00-00,2043-06-00,11,2017,1
,Busia-KE 2,10500351,19,917,30.56667,0.6215921,3.10796,9,22,0000-00-00,01/06/2043,11,2017,1
,Busia-KE 2,10500352,27,913,30.43333,0.8871852,4.435926,9,30,0000-00-00,2043-06-00,11,2017,1
,Busia-KE 2,10500354,34,967,32.23333,1.054809,5.274044,11,38,04/09/2042,01/06/2043,11,2017,1
,Busia-KE 2,10500355,35,967,32.23333,1.085832,5.429163,11,39,04/09/2042,01/06/2043,11,2017,1
,Busia-KE 2,10500356,13,1070,35.66667,0.364486,1.82243,5,17,0000-00-00,2043-00-07,9,2017,1
,Busia-KE 2,10500357,15,1055,35.16667,0.4265403,2.132701,5,19,0000-00-00,0000-00-00,9,2017,1
,Busia-KE 2,10500358,12,1168,38.93333,0.3082192,1.541096,4,16,0000-00-00,05/10/2043,1,2018,1
,Busia-KE 2,10500360,24,1055,35.16667,0.6824644,3.412322,7,28,0000-00-00,0000-00-00,9,2017,1
,Busia-KE 2,10500361,8,1082,36.06667,0.2218115,1.109057,3,12,0000-00-00,09/01/2043,10,2017,1
,Busia-KE 2,10500362,11,1083,36.1,0.3047092,1.523546,4,15,0000-00-00,2043-02-00,10,2017,1
,Busia-KE 2,10500363,11,819,27.3,0.4029304,2.014652,4,15,0000-00-00,0000-00-00,9,2017,1
,Busia-KE 2,10500364,22,1052,35.06667,0.6273764,3.136882,7,26,0000-00-00,0000-00-00,9,2017,1
,Busia-KE 2,10500365,12,1074,35.8,0.3351955,1.675978,4,16,0000-00-00,2043-02-00,10,2017,1
,Busia-KE 2,10500369,12,1083,36.1,0.33241,1.66205,4,16,0000-00-00,09/01/2043,10,2017,1
,Busia-KE 2,10500370,8,842,28.06667,0.2850356,1.425178,3,12,0000-00-00,2043-02-00,10,2017,1
,Busia-KE 2,10500372,15,814,27.13333,0.5528256,2.764128,5,19,0000-00-00,0000-00-00,9,2017,1
,Busia-KE 2,10500373,14,1071,35.7,0.3921569,1.960784,5,18,0000-00-00,2043-00-07,9,2017,1
,Busia-KE 2,10500374,8,1031,34.36666,0.2327837,1.163919,3,12,03/02/2042,04/05/2043,11,2017,1
,Busia-KE 2,10500375,14,1115,37.16667,0.3766816,1.883408,5,18,0000-00-00,04/05/2043,11,2017,1
,Busia-KE 2,10500376,11,1036,34.53333,0.3185328,1.592664,4,15,0000-00-00,0000-00-00,8,2017,1
,Busia-KE 2,10500377,4,308,10.26667,0.3896104,1.948052,2,8,0000-00-00,0000-00-00,8,2015,1
,Busia-KE 2,10500378,7,939,31.3,0.2236422,1.118211,3,11,0000-00-00,0000-00-00,5,2017,1
,Busia-KE 2,10500380,26,1052,35.06667,0.7414449,3.707224,9,30,0000-00-00,0000-00-00,9,2017,1
,Busia-KE 2,10500381,19,1079,35.96667,0.5282669,2.641335,7,23,0000-00-00,09/01/2043,10,2017,1
,Busia-KE 2,10500382,21,1052,35.06667,0.5988593,2.994297,7,25,0000-00-00,0000-00-00,9,2017,1
,Busia-KE 2,10500384,18,1062,35.4,0.5084745,2.542373,8,22,0000-00-00,0000-00-00,9,2017,1
,Busia-KE 2,10500385,19,770,25.66667,0.7402598,3.701299,7,22,0000-00-00,0000-00-00,9,2017,1
,Busia-KE 2,10500386,21,1053,35.1,0.5982906,2.991453,8,25,0000-00-00,0000-00-00,9,2017,1
,Busia-KE 2,10500387,23,864,28.8,0.7986111,3.993056,9,26,02/12/2042,0000-00-00,9,2017,1
,Busia-KE 2,10500388,24,1045,34.83333,0.6889952,3.444976,9,28,0000-00-00,0000-00-00,8,2017,1
,Busia-KE 2,10500389,24,821,27.36667,0.8769793,4.384896,8,27,0000-00-00,0000-00-00,9,2017,1
,Busia-KE 2,10500390,30,1049,34.96667,0.8579599,4.2898,10,34,0000-00-00,0000-00-00,9,2017,1
,Busia-KE 2,10500391,22,1049,34.96667,0.6291707,3.145853,9,26,0000-00-00,0000-00-00,9,2017,1
,Busia-KE 2,10500392,16,818,27.26667,0.5867971,2.933985,7,19,0000-00-00,0000-00-00,9,2017,1
,Busia-KE 2,10500393,18,818,27.26667,0.6601467,3.300734,7,21,0000-00-00,0000-00-00,9,2017,1
,Busia-KE 2,10500394,22,1021,34.03333,0.6464251,3.232125,8,26,0000-00-00,0000-00-00,8,2017,1
,Busia-KE 2,10500396,25,1057,35.23333,0.7095553,3.547777,8,29,0000-00-00,0000-00-00,9,2017,1
,Busia-KE 2,10500397,23,1063,35.43333,0.6491063,3.245531,9,27,0000-00-00,0000-00-00,9,2017,1
,Busia-KE 2,10500398,17,1056,35.2,0.4829545,2.414773,9,21,0000-00-00,0000-00-00,9,2017,1
,Busia-KE 2,10500399,23,1057,35.23333,0.6527909,3.263955,8,27,0000-00-00,0000-00-00,9,2017,1
,Busia-KE 2,10500400,17,959,31.96667,0.531804,2.65902,7,19,0000-00-00,0000-00-00,7,2017,1
,Busia-KE 2,10500401,16,962,32.06667,0.4989605,2.494803,6,18,0000-00-00,0000-00-00,8,2017,1
,Busia-KE 2,10500402,16,809,26.96667,0.5933251,2.966625,6,20,0000-00-00,0000-00-00,7,2017,1
,Busia-KE 2,10500403,12,1018,33.93333,0.3536346,1.768173,5,16,0000-00-00,0000-00-00,7,2017,1
,Busia-KE 2,10500404,16,959,31.96667,0.5005214,2.502607,6,19,0000-00-00,0000-00-00,7,2017,1
,Busia-KE 2,10500405,15,756,25.2,0.5952381,2.976191,5,19,0000-00-00,0000-00-00,7,2017,1
,Busia-KE 2,10500406,19,985,32.83333,0.5786802,2.893401,6,22,0000-00-00,0000-00-00,7,2017,1
,Busia-KE 2,10500407,17,1008,33.6,0.5059524,2.529762,6,20,0000-00-00,0000-00-00,8,2017,1
,Busia-KE 2,10500408,38,1081,36.03333,1.054579,5.272896,11,42,0000-00-00,2043-01-00,10,2017,1
,Busia-KE 2,10500409,20,1015,33.83333,0.591133,2.955665,6,22,0000-00-00,0000-00-00,7,2017,1
,Busia-KE 2,10500410,12,826,27.53333,0.4358354,2.179177,5,14,04/12/2042,0000-00-00,8,2017,1
,Busia-KE 2,10500411,15,889,29.63333,0.5061867,2.530934,6,19,08/12/2042,07/01/2043,10,2017,1
,Busia-KE 2,10500412,22,1140,38,0.5789474,2.894737,9,26,0000-00-00,05/07/2043,12,2017,1
,Busia-KE 2,10500413,17,951,31.7,0.5362776,2.681388,8,21,0000-00-00,0000-00-00,5,2017,1
,Busia-KE 2,10500414,25,1139,37.96667,0.6584724,3.292362,10,29,0000-00-00,05/07/2043,12,2017,1
,Busia-KE 2,10500415,28,1139,37.96667,0.737489,3.687445,10,32,0000-00-00,05/07/2043,12,2017,1
,Busia-KE 2,10500416,25,1138,37.93333,0.6590509,3.295255,10,29,0000-00-00,05/07/2043,12,2017,1
,Busia-KE 2,10500417,25,1140,38,0.6578947,3.289474,10,29,0000-00-00,05/07/2043,12,2017,1
,Busia-KE 2,10500418,27,1140,38,0.7105263,3.552631,10,31,0000-00-00,05/07/2043,12,2017,1
,Busia-KE 2,10500419,25,1140,38,0.6578947,3.289474,10,29,0000-00-00,05/07/2043,12,2017,1
,Busia-KE 2,10500420,24,1138,37.93333,0.6326889,3.163445,10,28,0000-00-00,05/07/2043,12,2017,1
,Busia-KE 2,10500421,11,682,22.73333,0.483871,2.419355,4,15,0000-00-00,0000-00-00,9,2017,1
,Busia-KE 2,10500422,16,1049,34.96667,0.4575786,2.287893,5,20,0000-00-00,0000-00-00,9,2017,1
,Busia-KE 2,10500423,19,1046,34.86666,0.5449331,2.724665,6,23,0000-00-00,0000-00-00,9,2017,1
,Busia-KE 2,10500425,16,1040,34.66667,0.4615384,2.307692,5,20,0000-00-00,0000-00-00,9,2017,1
,Busia-KE 2,10500426,12,355,11.83333,1.014085,5.070423,4,16,0000-00-00,0000-00-00,9,2017,1
,Busia-KE 2,10500427,27,1043,34.76667,0.776606,3.88303,8,31,0000-00-00,0000-00-00,9,2017,1
,Busia-KE 2,10500428,8,693,23.1,0.3463203,1.731602,3,12,0000-00-00,0000-00-00,9,2016,1
,Busia-KE 2,10500429,28,1045,34.83333,0.8038278,4.019139,8,32,0000-00-00,0000-00-00,9,2017,1
,Busia-KE 2,10500430,24,1040,34.66667,0.6923077,3.461538,7,28,0000-00-00,0000-00-00,9,2017,1
,Busia-KE 2,10500431,16,1039,34.63334,0.4619826,2.309913,5,20,0000-00-00,0000-00-00,9,2017,1
,Busia-KE 2,10500432,8,1045,34.83333,0.2296651,1.148325,3,12,0000-00-00,0000-00-00,9,2017,1
,Busia-KE 2,10500433,12,1045,34.83333,0.3444976,1.722488,4,16,0000-00-00,0000-00-00,9,2017,1
,Busia-KE 2,10500434,24,1047,34.9,0.6876791,3.438395,7,28,0000-00-00,0000-00-00,9,2017,1
,Busia-KE 2,10500435,24,1042,34.73333,0.6909789,3.454895,7,28,0000-00-00,0000-00-00,9,2017,1
,Busia-KE 2,10500437,24,1048,34.93333,0.6870229,3.435114,7,28,0000-00-00,0000-00-00,9,2017,1
,Busia-KE 2,10500438,16,953,31.76667,0.5036726,2.518363,5,20,0000-00-00,0000-00-00,6,2017,1
,Busia-KE 2,10500439,16,1048,34.93333,0.4580153,2.290076,5,20,0000-00-00,0000-00-00,9,2017,1
,Busia-KE 2,10500440,16,1045,34.83333,0.4593302,2.296651,5,20,0000-00-00,0000-00-00,9,2017,1
,Busia-KE 2,10500441,37,1079,35.96667,1.02873,5.143651,12,41,0000-00-00,05/05/2043,11,2017,1
,Busia-KE 2,10500442,30,1087,36.23333,0.8279669,4.139834,11,34,0000-00-00,05/05/2043,11,2017,1
,Busia-KE 2,10500443,27,1136,37.86666,0.7130282,3.565141,9,31,0000-00-00,04/10/2043,1,2018,1
,Busia-KE 2,10500444,26,1136,37.86666,0.6866198,3.433099,9,30,0000-00-00,04/10/2043,1,2018,1
,Busia-KE 2,10500445,24,1136,37.86666,0.6338028,3.169014,9,28,0000-00-00,04/10/2043,1,2018,1
,Busia-KE 2,10500446,22,1136,37.86666,0.580986,2.90493,9,26,0000-00-00,04/10/2043,1,2018,1
,Busia-KE 2,10500447,25,1139,37.96667,0.6584724,3.292362,9,29,0000-00-00,08/10/2043,1,2018,1
,Busia-KE 2,10500448,23,1139,37.96667,0.6057945,3.028973,8,28,0000-00-00,08/10/2043,1,2018,1
,Busia-KE 2,10500449,23,1139,37.96667,0.6057945,3.028973,8,27,0000-00-00,08/10/2043,1,2018,1
,Busia-KE 2,10500451,25,1136,37.86666,0.6602113,3.301057,9,30,0000-00-00,04/10/2043,1,2018,1
,Busia-KE 2,10500452,21,1136,37.86666,0.5545775,2.772887,8,25,0000-00-00,04/10/2043,1,2018,1
,Busia-KE 2,10500453,20,1136,37.86666,0.528169,2.640845,9,24,0000-00-00,04/10/2043,1,2018,1
,Busia-KE 2,10500454,14,526,17.53333,0.7984791,3.992396,5,18,0000-00-00,0000-00-00,5,2016,1
,Busia-KE 2,10500455,18,1139,37.96667,0.4741001,2.3705,8,22,0000-00-00,08/10/2043,1,2018,1
,Busia-KE 2,10500456,26,1135,37.83333,0.6872247,3.436123,10,30,0000-00-00,04/10/2043,1,2018,1
,Busia-KE 2,10500457,24,1135,37.83333,0.6343613,3.171806,9,28,0000-00-00,04/10/2043,1,2018,1
,Busia-KE 2,10500458,28,1141,38.03333,0.7361963,3.680982,10,32,0000-00-00,08/10/2043,1,2018,1
,Busia-KE 2,10500459,27,1139,37.96667,0.7111501,3.555751,9,31,0000-00-00,08/10/2043,1,2018,1
,Busia-KE 2,10500460,27,1035,34.5,0.7826087,3.913043,9,31,0000-00-00,2043-01-00,10,2017,1
,Busia-KE 2,10500461,21,1035,34.5,0.6086956,3.043478,8,25,0000-00-00,2043-01-00,10,2017,1
,Busia-KE 2,10500462,21,1029,34.3,0.6122449,3.061224,8,25,0000-00-00,2043-00-04,9,2017,1
,Busia-KE 2,10500463,24,1035,34.5,0.6956522,3.478261,8,28,0000-00-00,2043-01-00,10,2017,1
,Busia-KE 2,10500464,20,1034,34.46667,0.5802708,2.901354,8,24,0000-00-00,2043-01-00,10,2017,1
,Busia-KE 2,10500465,25,1035,34.5,0.7246377,3.623188,8,29,0000-00-00,2043-01-00,10,2017,1
,Busia-KE 2,10500466,22,1029,34.3,0.6413994,3.206997,8,26,0000-00-00,2043-00-04,9,2017,1
,Busia-KE 2,10500467,18,853,28.43333,0.6330598,3.165299,7,21,0000-00-00,0000-00-00,9,2017,1
,Busia-KE 2,10500468,22,853,28.43333,0.7737398,3.868699,8,25,0000-00-00,0000-00-00,9,2017,1
,Busia-KE 2,10500469,22,1031,34.36666,0.6401552,3.200776,8,26,0000-00-00,0000-00-00,9,2017,1
,Busia-KE 2,10500470,19,1005,33.5,0.5671642,2.835821,7,23,0000-00-00,0000-00-00,8,2017,1
,Busia-KE 2,10500471,17,778,25.93333,0.655527,3.277635,6,20,0000-00-00,0000-00-00,9,2017,1
,Busia-KE 2,10500472,19,751,25.03333,0.758988,3.79494,7,22,0000-00-00,0000-00-00,8,2017,1
,Busia-KE 2,10500473,20,854,28.46667,0.7025761,3.512881,8,23,0000-00-00,2043-00-00,9,2017,1
,Busia-KE 2,10500474,19,854,28.46667,0.6674473,3.337236,8,22,0000-00-00,2043-00-00,9,2017,1
,Busia-KE 2,10500475,25,1033,34.43333,0.7260407,3.630203,9,29,0000-00-00,2043-00-00,9,2017,1
,Busia-KE 2,10500476,34,1083,36.1,0.9418283,4.709142,11,38,0000-00-00,08/04/2043,11,2017,1
,Busia-KE 2,10500477,19,1035,34.5,0.5507246,2.753623,9,23,0000-00-00,2043-00-00,9,2017,1
,Busia-KE 2,10500478,30,913,30.43333,0.9857613,4.928806,10,33,0000-00-00,2043-06-00,11,2017,1
,Busia-KE 2,10500479,28,853,28.43333,0.9847597,4.923799,9,32,0000-00-00,0000-00-00,9,2017,1
,Busia-KE 2,10500480,13,487,16.23333,0.8008214,4.004107,5,16,0000-00-00,0000-00-00,9,2016,1
,Busia-KE 2,10500482,16,853,28.43333,0.5627198,2.813599,7,19,0000-00-00,0000-00-00,9,2017,1
,Busia-KE 2,10500483,26,1045,34.83333,0.7464115,3.732058,9,30,0000-00-00,2043-00-05,9,2017,1
,Busia-KE 2,10500484,23,806,26.86667,0.8560794,4.280397,8,26,0000-00-00,0000-00-00,8,2017,1
,Busia-KE 2,10500485,16,757,25.23333,0.6340819,3.170409,7,18,0000-00-00,2043-00-05,9,2017,1
,Busia-KE 2,10500486,20,1014,33.8,0.591716,2.95858,8,22,0000-00-00,2043-00-03,9,2017,1
,Busia-KE 2,10500487,20,826,27.53333,0.7263923,3.631961,8,23,0000-00-00,2043-00-03,9,2017,1
,Busia-KE 2,10500488,25,1076,35.86666,0.6970261,3.48513,10,29,0000-00-00,2043-00-04,9,2017,1
,Busia-KE 2,10500489,25,1075,35.83333,0.6976745,3.488372,9,29,0000-00-00,2043-00-03,9,2017,1
,Busia-KE 2,10500490,19,912,30.4,0.625,3.125,8,22,0000-00-00,0000-00-00,6,2017,1
,Busia-KE 2,10500491,19,830,27.66667,0.686747,3.433735,8,22,0000-00-00,2043-00-03,9,2017,1
,Busia-KE 2,10500492,20,830,27.66667,0.7228916,3.614458,8,23,0000-00-00,2043-00-03,9,2017,1
,Busia-KE 2,10500493,25,1015,33.83333,0.7389163,3.694582,9,27,0000-00-00,2043-00-04,9,2017,1
,Busia-KE 2,10500494,22,1076,35.86666,0.6133829,3.066915,9,26,0000-00-00,2043-00-04,9,2017,1
,Busia-KE 2,10500495,23,1075,35.83333,0.6418605,3.209302,8,27,0000-00-00,2043-00-03,9,2017,1
,Busia-KE 2,10500496,26,1045,34.83333,0.7464115,3.732058,9,30,0000-00-00,2043-00-04,9,2017,1
,Busia-KE 2,10500497,24,860,28.66667,0.8372093,4.186047,9,27,0000-00-00,2043-00-03,9,2017,1
,Busia-KE 2,10500498,19,860,28.66667,0.6627907,3.313954,8,22,0000-00-00,2043-00-03,9,2017,1
,Busia-KE 2,10500499,25,1015,33.83333,0.7389163,3.694582,9,28,0000-00-00,2043-00-04,9,2017,1
,Busia-KE 2,10500500,24,860,28.66667,0.8372093,4.186047,9,27,0000-00-00,2043-00-03,9,2017,1
,Busia-KE 2,10500501,21,1045,34.83333,0.6028708,3.014354,8,25,0000-00-00,2043-00-04,9,2017,1
,Busia-KE 2,10500502,25,1043,34.76667,0.7190796,3.595398,9,29,0000-00-00,2043-00-05,9,2017,1
,Busia-KE 2,10500503,16,1043,34.76667,0.4602109,2.301054,7,20,0000-00-00,2043-00-05,9,2017,1
,Busia-KE 2,10500504,21,1044,34.8,0.6034483,3.017241,8,25,0000-00-00,2043-00-04,9,2017,1
,Busia-KE 2,10500505,18,862,28.73333,0.6264501,3.132251,8,21,0000-00-00,2043-00-05,9,2017,1
,Busia-KE 2,10500506,29,1048,34.93333,0.8301526,4.150763,10,33,0000-00-00,2043-00-05,9,2017,1
,Busia-KE 2,10500507,20,1044,34.8,0.5747126,2.873563,8,24,0000-00-00,2043-00-04,9,2017,1
,Busia-KE 2,10500508,21,838,27.93333,0.75179,3.75895,8,24,0000-00-00,2043-00-05,9,2017,1
,Busia-KE 2,10500509,24,1047,34.9,0.6876791,3.438395,9,28,0000-00-00,2043-00-04,9,2017,1
,Busia-KE 2,10500510,17,837,27.9,0.609319,3.046595,8,20,0000-00-00,2043-00-04,9,2017,1
,Busia-KE 2,10500511,21,835,27.83333,0.754491,3.772455,8,24,0000-00-00,2043-00-05,9,2017,1
,Busia-KE 2,10500512,22,835,27.83333,0.7904192,3.952096,8,25,0000-00-00,2043-00-05,9,2017,1
,Busia-KE 2,10500513,25,1045,34.83333,0.7177034,3.588517,8,29,0000-00-00,2043-00-05,9,2017,1
,Busia-KE 2,10500514,23,1044,34.8,0.6609195,3.304598,8,27,0000-00-00,2043-00-04,9,2017,1
,Busia-KE 2,10500515,25,1040,34.66667,0.7211538,3.605769,9,29,0000-00-00,2043-00-00,9,2017,1
,Busia-KE 2,10500516,22,1040,34.66667,0.6346154,3.173077,9,26,0000-00-00,2043-00-00,9,2017,1
,Busia-KE 2,10500517,21,1042,34.73333,0.6046065,3.023033,8,25,0000-00-00,2043-00-00,9,2017,1
,Busia-KE 2,10500518,19,1045,34.83333,0.5454546,2.727273,9,23,0000-00-00,2043-00-03,9,2017,1
,Busia-KE 2,10500519,5,234,7.8,0.6410256,3.205128,3,8,0000-00-00,0000-00-00,9,2017,1
,Busia-KE 2,10500520,8,783,26.1,0.3065134,1.532567,4,12,0000-00-00,0000-00-00,9,2017,1
,Busia-KE 2,10500521,8,783,26.1,0.3065134,1.532567,4,12,0000-00-00,0000-00-00,9,2017,1
,Busia-KE 2,10500522,16,767,25.56667,0.6258149,3.129074,5,19,0000-00-00,0000-00-00,9,2017,1
,Busia-KE 2,10500523,21,915,30.5,0.6885246,3.442623,7,25,0000-00-00,0000-00-00,5,2017,1
,Busia-KE 2,10500524,14,767,25.56667,0.547588,2.73794,5,17,0000-00-00,0000-00-00,9,2017,1
,Busia-KE 2,10500525,13,1012,33.73333,0.3853755,1.926877,5,17,0000-00-00,0000-00-00,9,2017,1
,Busia-KE 2,10500526,14,1046,34.86666,0.4015297,2.007648,5,18,0000-00-00,08/01/2043,10,2017,1
,Busia-KE 2,10500527,11,1012,33.73333,0.326087,1.630435,4,15,0000-00-00,0000-00-00,9,2017,1
,Busia-KE 2,10500528,19,1067,35.56667,0.5342081,2.67104,7,23,0000-00-00,2043-00-04,9,2017,1
,Busia-KE 2,10500529,17,1067,35.56667,0.4779756,2.389878,6,21,0000-00-00,2043-00-04,9,2017,1
,Busia-KE 2,10500530,16,1067,35.56667,0.4498594,2.249297,6,20,0000-00-00,2043-00-04,9,2017,1
,Busia-KE 2,10500531,22,1068,35.6,0.6179776,3.089888,8,26,0000-00-00,2043-00-05,9,2017,1
,Busia-KE 2,10500532,18,1066,35.53333,0.5065666,2.532833,7,22,0000-00-00,2043-00-05,9,2017,1
,Busia-KE 2,10500533,18,1064,35.46667,0.5075188,2.537594,7,22,0000-00-00,2043-00-03,9,2017,1
,Busia-KE 2,10500534,14,789,26.3,0.5323194,2.661597,5,18,0000-00-00,2043-00-05,9,2017,1
,Busia-KE 2,10500535,19,830,27.66667,0.686747,3.433735,7,23,0000-00-00,2043-00-05,9,2017,1
,Busia-KE 2,10500536,12,787,26.23333,0.4574333,2.287166,5,16,0000-00-00,2043-00-03,9,2017,1
,Busia-KE 2,10500537,12,1067,35.56667,0.3373946,1.686973,5,16,0000-00-00,2043-00-04,9,2017,1
,Busia-KE 2,10500538,24,863,28.76667,0.834299,4.171495,9,28,0000-00-00,05/02/2043,10,2017,1
,Busia-KE 2,10500539,15,1051,35.03333,0.4281636,2.140818,5,19,0000-00-00,2043-02-00,10,2017,1
,Busia-KE 2,10500540,22,1058,35.26667,0.6238185,3.119092,7,26,0000-00-00,05/02/2043,10,2017,1
,Busia-KE 2,10500541,14,946,31.53333,0.4439746,2.219873,6,18,0000-00-00,05/02/2043,10,2017,1
,Busia-KE 2,10500542,19,1057,35.23333,0.5392621,2.69631,6,23,0000-00-00,05/02/2043,10,2017,1
,Busia-KE 2,10500543,16,965,32.16667,0.4974093,2.487046,6,20,0000-00-00,05/02/2043,10,2017,1
,Busia-KE 2,10500544,19,1028,34.26667,0.5544747,2.772374,6,23,0000-00-00,0000-00-00,9,2017,1
,Busia-KE 2,10500545,11,460,15.33333,0.7173913,3.586957,4,14,0000-00-00,05/02/2043,10,2017,1
,Busia-KE 2,10500546,16,1053,35.1,0.4558405,2.279202,5,20,0000-00-00,2043-02-00,10,2017,1
,Busia-KE 2,10500547,22,863,28.76667,0.764774,3.82387,7,26,0000-00-00,0000-00-00,4,2017,1
,Busia-KE 2,10500548,15,954,31.8,0.4716981,2.358491,5,19,0000-00-00,0000-00-00,7,2017,1
,Busia-KE 2,10500549,21,862,28.73333,0.7308584,3.654292,8,25,0000-00-00,05/02/2043,10,2017,1
,Busia-KE 2,10500550,24,1053,35.1,0.6837607,3.418803,7,28,0000-00-00,2043-02-00,10,2017,1
,Busia-KE 2,10500551,13,958,31.93333,0.4070981,2.035491,5,17,0000-00-00,0000-00-00,7,2017,1
,Busia-KE 2,10500552,8,757,25.23333,0.317041,1.585205,4,12,0000-00-00,2043-02-00,10,2017,1
,Busia-KE 2,10500553,11,862,28.73333,0.3828306,1.914153,4,15,0000-00-00,0000-00-00,4,2017,1
,Busia-KE 2,10500554,10,862,28.73333,0.3480278,1.740139,4,14,0000-00-00,0000-00-00,4,2017,1
,Busia-KE 2,10500555,11,863,28.76667,0.382387,1.911935,4,15,0000-00-00,0000-00-00,4,2017,1
,Busia-KE 2,10500556,13,955,31.83333,0.408377,2.041885,5,17,0000-00-00,0000-00-00,7,2017,1
,Busia-KE 2,10500557,23,844,28.13333,0.8175355,4.087677,7,27,0000-00-00,0000-00-00,3,2017,1
,Busia-KE 2,10500558,16,778,25.93333,0.6169666,3.084833,5,20,0000-00-00,0000-00-00,1,2017,1
,Busia-KE 2,10500559,23,781,26.03333,0.8834828,4.417414,7,27,0000-00-00,0000-00-00,1,2017,1
,Busia-KE 2,10500560,36,1152,38.4,0.9374999,4.6875,11,40,0000-00-00,05/10/2043,1,2018,1
,Busia-KE 2,10500561,25,1042,34.73333,0.7197697,3.598848,9,29,0000-00-00,0000-00-00,9,2017,1
,Busia-KE 2,10500562,25,1043,34.76667,0.7190796,3.595398,8,29,0000-00-00,0000-00-00,9,2017,1
,Busia-KE 2,10500563,15,793,26.43333,0.5674654,2.837327,7,18,0000-00-00,0000-00-00,9,2017,1
,Busia-KE 2,10500564,18,1039,34.63334,0.5197305,2.598653,9,22,0000-00-00,0000-00-00,9,2017,1
,Busia-KE 2,10500565,28,1039,34.63334,0.8084697,4.042348,10,32,0000-00-00,0000-00-00,9,2017,1
,Busia-KE 2,10500566,23,1149,38.3,0.6005222,3.002611,10,27,0000-00-00,03/10/2043,1,2018,1
,Busia-KE 2,10500567,19,1039,34.63334,0.5486044,2.743022,9,23,0000-00-00,0000-00-00,9,2017,1
,Busia-KE 2,10500568,24,1039,34.63334,0.692974,3.46487,9,28,0000-00-00,0000-00-00,9,2017,1
,Busia-KE 2,10500569,17,1031,34.36666,0.4946654,2.473327,7,21,0000-00-00,0000-00-00,9,2017,1
,Busia-KE 2,10500570,24,1038,34.6,0.6936417,3.468208,9,28,0000-00-00,0000-00-00,9,2017,1
,Busia-KE 2,10500571,22,951,31.7,0.6940063,3.470031,8,26,0000-00-00,0000-00-00,6,2017,1
,Busia-KE 2,10500572,26,1155,38.5,0.6753247,3.376623,10,31,0000-00-00,08/10/2043,1,2018,1
,Busia-KE 2,10500573,26,1155,38.5,0.6753247,3.376623,10,30,0000-00-00,08/10/2043,1,2018,1
,Busia-KE 2,10500574,25,1155,38.5,0.6493506,3.246753,10,29,0000-00-00,08/10/2043,1,2018,1
,Busia-KE 2,10500575,24,1048,34.93333,0.6870229,3.435114,8,28,0000-00-00,0000-00-00,9,2017,1
,Busia-KE 2,10500576,16,1048,34.93333,0.4580153,2.290076,8,20,0000-00-00,0000-00-00,9,2017,1
