id,program,i102_wpt_id,total_chl_used,total_period_day,total_period_30day,avrg_30day_usage,avrg_30day_usage_litres,num_of_Deliveries,Jerrican_delivered,date_of_first_delivery,date_of_last_delivery,month,year,country
,Zomba 6,80060545,8,589,19.63333,0.4074703,2.037351,5,12,24dec2015,04-Aug-17,8,2017,3
,Zomba 6,80060546,9,453,15.1,0.5960265,2.980132,5,14,11dec2015,08mar2017,3,2017,3
,Zomba 6,80060547,6,452,15.06667,0.3982301,1.99115,3,10,02-Jan-16,29mar2017,3,2017,3
,Zomba 6,80060548,20.5,488,16.26667,1.260246,6.301229,5,24,26-Jan-16,28may2017,5,2017,3
,Zomba 6,80060549,6.5,448,14.93333,0.4352679,2.176339,4,13,15-Apr-16,07-Jul-17,7,2017,3
,Zomba 6,80060550,8,319,10.63333,0.7523511,3.761755,4,12,06may2016,21mar2017,3,2017,3
,Zomba 6,80060551,8,314,10.46667,0.7643312,3.821656,3,12,15-Apr-16,23-Feb-17,2,2017,3
,Zomba 6,80060552,15,585,19.5,0.7692308,3.846154,6,17,07-Jan-16,14-Aug-17,8,2017,3
,Zomba 6,80060553,23,534,17.8,1.292135,6.460674,9,33,02-Jan-16,23-Jun-17,6,2017,3
,Zomba 6,80060554,20,637,21.23333,0.9419152,4.709576,7,24,04-Sep-15,02-Jun-17,6,2017,3
,Zomba 6,80060555,6,214,7.133333,0.8411215,4.205607,3,8,25-Feb-16,26-Sep-16,9,2016,3
,Zomba 6,80060556,16,548,18.26667,0.8759124,4.379562,7,20,07dec2015,07-Jun-17,6,2017,3
,Zomba 6,80060557,17,528,17.6,0.9659091,4.829545,6,21,14mar2016,24-Aug-17,8,2017,3
,Zomba 6,80060558,4,82,2.733333,1.463415,7.317073,3,6,02dec2015,22-Feb-16,2,2016,3
,Zomba 6,80060559,14,533,17.76667,0.7879925,3.939962,6,18,03dec2015,19may2017,5,2017,3
,Zomba 6,80060560,10,431,14.36667,0.6960557,3.480278,4,14,14mar2016,19may2017,5,2017,3
,Zomba 6,80060561,14,530,17.66667,0.7924529,3.962264,6,18,10mar2016,22-Aug-17,8,2017,3
,Zomba 6,80060562,25,633,21.1,1.184834,5.92417,9,29,27-Nov-15,21-Aug-17,8,2017,3
,Zomba 6,80060563,12.5,497,16.56667,0.7545272,3.772636,6,16,28-Sep-15,06-Feb-17,2,2017,3
,Zomba 6,80060564,20,633,21.1,0.9478673,4.739336,8,26,21dec2015,28-Aug-17,8,2017,3
,Zomba 6,80060565,8,295,9.833333,0.8135594,4.067797,3,12,31may2016,22mar2017,3,2017,3
,Zomba 6,80060566,10,294,9.8,1.020408,5.102041,4,14,20-Jun-16,10-Apr-17,4,2017,3
,Zomba 6,80060567,21,526,17.53333,1.197719,5.988593,8,25,18-Jan-16,27-Jun-17,6,2017,3
,Zomba 6,80060568,22,531,17.7,1.242938,6.214689,4,22,25-Sep-15,09mar2017,3,2017,3
,Zomba 6,80060569,28,509,16.96667,1.650295,8.251473,10,34,13-Jan-16,05-Jun-17,6,2017,3
,Zomba 6,80060570,14,543,18.1,0.7734807,3.867403,5,22,11-Jan-16,07-Jul-17,7,2017,3
,Zomba 6,80060571,8,436,14.53333,0.5504587,2.752293,4,12,10mar2016,23may2017,5,2017,3
,Zomba 6,80060572,12,342,11.4,1.052632,5.263158,4,16,10-Jun-16,18may2017,5,2017,3
,Zomba 6,80060573,22,521,17.36667,1.266795,6.333973,7,26,16-Feb-16,21-Jul-17,7,2017,3
,Zomba 6,80060574,6,208,6.933333,0.8653846,4.326923,3,10,18mar2016,12oct2016,10,2016,3
,Zomba 6,80060575,32,503,16.76667,1.908549,9.542744,11,36,16mar2016,01-Aug-17,8,2017,3
,Zomba 6,80060576,2,253,8.433333,0.2371541,1.185771,2,4,26may2016,03-Feb-17,2,2017,3
,Zomba 6,80060577,28,616,20.53333,1.363636,6.818182,9,32,04dec2015,11-Aug-17,8,2017,3
,Zomba 6,80060578,6,210,7,0.8571429,4.285714,3,10,15-Apr-16,11-Nov-16,11,2016,3
,Zomba 6,80060579,26,544,18.13333,1.433824,7.169118,12,30,17-Feb-16,14-Aug-17,8,2017,3
,Zomba 6,80060580,35,650,21.66667,1.615385,8.076923,11,40,23-Sep-15,03-Jul-17,7,2017,3
,Zomba 6,80060581,14,426,14.2,0.9859155,4.929577,5,18,18mar2016,18may2017,5,2017,3
,Zomba 6,80060582,10,395,13.16667,0.7594936,3.797468,6,12,08-Feb-16,09mar2017,3,2017,3
,Zomba 6,80060583,14,448,14.93333,0.9375,4.6875,6,16,18-Feb-16,11may2017,5,2017,3
,Zomba 6,80060584,16,398,13.26667,1.20603,6.03015,6,20,31mar2016,03may2017,5,2017,3
,Zomba 6,80060585,10,470,15.66667,0.6382979,3.191489,4,14,18-Feb-16,02-Jun-17,6,2017,3
,Zomba 6,80060586,29,513,17.1,1.695906,8.479532,11,35,10mar2016,07-Aug-17,8,2017,3
,Zomba 6,80060587,12,400,13.33333,0.9,4.5,6,16,07-Jan-16,10-Feb-17,2,2017,3
,Zomba 6,80060588,9,456,15.2,0.5921053,2.960526,4,13,03-Feb-16,04may2017,5,2017,3
,Zomba 6,80060589,23,553,18.43333,1.24774,6.238698,7,27,28-Jan-16,03-Aug-17,8,2017,3
,Zomba 6,80060590,26.5,609,20.3,1.305419,6.527094,11,33,04dec2015,28-Jul-17,7,2017,3
,Zomba 6,80060591,4,192,6.4,0.625,3.125,3,6,11-Jan-16,21-Jul-16,7,2016,3
,Zomba 6,80060592,24,492,16.4,1.463415,7.317073,11,30,18-Jan-16,28may2017,5,2017,3
,Zomba 6,80060593,7,358,11.93333,0.5865922,2.932961,5,11,28-Sep-15,20-Sep-16,9,2016,3
,Zomba 6,80060594,26,613,20.43333,1.272431,6.362154,8,30,07dec2015,11-Aug-17,8,2017,3
,Zomba 6,80060595,32,599,19.96667,1.602671,8.013355,11,36,04-Jan-16,25-Aug-17,8,2017,3
,Zomba 6,80060597,8,315,10.5,0.7619048,3.809524,3,13,04-Jul-16,15may2017,5,2017,3
,Zomba 6,80060598,24,452,15.06667,1.59292,7.964602,6,28,14-Apr-16,10-Jul-17,7,2017,3
,Zomba 6,80060599,16,539,17.96667,0.890538,4.45269,6,20,08-Feb-16,31-Jul-17,7,2017,3
,Zomba 6,80060600,8,419,13.96667,0.5727924,2.863962,4,12,12-Feb-16,06-Apr-17,4,2017,3
,Zomba 6,80060601,18,539,17.96667,1.001855,5.009276,6,22,11-Feb-16,03-Aug-17,8,2017,3
,Zomba 6,80060603,10.5,492,16.4,0.6402439,3.20122,4,13,23-Sep-15,27-Jan-17,1,2017,3
,Zomba 6,80060604,2,25,0.8333333,2.4,12,2,4,15-Feb-16,11mar2016,3,2016,3
,Zomba 6,80060605,35.5,705,23.5,1.510638,7.553192,14,45,03-Sep-15,21-Jul-17,7,2017,3
,Zomba 6,80060607,6,672,22.4,0.2678571,1.339286,4,8,22-Sep-15,25-Jul-17,7,2017,3
,Zomba 6,80060608,8,369,12.3,0.6504065,3.252032,4,14,30dec2015,05-Jan-17,1,2017,3
,Zomba 6,80060609,19,521,17.36667,1.09405,5.47025,9,22,04-Jan-16,08-Jun-17,6,2017,3
,Zomba 6,80060610,26,555,18.5,1.405405,7.027027,13,30,18-Jan-16,26-Jul-17,7,2017,3
,Zomba 6,80060611,8,604,20.13333,0.397351,1.986755,5,10,23-Sep-15,19may2017,5,2017,3
,Zomba 6,80060612,6,565,18.83333,0.3185841,1.59292,4,7,02-Jan-16,20-Jul-17,7,2017,3
,Zomba 6,80060613,10,486,16.2,0.6172839,3.08642,5,12,04dec2015,03-Apr-17,4,2017,3
,Zomba 6,80060614,18,498,16.6,1.084337,5.421687,8,22,12-Jan-16,24may2017,5,2017,3
,Zomba 6,80060615,6,636,21.2,0.2830189,1.415094,4,8,29-Sep-15,26-Jun-17,6,2017,3
,Zomba 6,80060616,10,700,23.33333,0.4285714,2.142857,6,12,14-Sep-15,14-Aug-17,8,2017,3
,Zomba 6,80060617,8,612,20.4,0.3921569,1.960784,6,12,30dec2015,23-Aug-17,8,2017,3
,Zomba 6,80060618,14,677,22.56667,0.620384,3.10192,7,16,09-Aug-15,16-Jun-17,6,2017,3
,Zomba 6,80060619,16,566,18.86667,0.8480566,4.240283,8,18,16-Feb-16,04-Sep-17,9,2017,3
,Zomba 6,80060620,14,452,15.06667,0.9292036,4.646018,6,18,24dec2015,20mar2017,3,2017,3
,Zomba 6,80060621,15,717,23.9,0.6276151,3.138075,6,19,04-Sep-15,21-Aug-17,8,2017,3
,Zomba 6,80060622,14,409,13.63333,1.026895,5.134475,5,18,16-Feb-16,31mar2017,3,2017,3
,Zomba 6,80060623,22,518,17.26667,1.274131,6.370656,7,26,21mar2016,21-Aug-17,8,2017,3
,Zomba 6,80060624,33,490,16.33333,2.020408,10.10204,12,39,04-Apr-16,07-Aug-17,8,2017,3
,Zomba 6,80060625,8,444,14.8,0.5405405,2.702703,4,11,19-Jan-16,07-Apr-17,4,2017,3
,Zomba 6,80060626,10,466,15.53333,0.6437768,3.218884,5,16,07mar2016,19-Jun-17,6,2017,3
,Zomba 6,80060627,38,550,18.33333,2.072727,10.36364,12,42,19-Feb-16,22-Aug-17,8,2017,3
,Zomba 6,80060628,19,471,15.7,1.210191,6.050956,7,21,19-Jan-16,04may2017,5,2017,3
,Zomba 6,80060629,7,177,5.9,1.186441,5.932203,5,12,25-Jan-16,30-Jun-16,6,2016,3
,Zomba 6,80060630,8,419,13.96667,0.5727924,2.863962,3,12,29-Jan-16,23mar2017,3,2017,3
,Zomba 6,80060631,10,287,9.566667,1.045296,5.226481,6,14,31mar2016,12-Jan-17,1,2017,3
,Zomba 6,80060632,20,573,19.1,1.04712,5.235602,7,22,29-Jan-16,24-Aug-17,8,2017,3
,Zomba 6,80060633,14,434,14.46667,0.967742,4.83871,6,18,14dec2015,20-Feb-17,2,2017,3
,Zomba 6,80060634,24,506,16.86667,1.422925,7.114625,8,28,23-Feb-16,13-Jul-17,7,2017,3
,Zomba 6,80060635,17,285,9.5,1.789474,8.947369,9,24,22-Feb-16,05dec2016,12,2016,3
,Zomba 6,80060636,18,455,15.16667,1.186813,5.934066,6,22,22-Feb-16,22may2017,5,2017,3
,Zomba 6,80060637,6,293,9.766666,0.6143345,3.071672,4,10,19-Jan-16,07-Nov-16,11,2016,3
,Zomba 6,80060638,8,468,15.6,0.5128205,2.564102,5,10,11mar2016,22-Jun-17,6,2017,3
,Zomba 6,80060639,2,224,7.466667,0.2678571,1.339286,2,6,29-Aug-16,10-Apr-17,4,2017,3
,Zomba 6,80060643,2,34,1.133333,1.764706,8.823529,2,4,19-Apr-17,23may2017,5,2017,3
,Zomba 6,80060645,18,355,11.83333,1.521127,7.605634,10,22,29-Aug-16,23-Aug-17,8,2017,3
,Zomba 6,80060648,14,271,9.033334,1.549815,7.749077,7,16,16-Nov-16,14-Aug-17,8,2017,3
,Zomba 6,80060655,9,464,15.46667,0.5818965,2.909483,4,12,12-Jan-16,20-Apr-17,4,2017,3
,Zomba 6,80060656,10,454,15.13333,0.6607929,3.303965,5,12,04-Feb-16,03may2017,5,2017,3
,Zomba 6,80060657,9,331,11.03333,0.8157099,4.07855,4,13,09mar2016,03-Feb-17,2,2017,3
,Zomba 6,80060658,18,553,18.43333,0.9764919,4.88246,10,24,09-Nov-15,12may2017,5,2017,3
,Zomba 6,80060659,11,448,14.93333,0.7366071,3.683036,4,15,14mar2016,05-Jun-17,6,2017,3
,Zomba 6,80060660,10,361,12.03333,0.8310249,4.155125,4,14,16may2016,12may2017,5,2017,3
,Zomba 6,80060661,3,236,7.866667,0.3813559,1.90678,2,6,01-Sep-16,25-Apr-17,4,2017,3
,Zomba 6,80060662,11,439,14.63333,0.7517084,3.758542,6,17,10mar2016,23may2017,5,2017,3
,Zomba 6,80060663,4,168,5.6,0.7142857,3.571429,3,7,26-Feb-16,12-Aug-16,8,2016,3
,Zomba 6,80060664,4,390,13,0.3076923,1.538462,3,8,13may2016,07-Jun-17,6,2017,3
,Zomba 6,80060666,6,469,15.63333,0.3837953,1.918977,5,12,10-Feb-16,24may2017,5,2017,3
,Zomba 6,80060667,9,338,11.26667,0.7988166,3.994083,4,13,23mar2016,24-Feb-17,2,2017,3
,Zomba 6,80060668,4,270,9,0.4444444,2.222222,3,6,13may2016,07-Feb-17,2,2017,3
,Zomba 6,80060669,8,510,17,0.4705882,2.352941,4,10,17-Feb-16,11-Jul-17,7,2017,3
,Zomba 6,80060670,10,448,14.93333,0.6696429,3.348214,4,14,29-Feb-16,22may2017,5,2017,3
,Zomba 6,80060671,7,335,11.16667,0.6268656,3.134328,3,10,13may2016,13-Apr-17,4,2017,3
,Zomba 6,80060672,2,70,2.333333,0.8571429,4.285714,2,6,04mar2016,13may2016,5,2016,3
,Zomba 6,80060673,4,86,2.866667,1.395349,6.976745,3,8,17-Feb-16,13may2016,5,2016,3
,Zomba 6,80060674,13,518,17.26667,0.7528958,3.764479,6,21,14mar2016,02-Aug-17,8,2017,3
,Zomba 6,80060675,8,393,13.1,0.610687,3.053435,4,10,15-Feb-16,14mar2017,3,2017,3
,Zomba 6,80060676,2,385,12.83333,0.1558442,0.7792208,2,6,15-Apr-16,05may2017,5,2017,3
,Zomba 6,80060677,6,563,18.76667,0.3197158,1.598579,4,12,07dec2015,22-Jun-17,6,2017,3
,Zomba 6,80060678,11,504,16.8,0.6547619,3.273809,6,15,04-Jan-16,22may2017,5,2017,3
,Zomba 6,80060679,10,470,15.66667,0.6382979,3.191489,5,12,05may2016,18-Aug-17,8,2017,3
,Zomba 6,80060680,8,283,9.433333,0.8480566,4.240283,3,12,13may2016,20-Feb-17,2,2017,3
,Zomba 6,80060681,14,469,15.63333,0.8955224,4.477612,5,20,05may2016,17-Aug-17,8,2017,3
,Zomba 6,80060682,11,411,13.7,0.8029197,4.014599,4,15,17mar2016,02may2017,5,2017,3
,Zomba 6,80060683,10,431,14.36667,0.6960557,3.480278,4,14,14mar2016,19may2017,5,2017,3
,Zomba 6,80060684,16,455,15.16667,1.054945,5.274725,6,20,11-Apr-16,10-Jul-17,7,2017,3
,Zomba 6,80060685,34,487,16.23333,2.094456,10.47228,9,38,15-Apr-16,15-Aug-17,8,2017,3
,Zomba 6,80060686,6,330,11,0.5454546,2.727273,3,10,14mar2016,07-Feb-17,2,2017,3
,Zomba 6,80060687,6,414,13.8,0.4347826,2.173913,3,10,18mar2016,06may2017,5,2017,3
,Zomba 6,80060688,14,462,15.4,0.9090909,4.545455,6,18,17-Feb-16,24may2017,5,2017,3
,Zomba 6,80060690,8,353,11.76667,0.6798867,3.399434,3,12,13may2016,01may2017,5,2017,3
,Zomba 6,80060691,8,459,15.3,0.5228758,2.614379,3,12,20may2016,22-Aug-17,8,2017,3
,Zomba 7,80070002,16,491,16.36667,0.9775968,4.887984,5,22,01-Feb-16,06-Jun-17,6,2017,3
,Zomba 7,80070003,11,260,8.666667,1.269231,6.346154,5,16,01-Feb-16,18oct2016,10,2016,3
,Zomba 7,80070004,16,385,12.83333,1.246753,6.233767,5,22,19-Apr-16,09may2017,5,2017,3
,Zomba 7,80070005,4,206,6.866667,0.5825242,2.912621,2,10,12-Jul-16,03-Feb-17,2,2017,3
,Zomba 7,80070006,20,287,9.566667,2.090592,10.45296,6,25,17may2016,28-Feb-17,2,2017,3
,Zomba 7,80070008,6,489,16.3,0.3680982,1.840491,3,12,02mar2016,04-Jul-17,7,2017,3
,Zomba 7,80070009,8,377,12.56667,0.6366048,3.183024,4,10,25-Apr-16,07may2017,5,2017,3
,Zomba 7,80070010,13,431,14.36667,0.9048724,4.524362,4,17,22-Feb-16,28-Apr-17,4,2017,3
,Zomba 7,80070011,2,171,5.7,0.3508772,1.754386,2,4,21-Feb-17,11-Aug-17,8,2017,3
,Zomba 7,80070013,23,466,15.53333,1.480687,7.403433,7,27,19-Apr-16,29-Jul-17,7,2017,3
,Zomba 7,80070014,26,498,16.6,1.566265,7.831325,8,34,19-Apr-16,22-Aug-17,8,2017,3
,Zomba 7,80070015,14,373,12.43333,1.126005,5.630027,5,20,19-Apr-16,27-Apr-17,4,2017,3
,Zomba 7,80070017,6,367,12.23333,0.4904632,2.452316,3,12,09-Feb-16,10-Feb-17,2,2017,3
,Zomba 7,80070018,24,555,18.5,1.297297,6.486486,8,28,09-Feb-16,17-Aug-17,8,2017,3
,Zomba 7,80070020,6,189,6.3,0.9523809,4.761905,2,10,19oct2016,26-Apr-17,4,2017,3
,Zomba 7,80070021,12,504,16.8,0.7142857,3.571429,5,15,08-Apr-16,25-Aug-17,8,2017,3
,Zomba 7,80070024,4,204,6.8,0.5882353,2.941176,3,6,25-Jul-16,14-Feb-17,2,2017,3
,Zomba 7,80070025,2,126,4.2,0.4761905,2.380953,2,6,08-Apr-16,12-Aug-16,8,2016,3
,Zomba 7,80070026,12,409,13.63333,0.8801956,4.400978,5,16,26-Feb-16,10-Apr-17,4,2017,3
,Zomba 7,80070027,13,384,12.8,1.015625,5.078125,5,16,15mar2016,03-Apr-17,4,2017,3
,Zomba 7,80070028,14,537,17.9,0.7821229,3.910614,5,18,02mar2016,21-Aug-17,8,2017,3
,Zomba 7,80070029,27,536,17.86667,1.511194,7.55597,9,31,11-Feb-16,31-Jul-17,7,2017,3
,Zomba 7,80070031,31,478,15.93333,1.945607,9.728033,10,35,08mar2016,29-Jun-17,6,2017,3
,Zomba 7,80070032,21,472,15.73333,1.334746,6.673729,7,25,02may2016,17-Aug-17,8,2017,3
,Zomba 7,80070033,16,533,17.76667,0.9005629,4.502814,6,20,02mar2016,17-Aug-17,8,2017,3
,Zomba 7,80070034,20,532,17.73333,1.12782,5.639098,6,24,08mar2016,22-Aug-17,8,2017,3
,Zomba 7,80070035,7,375,12.5,0.56,2.8,3,12,01-Aug-16,11-Aug-17,8,2017,3
,Zomba 7,80070036,2,343,11.43333,0.1749271,0.8746356,2,6,02mar2016,08-Feb-17,2,2017,3
,Zomba 7,80070037,24,545,18.16667,1.321101,6.605505,8,28,25-Feb-16,23-Aug-17,8,2017,3
,Zomba 7,80070038,12,302,10.06667,1.192053,5.960265,7,18,15-Apr-16,06-Feb-17,2,2017,3
,Zomba 7,80070039,24,527,17.56667,1.366224,6.831119,10,28,24-Feb-16,04-Aug-17,8,2017,3
,Zomba 7,80070040,8,187,6.233333,1.283422,6.417112,4,12,07dec2016,12-Jun-17,6,2017,3
,Zomba 7,80070041,4,502,16.73333,0.2390438,1.195219,4,9,09-Feb-16,14-Jun-17,6,2017,3
,Zomba 7,80070042,11,524,17.46667,0.629771,3.148855,5,12,25-Feb-16,02-Aug-17,8,2017,3
,Zomba 7,80070043,33,525,17.5,1.885714,9.428572,11,37,24-Feb-16,02-Aug-17,8,2017,3
,Zomba 7,80070044,15,462,15.4,0.974026,4.87013,6,19,01mar2016,06-Jun-17,6,2017,3
,Zomba 7,80070045,6,463,15.43333,0.3887689,1.943845,4,10,29-Feb-16,06-Jun-17,6,2017,3
,Zomba 7,80070046,55,528,17.6,3.125,15.625,20,61,25-Feb-16,04-Aug-17,8,2017,3
,Zomba 7,80070047,46,571,19.03333,2.416813,12.08406,12,50,01-Feb-16,25-Aug-17,8,2017,3
,Zomba 7,80070048,29,449,14.96667,1.937639,9.688196,10,33,01-Feb-16,25-Apr-17,4,2017,3
,Zomba 7,80070049,48,556,18.53333,2.589928,12.94964,11,54,01-Feb-16,10-Aug-17,8,2017,3
,Zomba 7,80070050,20,528,17.6,1.136364,5.681818,7,25,01-Feb-16,10-Aug-17,8,2017,3
,Zomba 7,80070051,32,531,17.7,1.807909,9.039547,11,38,23mar2016,25-Aug-17,8,2017,3
,Zomba 7,80070052,36,535,17.83333,2.018692,10.09346,9,42,22-Feb-16,10-Aug-17,8,2017,3
,Zomba 7,80070053,10,437,14.56667,0.6864989,3.432494,4,14,01-Feb-16,13-Apr-17,4,2017,3
,Zomba 7,80070055,30,347,11.56667,2.59366,12.9683,7,36,09-Sep-16,22-Aug-17,8,2017,3
,Zomba 7,80070056,10,420,14,0.7142857,3.571429,4,14,19-Apr-16,13-Jun-17,6,2017,3
,Zomba 7,80070057,6,244,8.133333,0.7377049,3.688525,4,10,23-Feb-16,24oct2016,10,2016,3
,Zomba 7,80070058,10,441,14.7,0.6802721,3.401361,4,15,01-Jun-16,16-Aug-17,8,2017,3
,Zomba 7,80070059,20,539,17.96667,1.113173,5.565863,6,26,23-Feb-16,15-Aug-17,8,2017,3
,Zomba 7,80070061,19,343,11.43333,1.661808,8.309038,8,26,02-Feb-16,10-Jan-17,1,2017,3
,Zomba 7,80070062,12,248,8.266666,1.451613,7.258065,5,16,05mar2016,08-Nov-16,11,2016,3
,Zomba 7,80070063,31,371,12.36667,2.506738,12.53369,9,33,17may2016,23may2017,5,2017,3
,Zomba 7,80070064,34,314,10.46667,3.248408,16.24204,10,46,30mar2016,16may2017,5,2017,3
,Zomba 7,80070065,3,48,1.6,1.875,9.375,2,8,30mar2016,17may2016,5,2016,3
,Zomba 7,80070066,17,360,12,1.416667,7.083333,5,22,12-Jul-16,07-Jul-17,7,2017,3
,Zomba 7,80070067,60,503,16.76667,3.578529,17.89264,15,64,30mar2016,15-Aug-17,8,2017,3
,Zomba 7,80070068,32,560,18.66667,1.714286,8.571428,10,40,02-Feb-16,15-Aug-17,8,2017,3
,Zomba 7,80070069,14,474,15.8,0.8860759,4.430379,6,14,01-Feb-16,22-Aug-17,8,2017,3
,Zomba 7,80070070,32,541,18.03333,1.774492,8.872459,11,40,25-Feb-16,04-Aug-17,8,2017,3
,Zomba 7,80070071,20,492,16.4,1.219512,6.097561,8,25,14-Apr-16,04-Aug-17,8,2017,3
,Zomba 7,80070072,14,400,13.33333,1.05,5.25,7,18,21-Jun-16,26-Jul-17,7,2017,3
,Zomba 7,80070073,24,512,17.06667,1.40625,7.03125,9,28,08-Feb-16,04-Jul-17,7,2017,3
,Zomba 7,80070074,23,461,15.36667,1.496746,7.483731,10,26,06may2016,27-Jul-17,7,2017,3
,Zomba 7,80070075,9.5,254,8.466666,1.122047,5.610237,6,18,21-Sep-16,07-Jun-17,6,2017,3
,Zomba 7,80070076,19,439,14.63333,1.298406,6.492028,7,23,14-Feb-16,28-Apr-17,4,2017,3
,Zomba 7,80070077,24,507,16.9,1.420118,7.100592,8,28,02mar2016,27-Jul-17,7,2017,3
,Zomba 7,80070080,2,291,9.7,0.2061856,1.030928,2,4,29-Feb-16,16dec2016,12,2016,3
,Zomba 7,80070083,3,238,7.933333,0.3781513,1.890756,2,9,17may2016,10-Jan-17,1,2017,3
,Zomba 7,80070086,1,115,3.833333,0.2608696,1.304348,2,3,16-Feb-16,10-Jun-16,6,2016,3
,Zomba 7,80070087,12,336,11.2,1.071429,5.357142,4,14,14-Apr-16,16mar2017,3,2017,3
,Zomba 7,80070088,8,248,8.266666,0.967742,4.83871,4,14,25-Jul-16,30mar2017,3,2017,3
,Zomba 7,80070089,4,182,6.066667,0.6593407,3.296703,2,10,06-Sep-16,07mar2017,3,2017,3
,Zomba 7,80070090,2,399,13.3,0.1503759,0.7518797,2,6,19-Apr-16,23may2017,5,2017,3
,Zomba 7,80070091,14,447,14.9,0.9395974,4.697987,5,18,02mar2016,23may2017,5,2017,3
,Zomba 7,80070092,23,503,16.76667,1.371769,6.858847,7,29,30mar2016,15-Aug-17,8,2017,3
,Zomba 7,80070093,2,230,7.666667,0.2608696,1.304348,3,5,20oct2016,07-Jun-17,6,2017,3
,Zomba 7,80070094,32,505,16.83333,1.90099,9.50495,10,40,29-Feb-16,18-Jul-17,7,2017,3
,Zomba 7,80070095,20,225,7.5,2.666667,13.33333,7,24,29-Feb-16,11oct2016,10,2016,3
,Zomba 7,80070096,28,353,11.76667,2.379603,11.89802,9,34,01mar2016,17-Feb-17,2,2017,3
,Zomba 7,80070097,18,248,8.266666,2.177419,10.8871,5,28,09-Aug-16,18-Apr-17,4,2017,3
,Zomba 7,80070098,6,452,15.06667,0.3982301,1.99115,3,10,04mar2016,30may2017,5,2017,3
,Zomba 7,80070099,15,523,17.43333,0.8604207,4.302104,5,20,10mar2016,15-Aug-17,8,2017,3
,Zomba 7,80070100,4,318,10.6,0.3773585,1.886792,2,8,23-Aug-16,07-Jul-17,7,2017,3
,Zomba 7,80070101,6,104,3.466667,1.730769,8.653846,2,12,25-Jan-17,09may2017,5,2017,3
,Zomba 7,80070103,12,402,13.4,0.8955224,4.477612,6,14,05-Feb-16,13mar2017,3,2017,3
,Zomba 7,80070104,27,549,18.3,1.47541,7.377049,9,29,18-Feb-16,20-Aug-17,8,2017,3
,Zomba 7,80070105,4,50,1.666667,2.4,12,3,8,19-Apr-16,08-Jun-16,6,2016,3
,Zomba 7,80070106,37,503,16.76667,2.206759,11.0338,10,44,02mar2016,18-Jul-17,7,2017,3
,Zomba 7,80070107,13,290,9.666667,1.344828,6.724138,6,20,05mar2016,20dec2016,12,2016,3
,Zomba 7,80070108,8,462,15.4,0.5194805,2.597403,3,12,18-Apr-16,24-Jul-17,7,2017,3
,Zomba 7,80070109,18,478,15.93333,1.129707,5.648536,6,22,16-Feb-16,08-Jun-17,6,2017,3
,Zomba 7,80070110,17,459,15.3,1.111111,5.555555,6,22,19-Feb-16,23may2017,5,2017,3
,Zomba 7,80070111,15,501,16.7,0.8982036,4.491018,7,21,19-Feb-16,04-Jul-17,7,2017,3
,Zomba 7,80070113,2,490,16.33333,0.122449,0.6122448,2,6,22-Feb-16,26-Jun-17,6,2017,3
,Zomba 7,80070114,25,503,16.76667,1.491054,7.455268,7,30,30mar2016,15-Aug-17,8,2017,3
,Zomba 7,80070115,18,341,11.36667,1.583578,7.917889,7,24,02mar2016,06-Feb-17,2,2017,3
,Zomba 7,80070116,32,572,19.06667,1.678322,8.391608,10,40,22-Feb-16,22-Aug-17,8,2017,3
,Zomba 7,80070117,3,105,3.5,0.8571429,4.285714,3,6,02-Feb-16,17may2016,5,2016,3
,Zomba 7,80070118,32,519,17.3,1.849711,9.248555,10,37,01-Feb-16,04-Jul-17,7,2017,3
,Zomba 7,80070119,30,521,17.36667,1.727447,8.637236,10,36,02-Feb-16,07-Jul-17,7,2017,3
,Zomba 7,80070120,42,567,18.9,2.222222,11.11111,11,48,02-Feb-16,22-Aug-17,8,2017,3
,Zomba 7,80070121,12,240,8,1.5,7.5,4,18,12-Jul-16,09mar2017,3,2017,3
,Zomba 7,80070122,14,289,9.633333,1.453287,7.266436,5,19,25oct2016,10-Aug-17,8,2017,3
,Zomba 7,80070123,34,525,17.5,1.942857,9.714286,10,40,02-Feb-16,11-Jul-17,7,2017,3
,Zomba 7,80070124,23,546,18.2,1.263736,6.318681,7,29,16-Feb-16,15-Aug-17,8,2017,3
,Zomba 7,80070125,18,556,18.53333,0.9712231,4.856115,6,22,01-Feb-16,10-Aug-17,8,2017,3
,Zomba 7,80070126,20,494,16.46667,1.214575,6.072874,7,24,11-Apr-16,18-Aug-17,8,2017,3
,Zomba 7,80070127,12,469,15.63333,0.7675906,3.837953,4,16,31mar2016,13-Jul-17,7,2017,3
,Zomba 7,80070128,12,321,10.7,1.121495,5.607477,6,16,12-Feb-16,29dec2016,12,2016,3
,Zomba 7,80070129,4,186,6.2,0.6451613,3.225807,2,8,27-Jun-16,30dec2016,12,2016,3
,Zomba 7,80070130,30,556,18.53333,1.618705,8.093525,9,36,01-Feb-16,10-Aug-17,8,2017,3
,Zomba 7,80070131,11,477,15.9,0.6918239,3.45912,5,16,01-Feb-16,23may2017,5,2017,3
,Zomba 7,80070132,22,459,15.3,1.437909,7.189543,8,35,01-Feb-16,18-Apr-17,4,2017,3
,Zomba 7,80070133,21,493,16.43333,1.277891,6.389453,8,29,01-Feb-16,08-Jun-17,6,2017,3
