id,program,i102_wpt_id,total_chl_used,total_period_day,total_period_30day,avrg_30day_usage,avrg_30day_usage_litres,num_of_Deliveries,Jerrican_delivered,date_of_first_delivery,date_of_last_delivery,month,year,country
,Zomba 7,80070134,39,518,17.26667,2.258687,11.29344,13,43,24-Feb-16,26-Jul-17,7,2017,3
,Zomba 7,80070135,32,511,17.03333,1.878669,9.393347,8,36,01-Feb-16,26-Jun-17,6,2017,3
,Zomba 7,80070136,16,221,7.366667,2.171946,10.85973,6,20,01-Feb-16,09-Sep-16,9,2016,3
,Zomba 7,80070137,22,470,15.66667,1.404255,7.021276,7,28,01-Feb-16,16may2017,5,2017,3
,Zomba 7,80070138,3,280,9.333333,0.3214286,1.607143,3,5,09-Jun-16,16mar2017,3,2017,3
,Zomba 7,80070139,27,520,17.33333,1.557692,7.788462,13,37,16-Feb-16,05-Jul-17,7,2017,3
,Zomba 7,80070140,61,550,18.33333,3.327273,16.63636,16,65,09-Jan-16,12-Jul-17,7,2017,3
,Zomba 7,80070141,3,183,6.1,0.4918033,2.459016,3,8,19-Apr-16,19oct2016,10,2016,3
,Zomba 7,80070142,11,284,9.466666,1.161972,5.80986,5,13,25-Feb-16,05dec2016,12,2016,3
,Zomba 7,80070143,6.25,161,5.366667,1.164596,5.822981,5,12,12-Sep-16,20-Feb-17,2,2017,3
,Zomba 7,80070144,13,205,6.833333,1.902439,9.512195,4,15,14oct2016,07may2017,5,2017,3
,Zomba 7,80070145,22,561,18.7,1.176471,5.882353,7,30,01-Feb-16,15-Aug-17,8,2017,3
,Zomba 7,80070146,27,568,18.93333,1.426056,7.130282,8,32,01-Feb-16,22-Aug-17,8,2017,3
,Zomba 7,80070147,33,532,17.73333,1.860902,9.304511,9,37,07mar2016,21-Aug-17,8,2017,3
,Zomba 7,80070148,28.5,350,11.66667,2.442857,12.21428,13,46,29-Jun-16,26-Jun-17,6,2017,3
,Zomba 7,80070149,18,510,17,1.058824,5.294118,8,19,10mar2016,02-Aug-17,8,2017,3
,Zomba 7,80070150,30,529,17.63333,1.701323,8.506617,10,40,04mar2016,15-Aug-17,8,2017,3
,Zomba 7,80070151,24,283,9.433333,2.54417,12.72085,7,30,19-Apr-16,27-Jan-17,1,2017,3
,Zomba 7,80070152,20,491,16.36667,1.221996,6.10998,7,26,01-Feb-16,06-Jun-17,6,2017,3
,Zomba 7,80070153,31.5,434,14.46667,2.177419,10.8871,12,38,11mar2016,10-Jul-17,7,2017,3
,Zomba 7,80070154,55,541,18.03333,3.049908,15.24954,10,59,23-Feb-16,17-Aug-17,8,2017,3
,Zomba 7,80070155,21,543,18.1,1.160221,5.801105,8,23,22-Feb-16,18-Aug-17,8,2017,3
,Zomba 7,80070156,16,472,15.73333,1.016949,5.084746,7,18,29mar2016,14-Jul-17,7,2017,3
,Zomba 7,80070157,49,542,18.06667,2.712177,13.56089,15,61,12-Feb-16,11-Aug-17,8,2017,3
,Zomba 7,80070158,22,526,17.53333,1.254753,6.273765,7,26,01mar2016,09-Aug-17,8,2017,3
,Zomba 7,80070159,34,398,13.26667,2.562814,12.81407,12,38,29-Jun-16,01-Aug-17,8,2017,3
,Zomba 7,80070160,32,469,15.63333,2.046908,10.23454,8,38,19-Feb-16,02-Jun-17,6,2017,3
,Zomba 7,80070161,33,423,14.1,2.340425,11.70213,9,37,26-Feb-16,24-Apr-17,4,2017,3
,Zomba 7,80070162,16,302,10.06667,1.589404,7.94702,5,18,24oct2016,22-Aug-17,8,2017,3
,Zomba 7,80070163,24,510,17,1.411765,7.058824,9,33,15-Feb-16,14-Jul-17,7,2017,3
,Zomba 7,80070164,30,498,16.6,1.807229,9.036144,9,34,15mar2016,26-Jul-17,7,2017,3
,Zomba 7,80070165,19,467,15.56667,1.220557,6.102784,7,23,12-Feb-16,24may2017,5,2017,3
,Zomba 7,80070166,8,272,9.066667,0.8823529,4.411765,4,10,04oct2016,03-Jul-17,7,2017,3
,Zomba 7,80070167,25,537,17.9,1.396648,6.98324,10,32,08mar2016,22-Aug-17,8,2017,3
,Zomba 7,80070168,16,459,15.3,1.045752,5.228758,6,19,19may2016,21-Aug-17,8,2017,3
,Zomba 7,80070169,8,301,10.03333,0.7973422,3.986711,3,12,23may2016,20mar2017,3,2017,3
,Zomba 7,80070170,14,507,16.9,0.8284024,4.142012,4,18,15mar2016,04-Aug-17,8,2017,3
,Zomba 7,80070171,4,271,9.033334,0.4428044,2.214022,3,8,10-Feb-16,07-Nov-16,11,2016,3
,Zomba 7,80070172,10,322,10.73333,0.931677,4.658385,5,16,24-Jun-16,16may2017,5,2017,3
,Zomba 7,80070173,20,494,16.46667,1.214575,6.072874,6,24,10mar2016,17-Jul-17,7,2017,3
,Zomba 7,80070174,14,507,16.9,0.8284024,4.142012,7,23,20-Jan-16,31may2017,5,2017,3
,Zomba 7,80070175,14,479,15.96667,0.8768268,4.384134,5,16,12-Feb-16,05-Jun-17,6,2017,3
,Zomba 7,80070177,30,406,13.53333,2.216749,11.08374,11,36,26-Feb-16,30-Jun-17,6,2017,3
,Zomba 7,80070178,14,490,16.33333,0.8571428,4.285714,5,18,11mar2016,14-Jul-17,7,2017,3
,Zomba 7,80070179,8,487,16.23333,0.4928131,2.464066,3,10,14mar2016,14-Jul-17,7,2017,3
,Zomba 7,80070180,4,501,16.7,0.239521,1.197605,3,6,22-Feb-16,07-Jul-17,7,2017,3
,Zomba 7,80070181,8,466,15.53333,0.5150214,2.575107,5,10,22-Feb-16,02-Jun-17,6,2017,3
,Zomba 7,80070182,14,406,13.53333,1.034483,5.172414,4,20,29mar2016,09may2017,5,2017,3
,Zomba 7,80070183,18,452,15.06667,1.19469,5.973451,6,20,19may2016,14-Aug-17,8,2017,3
,Zomba 7,80070184,20,390,13,1.538462,7.692308,6,24,18may2016,12-Jun-17,6,2017,3
,Zomba 7,80070185,16,373,12.43333,1.286863,6.434316,6,22,06-Jun-16,24may2017,5,2017,3
,Zomba 7,80070186,10,273,9.1,1.098901,5.494505,5,12,14mar2016,12dec2016,12,2016,3
,Zomba 7,80070188,13,456,15.2,0.8552632,4.276316,5,19,09-Feb-16,10may2017,5,2017,3
,Zomba 7,80070189,6,378,12.6,0.4761904,2.380952,4,14,01mar2016,10mar2017,3,2017,3
,Zomba 7,80070190,32,536,17.86667,1.791045,8.955223,10,36,29-Feb-16,18-Aug-17,8,2017,3
,Zomba 7,80070191,26,492,16.4,1.585366,7.926829,9,28,21mar2016,26-Jul-17,7,2017,3
,Zomba 7,80070192,22,553,18.43333,1.19349,5.967451,12,24,12-Feb-16,18-Aug-17,8,2017,3
,Zomba 7,80070193,40,365,12.16667,3.287671,16.43835,14,48,17-Jun-16,01-Jun-17,6,2017,3
,Zomba 7,80070194,18,531,17.7,1.016949,5.084745,5,24,02mar2016,15-Aug-17,8,2017,3
,Zomba 7,80070195,24,558,18.6,1.290323,6.451612,9,30,15-Feb-16,23-Aug-17,8,2017,3
,Zomba 7,80070196,14,452,15.06667,0.9292036,4.646018,6,15,08mar2016,03-Jun-17,6,2017,3
,Zomba 7,80070197,14,457,15.23333,0.9190372,4.595186,5,18,01mar2016,01-Jun-17,6,2017,3
,Zomba 7,80070198,14,336,11.2,1.25,6.25,6,20,29-Aug-16,31-Jul-17,7,2017,3
,Zomba 7,80070199,32,528,17.6,1.818182,9.090909,9,36,07mar2016,17-Aug-17,8,2017,3
,Zomba 7,80070201,24,482,16.06667,1.493776,7.468879,8,28,09-Feb-16,05-Jun-17,6,2017,3
,Zomba 7,80070202,10,456,15.2,0.6578947,3.289474,4,16,22-Feb-16,23may2017,5,2017,3
,Zomba 7,80070203,24,539,17.96667,1.335807,6.679035,7,28,23-Feb-16,15-Aug-17,8,2017,3
,Zomba 7,80070204,16,439,14.63333,1.093394,5.46697,8,22,10-Feb-16,24-Apr-17,4,2017,3
,Zomba 7,80070205,16,355,11.83333,1.352113,6.760564,7,20,16mar2016,06mar2017,3,2017,3
,Zomba 7,80070206,20,536,17.86667,1.119403,5.597015,8,24,08-Feb-16,28-Jul-17,7,2017,3
,Zomba 7,80070207,36,518,17.26667,2.084942,10.42471,12,40,14mar2016,14-Aug-17,8,2017,3
,Zomba 7,80070208,23,524,17.46667,1.316794,6.583969,8,27,12-Feb-16,20-Jul-17,7,2017,3
,Zomba 7,80070209,12,420,14,0.8571429,4.285714,6,16,04-Apr-16,29may2017,5,2017,3
,Zomba 7,80070210,16,399,13.3,1.203007,6.015038,8,20,22-Feb-16,27mar2017,3,2017,3
,Zomba 7,80070211,50,494,16.46667,3.036437,15.18219,18,53,08-Feb-16,24-Jul-17,7,2017,3
,Zomba 7,80070212,28,504,16.8,1.666667,8.333334,10,32,15-Feb-16,03-Jul-17,7,2017,3
,Zomba 7,80070213,12,390,13,0.9230769,4.615385,5,16,13-Apr-16,08may2017,5,2017,3
,Zomba 7,80070214,30,513,17.1,1.754386,8.77193,11,36,14mar2016,14-Aug-17,8,2017,3
,Zomba 7,80070215,18,399,13.3,1.353383,6.766917,6,22,18-Apr-16,22may2017,5,2017,3
,Zomba 7,80070216,6,479,15.96667,0.3757829,1.878914,3,10,18-Apr-16,10-Aug-17,8,2017,3
,Zomba 7,80070217,20,461,15.36667,1.301518,6.507592,7,24,08mar2016,12-Jun-17,6,2017,3
,Zomba 7,80070218,14,546,18.2,0.7692307,3.846154,6,18,18-Feb-16,17-Aug-17,8,2017,3
,Zomba 7,80070219,10,378,12.6,0.7936507,3.968254,4,14,27-Jun-16,10-Jul-17,7,2017,3
,Zomba 7,80070221,12,451,15.03333,0.7982261,3.991131,5,16,18mar2016,12-Jun-17,6,2017,3
,Zomba 7,80070222,24,426,14.2,1.690141,8.450705,10,28,09-Feb-16,10-Apr-17,4,2017,3
,Zomba 7,80070223,4,180,6,0.6666667,3.333333,3,8,18mar2016,14-Sep-16,9,2016,3
,Zomba 7,80070224,23,525,17.5,1.314286,6.571429,8,27,14mar2016,21-Aug-17,8,2017,3
,Zomba 7,80070225,4,48,1.6,2.5,12.5,2,8,02may2017,19-Jun-17,6,2017,3
,Zomba 7,80070226,18,511,17.03333,1.056751,5.283757,6,22,07mar2016,31-Jul-17,7,2017,3
,Zomba 7,80070227,28,478,15.93333,1.757322,8.786611,11,32,09mar2016,30-Jun-17,6,2017,3
,Zomba 7,80070228,18,421,14.03333,1.28266,6.413301,7,22,07mar2016,02may2017,5,2017,3
,Zomba 7,80070229,12,420,14,0.8571429,4.285714,6,16,08-Feb-16,03-Apr-17,4,2017,3
,Zomba 7,80070230,42,460,15.33333,2.73913,13.69565,15,46,16mar2016,19-Jun-17,6,2017,3
,Zomba 7,80070231,12,377,12.56667,0.9549072,4.774536,5,16,22mar2016,03-Apr-17,4,2017,3
,Zomba 7,80070232,12,518,17.26667,0.6949807,3.474903,6,16,07mar2016,07-Aug-17,8,2017,3
,Zomba 7,80070233,30,515,17.16667,1.747573,8.737864,12,34,17-Feb-16,16-Jul-17,7,2017,3
,Zomba 7,80070234,10,385,12.83333,0.7792208,3.896104,5,14,29-Feb-16,20mar2017,3,2017,3
,Zomba 7,80070235,4,238,7.933333,0.5042017,2.521008,3,8,07mar2016,31oct2016,10,2016,3
,Zomba 7,80070236,48,543,18.1,2.651934,13.25967,18,56,07mar2016,04-Aug-17,8,2017,3
,Zomba 7,80070237,38,560,18.66667,2.035714,10.17857,13,42,08-Feb-16,21-Aug-17,8,2017,3
,Zomba 7,80070238,34,483,16.1,2.111801,10.55901,11,38,04-Apr-16,31-Jul-17,7,2017,3
,Zomba 7,80070239,26,518,17.26667,1.505792,7.528958,10,30,08-Feb-16,10-Jul-17,7,2017,3
,Zomba 7,80070240,58,574,19.13333,3.031359,15.15679,23,74,14mar2016,31-Jul-17,7,2017,3
,Zomba 7,80070241,32,476,15.86667,2.016807,10.08403,12,34,08-Feb-16,29may2017,5,2017,3
,Zomba 7,80070242,22,420,14,1.571429,7.857142,9,26,15-Feb-16,10-Apr-17,4,2017,3
,Zomba 7,80070243,32,413,13.76667,2.324455,11.62228,12,38,07mar2016,17-Apr-17,4,2017,3
,Zomba 7,80070244,54,560,18.66667,2.892857,14.46429,19,60,29-Feb-16,14-Aug-17,8,2017,3
,Zomba 7,80070245,30,427,14.23333,2.107728,10.53864,10,34,02may2016,03-Jul-17,7,2017,3
,Zomba 7,80070246,32,445,14.83333,2.157303,10.78652,12,36,29-Feb-16,19may2017,5,2017,3
,Zomba 7,80070247,4,420,14,0.2857143,1.428571,3,8,21mar2016,15may2017,5,2017,3
,Zomba 7,80070248,20,364,12.13333,1.648352,8.241758,7,24,13-Jun-16,12-Jun-17,6,2017,3
,Zomba 7,80070249,55,526,17.53333,3.136882,15.68441,20,61,22-Feb-16,31-Jul-17,7,2017,3
,Zomba 7,80070250,52,518,17.26667,3.011583,15.05792,19,56,07mar2016,07-Aug-17,8,2017,3
,Zomba 7,80070251,30,464,15.46667,1.939655,9.698276,11,34,15-Feb-16,24may2017,5,2017,3
,Zomba 7,80070252,30,559,18.63333,1.610018,8.05009,13,38,22-Feb-16,14-Aug-17,8,2017,3
,Zomba 7,80070253,16,448,14.93333,1.071429,5.357142,7,20,15-Feb-16,08may2017,5,2017,3
,Zomba 7,80070254,16,493,16.43333,0.9736309,4.868155,7,22,04-Apr-16,11-Aug-17,8,2017,3
,Zomba 7,80070255,10,347,11.56667,0.8645533,4.322767,4,14,04-Apr-16,17mar2017,3,2017,3
,Zomba 7,80070256,14,380,12.66667,1.105263,5.526316,6,18,04-Apr-16,19-Apr-17,4,2017,3
,Zomba 7,80070257,13,484,16.13333,0.8057851,4.028925,6,20,04-Apr-16,01-Aug-17,8,2017,3
,Zomba 7,80070258,20,462,15.4,1.298701,6.493506,7,24,15-Apr-16,21-Jul-17,7,2017,3
,Zomba 7,80070259,18,431,14.36667,1.2529,6.264501,6,22,17mar2016,22may2017,5,2017,3
,Zomba 7,80070260,23,395,13.16667,1.746835,8.734177,8,27,20may2016,19-Jun-17,6,2017,3
,Zomba 7,80070261,10,427,14.23333,0.7025761,3.512881,5,14,11-Apr-16,12-Jun-17,6,2017,3
,Zomba 7,80070262,18,491,16.36667,1.099796,5.498981,8,22,15-Feb-16,20-Jun-17,6,2017,3
,Zomba 7,80070263,24,477,15.9,1.509434,7.54717,10,28,10-Feb-16,01-Jun-17,6,2017,3
,Zomba 7,80070264,59,557,18.56667,3.177738,15.88869,22,69,11mar2016,27-Jul-17,7,2017,3
,Zomba 7,80070265,20,497,16.56667,1.207243,6.036217,8,24,29-Feb-16,10-Jul-17,7,2017,3
,Zomba 7,80070266,18,507,16.9,1.065089,5.325444,7,22,11-Apr-16,31-Aug-17,8,2017,3
,Zomba 7,80070267,16,441,14.7,1.088435,5.442177,7,20,22-Feb-16,08may2017,5,2017,3
,Zomba 7,80070268,28,515,17.16667,1.631068,8.15534,10,32,18-Feb-16,17-Jul-17,7,2017,3
,Zomba 7,80070269,40,554,18.46667,2.166065,10.83033,15,48,11-Feb-16,31-Jul-17,7,2017,3
,Zomba 7,80070270,20,469,15.63333,1.279318,6.396589,8,24,08-Feb-16,22may2017,5,2017,3
,Zomba 7,80070271,28,433,14.43333,1.939954,9.699769,11,32,09mar2016,16may2017,5,2017,3
,Zomba 7,80070272,38,479,15.96667,2.379958,11.89979,14,42,19-Feb-16,12-Jun-17,6,2017,3
,Zomba 7,80070273,24,459,15.3,1.568627,7.843137,9,28,25-Feb-16,29may2017,5,2017,3
,Zomba 7,80070274,28,512,17.06667,1.640625,8.203124,12,36,14mar2016,18-Jul-17,7,2017,3
,Zomba 7,80070275,10,371,12.36667,0.8086253,4.043127,4,14,14mar2016,20mar2017,3,2017,3
,Zomba 7,80070276,47,427,14.23333,3.302108,16.51054,15,51,30may2016,31-Jul-17,7,2017,3
,Zomba 7,80070277,22,483,16.1,1.36646,6.832298,9,26,29-Feb-16,26-Jun-17,6,2017,3
,Zomba 7,80070278,22,420,14,1.571429,7.857142,9,26,14mar2016,08may2017,5,2017,3
,Zomba 7,80070279,41,539,17.96667,2.282004,11.41002,15,46,08-Feb-16,31-Jul-17,7,2017,3
,Zomba 7,80070280,32,489,16.3,1.96319,9.815951,12,36,16-Feb-16,19-Jun-17,6,2017,3
,Zomba 7,80070281,24,546,18.2,1.318681,6.593406,9,28,22-Feb-16,21-Aug-17,8,2017,3
,Zomba 7,80070282,18,350,11.66667,1.542857,7.714285,7,22,07mar2016,20-Feb-17,2,2017,3
,Zomba 7,80070283,10,447,14.9,0.671141,3.355705,6,16,01mar2016,28-Apr-17,4,2017,3
,Zomba 7,80070284,12,385,12.83333,0.935065,4.675325,6,18,22-Feb-16,13mar2017,3,2017,3
,Zomba 7,80070285,22,499,16.63333,1.322645,6.613226,10,30,18-Feb-16,19-Jun-17,6,2017,3
,Zomba 7,80070286,2,212,7.066667,0.2830189,1.415094,2,6,21may2016,19dec2016,12,2016,3
,Zomba 7,80070287,18,385,12.83333,1.402597,7.012987,8,21,11-Jul-16,31-Jul-17,7,2017,3
,Zomba 7,80070288,6,264,8.8,0.6818182,3.409091,3,10,21-Apr-16,10-Jan-17,1,2017,3
,Zomba 7,80070289,10,443,14.76667,0.6772009,3.386004,6,14,23may2016,09-Aug-17,8,2017,3
,Zomba 7,80070290,6,427,14.23333,0.4215457,2.107728,4,8,12-Feb-16,14-Apr-17,4,2017,3
,Zomba 7,80070291,6,218,7.266667,0.8256881,4.12844,5,12,23-Feb-16,22may2017,5,2017,3
,Zomba 7,80070292,8,380,12.66667,0.6315789,3.157895,5,12,24may2016,08-Jun-17,6,2017,3
,Zomba 7,80070293,6,433,14.43333,0.4157044,2.078522,4,10,02-Jun-16,09-Aug-17,8,2017,3
,Zomba 7,80070294,6,505,16.83333,0.3564356,1.782178,4,8,13-Apr-16,31-Aug-17,8,2017,3
,Zomba 7,80070295,2,459,15.3,0.1307189,0.6535947,2,6,12-Feb-16,16may2017,5,2017,3
,Zomba 7,80070296,32,533,17.76667,1.801126,9.005629,12,34,15-Feb-16,01-Aug-17,8,2017,3
,Zomba 7,80070297,20,550,18.33333,1.090909,5.454545,11,26,18-Feb-16,07-Aug-17,8,2017,3
,Zomba 7,80070298,39,469,15.63333,2.494669,12.47335,13,43,10mar2016,22-Jun-17,6,2017,3
,Zomba 7,80070299,20,553,18.43333,1.084991,5.424955,8,22,11-Feb-16,17-Aug-17,8,2017,3
,Zomba 7,80070301,19,537,17.9,1.061453,5.307262,10,21,17-Feb-16,07-Aug-17,8,2017,3
,Zomba 7,80070302,2,285,9.5,0.2105263,1.052632,2,4,13-Feb-16,24-Nov-16,11,2016,3
,Zomba 7,80070304,8,381,12.7,0.6299213,3.149606,4,12,20may2016,05-Jun-17,6,2017,3
,Zomba 7,80070305,23,542,18.06667,1.273063,6.365314,11,27,22-Feb-16,17-Aug-17,8,2017,3
,Zomba 7,80070306,2,351,11.7,0.1709402,0.8547009,2,4,16-Aug-16,02-Aug-17,8,2017,3
,Zomba 7,80070307,14,543,18.1,0.7734807,3.867403,7,16,15-Feb-16,11-Aug-17,8,2017,3
,Zomba 7,80070308,18,483,16.1,1.118012,5.590062,7,20,25-Feb-16,22-Jun-17,6,2017,3
,Zomba 7,80070309,6,258,8.6,0.6976744,3.488372,3,10,06-Sep-16,22may2017,5,2017,3
,Zomba 7,80070310,8,392,13.06667,0.6122449,3.061224,5,14,26may2016,23-Jun-17,6,2017,3
,Zomba 7,80070311,2,358,11.93333,0.1675978,0.8379889,2,6,01-Jun-16,25may2017,5,2017,3
,Zomba 7,80070312,14,371,12.36667,1.132075,5.660377,7,18,17-Jun-16,23-Jun-17,6,2017,3
,Zomba 7,80070313,6,273,9.1,0.6593406,3.296703,3,8,25-Apr-16,23-Jan-17,1,2017,3
,Zomba 7,80070314,4,483,16.1,0.2484472,1.242236,4,10,05-Apr-16,15-Jul-17,7,2017,3
,Zomba 7,80070317,12,373,12.43333,0.9651474,4.825737,8,19,01mar2016,09mar2017,3,2017,3
,Zomba 7,80070318,6,380,12.66667,0.4736842,2.368421,3,8,10-Feb-16,24-Feb-17,2,2017,3
,Zomba 7,80070319,14,445,14.83333,0.9438202,4.719101,6,19,24mar2016,12-Jun-17,6,2017,3
,Zomba 7,80070320,8,503,16.76667,0.4771372,2.385686,4,10,15mar2016,31-Jul-17,7,2017,3
,Zomba 7,80070321,30,500,16.66667,1.8,9,9,34,07mar2016,20-Jul-17,7,2017,3
,Zomba 7,80070322,24,552,18.4,1.304348,6.521739,8,30,19-Feb-16,24-Aug-17,8,2017,3
,Zomba 7,80070323,16,368,12.26667,1.304348,6.521739,8,20,07mar2016,10mar2017,3,2017,3
,Zomba 7,80070324,4,327,10.9,0.3669725,1.834862,3,8,05may2016,28mar2017,3,2017,3
,Zomba 7,80070325,7,264,8.8,0.7954545,3.977273,3,9,24-Apr-16,13-Jan-17,1,2017,3
,Zomba 7,80070326,7,432,14.4,0.4861111,2.430556,4,9,18-Feb-16,25-Apr-17,4,2017,3
,Zomba 7,80070327,2,95,3.166667,0.6315789,3.157895,2,4,28-Apr-16,01-Aug-16,8,2016,3
,Zomba 7,80070328,2,169,5.633333,0.3550296,1.775148,2,4,01-Sep-16,17-Feb-17,2,2017,3
,Zomba 7,80070329,8,558,18.6,0.4301075,2.150537,5,11,10-Feb-16,21-Aug-17,8,2017,3
,Zomba 7,80070330,18,406,13.53333,1.330049,6.650247,7,24,09mar2016,19-Apr-17,4,2017,3
,Zomba 7,80070331,4,497,16.56667,0.2414487,1.207243,4,14,28-Sep-15,09-Feb-17,2,2017,3
,Zomba 7,80070332,12,323,10.76667,1.114551,5.572755,6,14,14-Jul-16,02-Jun-17,6,2017,3
,Zomba 7,80070333,10,226,7.533333,1.327434,6.637168,4,12,09may2016,21dec2016,12,2016,3
,Zomba 7,80070334,8,420,14,0.5714286,2.857143,4,10,06-Jun-16,31-Jul-17,7,2017,3
,Zomba 7,80070335,10,390,13,0.7692308,3.846154,5,12,08-Jun-16,03-Jul-17,7,2017,3
,Zomba 7,80070336,12,368,12.26667,0.9782609,4.891304,7,14,07may2016,10may2017,5,2017,3
,Zomba 7,80070338,6,455,15.16667,0.3956044,1.978022,4,8,18may2016,16-Aug-17,8,2017,3
,Zomba 7,80070339,4,368,12.26667,0.326087,1.630435,3,8,21-Apr-16,24-Apr-17,4,2017,3
,Zomba 7,80070340,22,518,17.26667,1.274131,6.370656,9,26,15-Feb-16,17-Jul-17,7,2017,3
,Zomba 7,80070341,12,449,14.96667,0.8017818,4.008909,5,14,10mar2016,02-Jun-17,6,2017,3
,Zomba 7,80070342,7,395,13.16667,0.5316455,2.658228,4,9,18-Apr-16,18may2017,5,2017,3
,Zomba 7,80070345,12,456,15.2,0.7894737,3.947369,6,14,03-Feb-16,04may2017,5,2017,3
,Zomba 7,80070350,13,445,14.83333,0.8764045,4.382023,6,15,21-Apr-16,10-Jul-17,7,2017,3
,Zomba 7,80070351,15,346,11.53333,1.300578,6.50289,7,19,27may2016,08may2017,5,2017,3
,Zomba 7,80070352,9,239,7.966667,1.129707,5.648536,5,13,18mar2016,12-Nov-16,11,2016,3
,Zomba 7,80070353,7,300,10,0.7,3.5,4,11,21-Apr-16,15-Feb-17,2,2017,3
,Zomba 7,80070355,22,508,16.93333,1.299213,6.496063,8,30,23-Feb-16,21-Jul-17,7,2017,3
,Zomba 7,80070356,6,394,13.13333,0.4568528,2.284264,3,10,18-Apr-16,17may2017,5,2017,3
,Zomba 7,80070357,18,382,12.73333,1.413612,7.068062,7,22,26-Feb-16,14mar2017,3,2017,3
,Zomba 7,80070358,6,468,15.6,0.3846154,1.923077,3,8,29mar2016,10-Jul-17,7,2017,3
,Zomba 7,80070360,12,359,11.96667,1.002786,5.013928,5,14,11-Jul-16,05-Jul-17,7,2017,3
,Zomba 7,80070361,6,394,13.13333,0.4568528,2.284264,3,10,07-Apr-16,06may2017,5,2017,3
,Zomba 7,80070362,4,347,11.56667,0.3458213,1.729107,3,6,04-Jun-16,17may2017,5,2017,3
,Zomba 7,80070363,4,464,15.46667,0.2586207,1.293104,3,6,20may2016,27-Aug-17,8,2017,3
,Zomba 7,80070364,12,511,17.03333,0.704501,3.522505,7,14,07mar2016,31-Jul-17,7,2017,3
,Zomba 7,80070365,8,440,14.66667,0.5454546,2.727273,3,10,26may2016,09-Aug-17,8,2017,3
,Zomba 7,80070366,12,470,15.66667,0.7659574,3.829787,6,16,10-Feb-16,25may2017,5,2017,3
,Zomba 7,80070367,20,476,15.86667,1.260504,6.302521,8,24,11-Apr-16,31-Jul-17,7,2017,3
,Zomba 7,80070368,4,50,1.666667,2.4,12,2,6,05oct2016,24-Nov-16,11,2016,3
,Zomba 7,80070369,4,392,13.06667,0.3061225,1.530612,3,6,21-Apr-16,18may2017,5,2017,3
,Zomba 7,80070370,14,504,16.8,0.8333334,4.166667,8,16,23-Feb-16,11-Jul-17,7,2017,3
,Zomba 7,80070371,14,545,18.16667,0.7706422,3.853211,8,16,26-Feb-16,24-Aug-17,8,2017,3
,Zomba 7,80070372,6,298,9.933333,0.6040269,3.020134,4,11,26-Jun-16,20-Apr-17,4,2017,3
,Zomba 7,80070373,8,137,4.566667,1.751825,8.759125,4,10,16-Feb-17,03-Jul-17,7,2017,3
,Zomba 7,80070374,11,541,18.03333,0.6099815,3.049908,7,14,15-Feb-16,09-Aug-17,8,2017,3
,Zomba 7,80070375,16,324,10.8,1.481481,7.407407,6,20,17-Sep-16,07-Aug-17,8,2017,3
,Zomba 7,80070376,8,441,14.7,0.5442177,2.721088,4,10,04-Apr-16,19-Jun-17,6,2017,3
,Zomba 7,80070377,24,530,17.66667,1.358491,6.792453,14,30,10-Feb-16,03-Jul-17,7,2017,3
,Zomba 7,80070378,19,528,17.6,1.079545,5.397727,11,21,22-Feb-16,03-Aug-17,8,2017,3
,Zomba 7,80070379,10,290,9.666667,1.034483,5.172414,6,12,19-Apr-16,03-Feb-17,2,2017,3
,Zomba 7,80070380,18,453,15.1,1.192053,5.960265,9,24,04may2016,31-Jul-17,7,2017,3
,Zomba 7,80070381,10,455,15.16667,0.6593406,3.296703,6,12,29mar2016,27-Jun-17,6,2017,3
,Zomba 7,80070382,8,257,8.566667,0.9338521,4.669261,4,14,18-Feb-16,01-Nov-16,11,2016,3
,Zomba 7,80070383,14,484,16.13333,0.8677686,4.338843,6,18,18-Feb-16,16-Jun-17,6,2017,3
,Zomba 7,80070384,15,424,14.13333,1.061321,5.306604,5,19,26may2016,24-Jul-17,7,2017,3
,Zomba 7,80070385,18,446,14.86667,1.210762,6.053811,6,20,25-Apr-16,15-Jul-17,7,2017,3
,Zomba 7,80070386,6,358,11.93333,0.5027933,2.513967,4,8,23-Feb-16,15-Feb-17,2,2017,3
,Zomba 7,80070387,11,469,15.63333,0.7036247,3.518124,5,15,31mar2016,13-Jul-17,7,2017,3
,Zomba 7,80070388,24,504,16.8,1.428571,7.142858,9,26,04-Jan-16,22may2017,5,2017,3
,Zomba 7,80070389,6,357,11.9,0.5042017,2.521008,5,12,22-Feb-16,23-Jan-17,1,2017,3
,Zomba 7,80070390,10,385,12.83333,0.7792208,3.896104,5,13,31mar2016,20-Apr-17,4,2017,3
,Zomba 7,80070392,22,536,17.86667,1.231343,6.156716,11,26,04mar2016,22-Aug-17,8,2017,3
,Zomba 7,80070393,12,384,12.8,0.9375,4.6875,6,14,03mar2016,22mar2017,3,2017,3
,Zomba 7,80070394,12,420,14,0.8571429,4.285714,5,16,27-Jun-16,21-Aug-17,8,2017,3
,Zomba 7,80070395,23,525,17.5,1.314286,6.571429,7,26,14mar2016,21-Aug-17,8,2017,3
,Zomba 7,80070396,6,240,8,0.75,3.75,2,8,21-Sep-16,19may2017,5,2017,3
,Zomba 7,80070397,6,310,10.33333,0.5806452,2.903226,3,10,07mar2016,11-Jan-17,1,2017,3
