id,program,cem301_attendees_total,cem009_country,month,year,country
,One Acre Fund,22,1,6,2013,1
,One Acre Fund,22,1,6,2013,1
,One Acre Fund,25,1,6,2013,1
,One Acre Fund,25,1,6,2013,1
,One Acre Fund,24,1,6,2013,1
,One Acre Fund,29,1,6,2013,1
,One Acre Fund,24,1,6,2013,1
,One Acre Fund,17,1,7,2013,1
,One Acre Fund,27,1,6,2013,1
,One Acre Fund,24,1,6,2013,1
,One Acre Fund,19,1,6,2013,1
,One Acre Fund,25,1,6,2013,1
,One Acre Fund,21,1,7,2013,1
,One Acre Fund,32,1,7,2013,1
,One Acre Fund,30,1,7,2013,1
,One Acre Fund,35,1,7,2013,1
,One Acre Fund,27,1,7,2013,1
,One Acre Fund,16,1,7,2013,1
,One Acre Fund,28,1,7,2013,1
,One Acre Fund,37,1,5,2013,1
,One Acre Fund,26,1,5,2013,1
,One Acre Fund,30,1,5,2013,1
,One Acre Fund,24,1,6,2013,1
,One Acre Fund,25,1,5,2013,1
,One Acre Fund,28,1,5,2013,1
,One Acre Fund,30,1,5,2013,1
,One Acre Fund,11,1,6,2013,1
,One Acre Fund,18,1,5,2013,1
,One Acre Fund,24,1,6,2013,1
,One Acre Fund,24,1,5,2013,1
,One Acre Fund,28,1,5,2013,1
,One Acre Fund,28,1,6,2013,1
,One Acre Fund,28,1,6,2013,1
,One Acre Fund,16,1,7,2013,1
,One Acre Fund,21,1,6,2013,1
,One Acre Fund,15,1,5,2013,1
,One Acre Fund,20,1,6,2013,1
,One Acre Fund,20,1,6,2013,1
,One Acre Fund,32,1,7,2013,1
,One Acre Fund,21,1,6,2013,1
,One Acre Fund,26,1,5,2013,1
,One Acre Fund,22,1,8,2013,1
,One Acre Fund,27,1,5,2013,1
,One Acre Fund,18,1,6,2013,1
,One Acre Fund,15,1,6,2013,1
,One Acre Fund,19,1,6,2013,1
,One Acre Fund,23,1,6,2013,1
,One Acre Fund,16,1,7,2013,1
,One Acre Fund,33,1,7,2013,1
,One Acre Fund,45,1,7,2013,1
,One Acre Fund,18,1,6,2013,1
,One Acre Fund,27,1,6,2013,1
,One Acre Fund,24,1,6,2013,1
,One Acre Fund,22,1,8,2013,1
,One Acre Fund,34,1,7,2013,1
,One Acre Fund,24,1,7,2013,1
,One Acre Fund,36,1,6,2013,1
,One Acre Fund,35,1,7,2013,1
,One Acre Fund,25,1,7,2013,1
,One Acre Fund,29,1,7,2013,1
,One Acre Fund,22,1,7,2013,1
,One Acre Fund,23,1,6,2013,1
,One Acre Fund,21,1,6,2013,1
,One Acre Fund,29,1,7,2013,1
,One Acre Fund,25,1,6,2013,1
,One Acre Fund,21,1,6,2013,1
,One Acre Fund,29,1,6,2013,1
,One Acre Fund,45,1,6,2013,1
,One Acre Fund,20,1,7,2013,1
,One Acre Fund,21,1,7,2013,1
,One Acre Fund,24,1,7,2013,1
,One Acre Fund,42,1,7,2013,1
,One Acre Fund,12,1,6,2013,1
,One Acre Fund,18,1,6,2013,1
,One Acre Fund,19,1,6,2013,1
,One Acre Fund,15,1,9,2013,1
,One Acre Fund,22,1,6,2013,1
,One Acre Fund,23,1,5,2013,1
,One Acre Fund,22,1,5,2013,1
,One Acre Fund,25,1,6,2013,1
,One Acre Fund,20,1,5,2013,1
,One Acre Fund,38,1,7,2013,1
,One Acre Fund,19,1,7,2013,1
,One Acre Fund,29,1,7,2013,1
,One Acre Fund,30,1,7,2013,1
,One Acre Fund,27,1,7,2013,1
,One Acre Fund,27,1,7,2013,1
,One Acre Fund,25,1,7,2013,1
,One Acre Fund,21,1,7,2013,1
,One Acre Fund,36,1,7,2013,1
,One Acre Fund,28,1,7,2013,1
,One Acre Fund,27,1,7,2013,1
,One Acre Fund,49,1,7,2013,1
,One Acre Fund,29,1,7,2013,1
,One Acre Fund,19,1,7,2013,1
,One Acre Fund,19,1,6,2013,1
,One Acre Fund,26,1,6,2013,1
,One Acre Fund,20,1,6,2013,1
,One Acre Fund,20,1,6,2013,1
,One Acre Fund,18,1,6,2013,1
,One Acre Fund,16,1,6,2013,1
,One Acre Fund,20,1,5,2013,1
,One Acre Fund,17,1,6,2013,1
,One Acre Fund,18,1,6,2013,1
,One Acre Fund,22,1,6,2013,1
,One Acre Fund,27,1,5,2013,1
,One Acre Fund,23,1,6,2013,1
,One Acre Fund,16,1,6,2013,1
,One Acre Fund,21,1,6,2013,1
,One Acre Fund,34,1,6,2013,1
,One Acre Fund,31,1,7,2013,1
,One Acre Fund,28,1,7,2013,1
,One Acre Fund,21,1,6,2013,1
,One Acre Fund,15,1,6,2013,1
,One Acre Fund,22,1,6,2013,1
,One Acre Fund,14,1,6,2013,1
,One Acre Fund,21,1,6,2013,1
,One Acre Fund,23,1,6,2013,1
,One Acre Fund,21,1,6,2013,1
,One Acre Fund,16,1,6,2013,1
,One Acre Fund,42,1,6,2013,1
,One Acre Fund,15,1,7,2013,1
,One Acre Fund,32,1,6,2013,1
,One Acre Fund,23,1,6,2013,1
,One Acre Fund,17,1,6,2013,1
,One Acre Fund,26,1,6,2013,1
,One Acre Fund,23,1,7,2013,1
,One Acre Fund,30,1,7,2013,1
,One Acre Fund,31,1,7,2013,1
,One Acre Fund,20,1,7,2013,1
,One Acre Fund,27,1,7,2013,1
,One Acre Fund,19,1,7,2013,1
,One Acre Fund,21,1,6,2013,1
,One Acre Fund,17,1,6,2013,1
,One Acre Fund,23,1,5,2013,1
,One Acre Fund,26,1,6,2013,1
,One Acre Fund,19,1,7,2013,1
,One Acre Fund,19,1,7,2013,1
,One Acre Fund,19,1,6,2013,1
,One Acre Fund,18,1,6,2013,1
,One Acre Fund,16,1,6,2013,1
,One Acre Fund,19,1,6,2013,1
,One Acre Fund,28,1,6,2013,1
,One Acre Fund,25,1,6,2013,1
,One Acre Fund,24,1,6,2013,1
,One Acre Fund,25,1,6,2013,1
,One Acre Fund,33,1,7,2013,1
,One Acre Fund,19,1,5,2013,1
,One Acre Fund,18,1,5,2013,1
,One Acre Fund,19,1,5,2013,1
,One Acre Fund,22,1,5,2013,1
,One Acre Fund,20,1,6,2013,1
,One Acre Fund,38,1,7,2013,1
,One Acre Fund,17,1,6,2013,1
,One Acre Fund,31,1,7,2013,1
,One Acre Fund,27,1,6,2013,1
,One Acre Fund,21,1,6,2013,1
,One Acre Fund,18,1,6,2013,1
,One Acre Fund,24,1,7,2013,1
,One Acre Fund,27,1,7,2013,1
,One Acre Fund,29,1,6,2013,1
,One Acre Fund,36,1,7,2013,1
,One Acre Fund,30,1,6,2013,1
,One Acre Fund,21,1,6,2013,1
,One Acre Fund,33,1,6,2013,1
,One Acre Fund,27,1,6,2013,1
,One Acre Fund,23,1,6,2013,1
,One Acre Fund,13,1,6,2013,1
,One Acre Fund,38,1,6,2013,1
,One Acre Fund,23,1,6,2013,1
,One Acre Fund,33,1,7,2013,1
,One Acre Fund,17,1,6,2013,1
,One Acre Fund,17,1,7,2013,1
,One Acre Fund,28,1,7,2013,1
,One Acre Fund,18,1,7,2013,1
,One Acre Fund,25,1,7,2013,1
,One Acre Fund,25,1,6,2013,1
,One Acre Fund,21,1,7,2013,1
,One Acre Fund,21,1,7,2013,1
,One Acre Fund,27,1,5,2013,1
,One Acre Fund,23,1,5,2013,1
,One Acre Fund,18,1,5,2013,1
,One Acre Fund,31,1,7,2013,1
,One Acre Fund,28,1,7,2013,1
,One Acre Fund,20,1,7,2013,1
,One Acre Fund,16,1,6,2013,1
,One Acre Fund,15,1,5,2013,1
,One Acre Fund,49,1,7,2013,1
,One Acre Fund,49,1,7,2013,1
,One Acre Fund,21,1,5,2013,1
,One Acre Fund,22,1,5,2013,1
,One Acre Fund,29,1,6,2013,1
,One Acre Fund,21,1,6,2013,1
,One Acre Fund,26,1,7,2013,1
,One Acre Fund,19,1,7,2013,1
,One Acre Fund,15,1,6,2013,1
,One Acre Fund,22,1,6,2013,1
,One Acre Fund,21,1,6,2013,1
,One Acre Fund,24,1,5,2013,1
,One Acre Fund,21,1,9,2013,1
,One Acre Fund,19,1,9,2013,1
,One Acre Fund,24,1,9,2013,1
,One Acre Fund,23,1,7,2013,1
,One Acre Fund,25,1,7,2013,1
,One Acre Fund,20,1,7,2013,1
,One Acre Fund,26,1,7,2013,1
,One Acre Fund,43,1,7,2013,1
,One Acre Fund,23,1,7,2013,1
,One Acre Fund,31,1,7,2013,1
,One Acre Fund,35,1,7,2013,1
,One Acre Fund,31,1,7,2013,1
,One Acre Fund,21,1,7,2013,1
,One Acre Fund,23,1,6,2013,1
,One Acre Fund,18,1,7,2013,1
,One Acre Fund,37,1,7,2013,1
,One Acre Fund,21,1,6,2013,1
,One Acre Fund,21,1,5,2013,1
,One Acre Fund,35,1,5,2013,1
,One Acre Fund,23,1,5,2013,1
,One Acre Fund,30,1,6,2013,1
,One Acre Fund,20,1,5,2013,1
,One Acre Fund,20,1,6,2013,1
,One Acre Fund,17,1,6,2013,1
,One Acre Fund,20,1,6,2013,1
,One Acre Fund,26,1,6,2013,1
,One Acre Fund,23,1,6,2013,1
,One Acre Fund,21,1,5,2013,1
,One Acre Fund,30,1,5,2013,1
,One Acre Fund,19,1,7,2013,1
,One Acre Fund,29,1,6,2013,1
,One Acre Fund,31,1,7,2013,1
,One Acre Fund,22,1,7,2013,1
,One Acre Fund,39,1,7,2013,1
,One Acre Fund,21,1,7,2013,1
,One Acre Fund,24,1,7,2013,1
,One Acre Fund,32,1,7,2013,1
,One Acre Fund,20,1,5,2013,1
,One Acre Fund,38,1,5,2013,1
,One Acre Fund,16,1,6,2013,1
,One Acre Fund,21,1,6,2013,1
,One Acre Fund,17,1,6,2013,1
,One Acre Fund,21,1,5,2013,1
,One Acre Fund,23,1,5,2013,1
,One Acre Fund,23,1,5,2013,1
,One Acre Fund,17,1,6,2013,1
,One Acre Fund,28,1,6,2013,1
,One Acre Fund,20,1,6,2013,1
,One Acre Fund,30,1,7,2013,1
,One Acre Fund,36,1,6,2013,1
,One Acre Fund,29,1,6,2013,1
,One Acre Fund,27,1,7,2013,1
,One Acre Fund,32,1,7,2013,1
,One Acre Fund,22,1,6,2013,1
,One Acre Fund,21,1,5,2013,1
,One Acre Fund,22,1,6,2013,1
,One Acre Fund,20,1,6,2013,1
,One Acre Fund,20,1,6,2013,1
,One Acre Fund,25,1,6,2013,1
,One Acre Fund,16,1,6,2013,1
,One Acre Fund,20,1,7,2013,1
,One Acre Fund,23,1,5,2013,1
,One Acre Fund,22,1,5,2013,1
,One Acre Fund,33,1,7,2013,1
,One Acre Fund,24,1,6,2013,1
,One Acre Fund,30,1,7,2013,1
,One Acre Fund,21,1,5,2013,1
,One Acre Fund,26,1,6,2013,1
,One Acre Fund,36,1,6,2013,1
,One Acre Fund,20,1,7,2013,1
,One Acre Fund,18,1,5,2013,1
,One Acre Fund,40,1,7,2013,1
,One Acre Fund,28,1,5,2013,1
,One Acre Fund,30,1,5,2013,1
,One Acre Fund,23,1,7,2013,1
,One Acre Fund,21,1,7,2013,1
,One Acre Fund,38,1,7,2013,1
,One Acre Fund,21,1,5,2013,1
,One Acre Fund,33,1,5,2013,1
,One Acre Fund,19,1,6,2013,1
,One Acre Fund,18,1,6,2013,1
,One Acre Fund,22,1,7,2013,1
,One Acre Fund,15,1,5,2013,1
,One Acre Fund,16,1,5,2013,1
,One Acre Fund,21,1,8,2013,1
,One Acre Fund,16,1,5,2013,1
,One Acre Fund,20,1,6,2013,1
,One Acre Fund,26,1,7,2013,1
,One Acre Fund,30,1,7,2013,1
,One Acre Fund,26,1,7,2013,1
,One Acre Fund,14,1,7,2013,1
,One Acre Fund,17,1,6,2013,1
,One Acre Fund,31,1,6,2013,1
,One Acre Fund,18,1,6,2013,1
,One Acre Fund,25,1,5,2013,1
,One Acre Fund,15,1,5,2013,1
,One Acre Fund,21,1,5,2013,1
,One Acre Fund,22,1,5,2013,1
,One Acre Fund,26,1,7,2013,1
,One Acre Fund,30,1,7,2013,1
,One Acre Fund,19,1,5,2013,1
,One Acre Fund,36,1,1,2015,1
,One Acre Fund,18,1,5,2013,1
,One Acre Fund,22,1,5,2013,1
,One Acre Fund,25,1,7,2013,1
,One Acre Fund,27,1,6,2013,1
,One Acre Fund,24,1,7,2013,1
,One Acre Fund,38,1,7,2013,1
,One Acre Fund,45,1,5,2013,1
,One Acre Fund,21,1,6,2013,1
,One Acre Fund,20,1,6,2013,1
,One Acre Fund,31,1,7,2013,1
,One Acre Fund,19,1,7,2013,1
,One Acre Fund,27,1,7,2013,1
,One Acre Fund,25,1,6,2013,1
,One Acre Fund,33,1,7,2013,1
,One Acre Fund,18,1,5,2013,1
,One Acre Fund,17,1,7,2013,1
,One Acre Fund,26,1,6,2013,1
,One Acre Fund,27,1,6,2013,1
,One Acre Fund,23,1,5,2013,1
,One Acre Fund,28,1,6,2013,1
,One Acre Fund,34,1,6,2013,1
,One Acre Fund,21,1,7,2013,1
,One Acre Fund,22,1,5,2013,1
,One Acre Fund,22,1,7,2013,1
,One Acre Fund,17,1,6,2013,1
,One Acre Fund,36,1,6,2013,1
,One Acre Fund,29,1,6,2013,1
,One Acre Fund,30,1,7,2013,1
,One Acre Fund,20,1,5,2013,1
,One Acre Fund,21,1,5,2013,1
,One Acre Fund,18,1,5,2013,1
,One Acre Fund,21,1,7,2013,1
,One Acre Fund,17,1,5,2013,1
,One Acre Fund,30,1,6,2013,1
,One Acre Fund,18,1,6,2013,1
,One Acre Fund,17,1,6,2013,1
,One Acre Fund,31,1,7,2013,1
,One Acre Fund,35,1,7,2013,1
,One Acre Fund,15,1,7,2013,1
,One Acre Fund,17,1,6,2013,1
,One Acre Fund,26,1,6,2013,1
,One Acre Fund,22,1,6,2013,1
,One Acre Fund,30,1,7,2013,1
,One Acre Fund,22,1,6,2013,1
,One Acre Fund,18,1,7,2013,1
,One Acre Fund,30,1,7,2013,1
,One Acre Fund,26,1,7,2013,1
,One Acre Fund,27,1,7,2013,1
,One Acre Fund,19,1,7,2013,1
,One Acre Fund,19,1,7,2013,1
,One Acre Fund,30,1,7,2013,1
,One Acre Fund,28,1,7,2013,1
,One Acre Fund,30,1,7,2013,1
,One Acre Fund,19,1,5,2013,1
,One Acre Fund,11,1,6,2013,1
,One Acre Fund,20,1,7,2013,1
,One Acre Fund,17,1,5,2013,1
,One Acre Fund,16,1,5,2013,1
,One Acre Fund,18,1,7,2013,1
,One Acre Fund,23,1,7,2013,1
,One Acre Fund,26,1,7,2013,1
,One Acre Fund,21,1,6,2013,1
,One Acre Fund,18,1,7,2013,1
,One Acre Fund,32,1,7,2013,1
,One Acre Fund,44,1,5,2013,1
,One Acre Fund,44,1,7,2013,1
,One Acre Fund,28,1,6,2013,1
,One Acre Fund,28,1,6,2013,1
,One Acre Fund,17,1,6,2013,1
,One Acre Fund,26,1,6,2013,1
,One Acre Fund,22,1,5,2013,1
,One Acre Fund,22,1,5,2013,1
,One Acre Fund,20,1,5,2013,1
,One Acre Fund,15,1,5,2013,1
,One Acre Fund,15,1,5,2013,1
,One Acre Fund,35,1,7,2013,1
,One Acre Fund,30,1,7,2013,1
,One Acre Fund,67,1,6,2013,1
,One Acre Fund,18,1,6,2013,1
,One Acre Fund,23,1,7,2013,1
,One Acre Fund,27,1,7,2013,1
,One Acre Fund,20,1,6,2013,1
,One Acre Fund,23,1,6,2013,1
,One Acre Fund,19,1,7,2013,1
,One Acre Fund,30,1,7,2013,1
,One Acre Fund,44,1,5,2013,1
,One Acre Fund,36,1,5,2013,1
,One Acre Fund,25,1,7,2013,1
,One Acre Fund,22,1,7,2013,1
,One Acre Fund,24,1,7,2013,1
,One Acre Fund,20,1,6,2013,1
,One Acre Fund,21,1,7,2013,1
,One Acre Fund,15,1,6,2013,1
,One Acre Fund,22,1,6,2013,1
,One Acre Fund,36,1,6,2013,1
,One Acre Fund,23,1,7,2013,1
,One Acre Fund,15,1,7,2013,1
,One Acre Fund,32,1,7,2013,1
,One Acre Fund,17,1,7,2013,1
,One Acre Fund,18,1,5,2013,1
,One Acre Fund,19,1,7,2013,1
,One Acre Fund,15,1,6,2013,1
,One Acre Fund,27,1,7,2013,1
,One Acre Fund,20,1,7,2013,1
,One Acre Fund,25,1,7,2013,1
,One Acre Fund,25,1,6,2013,1
,One Acre Fund,23,1,7,2013,1
,One Acre Fund,20,1,5,2013,1
,One Acre Fund,19,1,5,2013,1
,One Acre Fund,15,1,7,2013,1
,One Acre Fund,26,1,5,2013,1
,One Acre Fund,23,1,7,2013,1
,One Acre Fund,19,1,8,2013,1
,One Acre Fund,15,1,6,2013,1
,One Acre Fund,28,1,8,2013,1
,One Acre Fund,32,1,6,2013,1
,One Acre Fund,24,1,6,2013,1
,One Acre Fund,22,1,6,2013,1
,One Acre Fund,15,1,6,2013,1
,One Acre Fund,24,1,6,2013,1
,One Acre Fund,24,1,6,2013,1
,One Acre Fund,24,1,6,2013,1
,One Acre Fund,18,1,6,2013,1
,One Acre Fund,33,1,6,2013,1
,One Acre Fund,16,1,6,2013,1
,One Acre Fund,21,1,6,2013,1
,One Acre Fund,21,1,6,2013,1
,One Acre Fund,14,1,9,2013,1
,One Acre Fund,31,1,5,2013,1
,One Acre Fund,41,1,6,2013,1
,One Acre Fund,27,1,7,2013,1
,One Acre Fund,21,1,7,2013,1
,One Acre Fund,26,1,7,2013,1
,One Acre Fund,20,1,6,2013,1
,One Acre Fund,32,1,7,2013,1
,One Acre Fund,26,1,7,2013,1
,One Acre Fund,17,1,7,2013,1
,One Acre Fund,34,1,5,2013,1
,One Acre Fund,15,1,5,2013,1
,One Acre Fund,12,1,5,2013,1
,One Acre Fund,22,1,6,2013,1
,One Acre Fund,26,1,7,2013,1
,One Acre Fund,17,1,5,2013,1
,One Acre Fund,18,1,6,2013,1
,One Acre Fund,32,1,5,2013,1
,One Acre Fund,35,1,6,2013,1
,One Acre Fund,15,1,7,2013,1
,One Acre Fund,17,1,6,2013,1
,One Acre Fund,30,1,5,2013,1
,One Acre Fund,27,1,5,2013,1
,One Acre Fund,20,1,7,2013,1
,One Acre Fund,38,1,7,2013,1
,One Acre Fund,27,1,7,2013,1
,One Acre Fund,32,1,7,2013,1
,One Acre Fund,21,1,7,2013,1
,One Acre Fund,18,1,7,2013,1
,One Acre Fund,29,1,7,2013,1
,One Acre Fund,22,1,5,2013,1
,One Acre Fund,27,1,7,2013,1
,One Acre Fund,27,1,6,2013,1
,One Acre Fund,24,1,7,2013,1
,One Acre Fund,17,1,6,2013,1
,One Acre Fund,27,1,5,2013,1
,One Acre Fund,18,1,6,2013,1
,One Acre Fund,23,1,6,2013,1
,One Acre Fund,26,1,7,2013,1
,One Acre Fund,40,1,7,2013,1
,One Acre Fund,19,1,9,2013,1
,One Acre Fund,15,1,9,2013,1
,One Acre Fund,20,1,7,2013,1
,One Acre Fund,15,1,6,2013,1
,One Acre Fund,19,1,6,2013,1
,One Acre Fund,32,1,6,2013,1
,One Acre Fund,36,1,7,2013,1
,One Acre Fund,53,1,6,2013,1
,One Acre Fund,18,1,5,2013,1
,One Acre Fund,15,1,9,2013,1
,One Acre Fund,26,1,7,2013,1
,One Acre Fund,34,1,7,2013,1
,One Acre Fund,61,1,7,2013,1
,One Acre Fund,15,1,7,2013,1
,One Acre Fund,17,1,7,2013,1
,One Acre Fund,27,1,7,2013,1
,One Acre Fund,33,1,6,2013,1
,One Acre Fund,22,1,6,2013,1
,One Acre Fund,22,1,6,2013,1
,One Acre Fund,24,1,5,2013,1
,One Acre Fund,16,1,6,2013,1
,One Acre Fund,20,1,7,2013,1
,One Acre Fund,20,1,8,2013,1
,One Acre Fund,43,1,6,2013,1
,One Acre Fund,21,1,6,2013,1
,One Acre Fund,22,1,5,2013,1
,One Acre Fund,32,1,5,2013,1
,One Acre Fund,16,1,7,2013,1
,One Acre Fund,34,1,7,2013,1
,One Acre Fund,49,1,7,2013,1
,One Acre Fund,19,1,6,2013,1
,One Acre Fund,23,1,5,2013,1
,One Acre Fund,25,1,6,2013,1
,One Acre Fund,39,1,7,2013,1
,One Acre Fund,29,1,5,2013,1
,One Acre Fund,30,1,5,2013,1
,One Acre Fund,20,1,5,2013,1
,One Acre Fund,21,1,6,2013,1
,One Acre Fund,17,1,7,2013,1
,One Acre Fund,17,1,7,2013,1
,One Acre Fund,19,1,6,2013,1
,One Acre Fund,21,1,6,2013,1
,One Acre Fund,24,1,6,2013,1
,One Acre Fund,21,1,6,2013,1
,One Acre Fund,40,1,7,2013,1
,One Acre Fund,29,1,7,2013,1
,One Acre Fund,42,1,7,2013,1
,One Acre Fund,17,1,6,2013,1
,One Acre Fund,17,1,6,2013,1
,One Acre Fund,23,1,5,2013,1
,One Acre Fund,16,1,6,2013,1
,One Acre Fund,19,1,5,2013,1
,One Acre Fund,19,1,5,2013,1
,One Acre Fund,28,1,5,2013,1
,One Acre Fund,21,1,6,2013,1
,One Acre Fund,20,1,7,2013,1
,One Acre Fund,27,1,5,2013,1
,One Acre Fund,17,1,6,2013,1
,One Acre Fund,16,1,6,2013,1
,One Acre Fund,23,1,6,2013,1
,One Acre Fund,20,1,9,2013,1
,One Acre Fund,21,1,5,2013,1
,One Acre Fund,17,1,7,2013,1
,One Acre Fund,18,1,5,2013,1
,One Acre Fund,20,1,6,2013,1
,One Acre Fund,22,1,5,2013,1
,One Acre Fund,16,1,7,2013,1
,One Acre Fund,21,1,5,2013,1
,One Acre Fund,25,1,5,2013,1
,One Acre Fund,21,1,6,2013,1
,One Acre Fund,18,1,6,2013,1
,One Acre Fund,21,1,7,2013,1
,One Acre Fund,16,1,6,2013,1
,One Acre Fund,28,1,6,2013,1
,One Acre Fund,21,1,9,2013,1
,One Acre Fund,22,1,6,2013,1
,One Acre Fund,47,1,7,2013,1
,One Acre Fund,25,1,7,2013,1
,One Acre Fund,26,1,7,2013,1
,One Acre Fund,24,1,6,2013,1
,One Acre Fund,24,1,5,2013,1
,One Acre Fund,12,1,6,2013,1
,One Acre Fund,21,1,6,2013,1
,One Acre Fund,27,1,5,2013,1
,One Acre Fund,28,1,6,2013,1
,One Acre Fund,24,1,5,2013,1
,One Acre Fund,24,1,9,2013,1
,One Acre Fund,16,1,7,2013,1
,One Acre Fund,33,1,6,2013,1
,One Acre Fund,27,1,7,2013,1
,One Acre Fund,22,1,7,2013,1
,One Acre Fund,33,1,6,2013,1
,One Acre Fund,26,1,5,2013,1
,One Acre Fund,24,1,5,2013,1
,One Acre Fund,29,1,5,2013,1
,One Acre Fund,22,1,6,2013,1
,One Acre Fund,35,1,6,2013,1
,One Acre Fund,22,1,6,2013,1
,One Acre Fund,18,1,5,2013,1
,One Acre Fund,15,1,7,2013,1
,One Acre Fund,21,1,6,2013,1
,One Acre Fund,19,1,7,2013,1
,One Acre Fund,32,1,6,2013,1
,One Acre Fund,18,1,6,2013,1
,One Acre Fund,26,1,6,2013,1
,One Acre Fund,20,1,7,2013,1
,One Acre Fund,22,1,7,2013,1
,One Acre Fund,20,1,5,2013,1
,One Acre Fund,19,1,5,2013,1
,One Acre Fund,16,1,7,2013,1
,One Acre Fund,38,1,7,2013,1
,One Acre Fund,21,1,5,2013,1
,One Acre Fund,19,1,6,2013,1
,One Acre Fund,22,1,5,2013,1
,One Acre Fund,29,1,6,2013,1
,One Acre Fund,18,1,7,2013,1
,One Acre Fund,21,1,7,2013,1
,One Acre Fund,17,1,6,2013,1
,One Acre Fund,22,1,7,2013,1
,One Acre Fund,51,1,7,2013,1
,One Acre Fund,24,1,5,2013,1
,One Acre Fund,26,1,5,2013,1
,One Acre Fund,18,1,6,2013,1
,One Acre Fund,31,1,5,2013,1
,One Acre Fund,15,1,6,2013,1
,One Acre Fund,16,1,5,2013,1
,One Acre Fund,23,1,7,2013,1
,One Acre Fund,59,1,7,2013,1
,One Acre Fund,15,1,7,2013,1
,One Acre Fund,21,1,6,2013,1
,One Acre Fund,17,1,5,2013,1
,One Acre Fund,21,1,5,2013,1
,One Acre Fund,19,1,6,2013,1
,One Acre Fund,26,1,7,2013,1
,One Acre Fund,20,1,5,2013,1
,One Acre Fund,24,1,6,2013,1
,One Acre Fund,20,1,6,2013,1
,One Acre Fund,17,1,5,2013,1
,One Acre Fund,22,1,5,2013,1
,One Acre Fund,19,1,6,2013,1
,One Acre Fund,18,1,6,2013,1
,One Acre Fund,15,1,7,2013,1
,One Acre Fund,20,1,7,2013,1
,One Acre Fund,17,1,7,2013,1
,One Acre Fund,21,1,5,2013,1
,One Acre Fund,21,1,6,2013,1
,One Acre Fund,24,1,5,2013,1
,One Acre Fund,18,1,6,2013,1
,One Acre Fund,30,1,6,2013,1
,One Acre Fund,39,1,7,2013,1
,One Acre Fund,32,1,7,2013,1
,One Acre Fund,23,1,5,2013,1
,One Acre Fund,22,1,7,2013,1
,One Acre Fund,28,1,6,2013,1
,UJA,19,1,8,2013,1
,UJA,35,1,7,2013,1
,UJA,20,1,7,2013,1
,UJA,11,1,7,2013,1
,UJA,18,1,8,2013,1
,UJA,14,1,7,2013,1
,UJA,17,1,8,2013,1
,UJA,19,1,8,2013,1
,UJA,23,1,7,2013,1
,UJA,47,1,7,2013,1
,UJA,14,1,8,2013,1
,UJA,21,1,7,2013,1
,UJA,15,1,7,2013,1
,UJA,23,1,8,2013,1
,UJA,38,1,7,2013,1
,UJA,43,1,7,2013,1
,UJA,19,1,7,2013,1
,UJA,25,1,7,2013,1
,UJA,23,1,7,2013,1
,UJA,21,1,7,2013,1
,UJA,33,1,7,2013,1
,UJA,39,1,7,2013,1
,UJA,27,1,7,2013,1
,UJA,25,1,7,2013,1
,UJA,31,1,7,2013,1
,UJA,97,1,7,2013,1
,UJA,31,1,7,2013,1
,UJA,10,1,8,2013,1
,UJA,46,1,7,2013,1
,UJA,23,1,7,2013,1
,UJA,29,1,8,2013,1
,UJA,22,1,7,2013,1
,UJA,20,1,7,2013,1
,UJA,28,1,7,2013,1
,UJA,25,1,8,2013,1
,UJA,35,1,7,2013,1
,UJA,41,1,8,2013,1
,UJA,19,1,8,2013,1
,UJA,31,1,7,2013,1
,UJA,20,1,7,2013,1
,UJA,51,1,7,2013,1
,UJA,15,1,8,2013,1
,UJA,20,1,8,2013,1
,UJA,18,1,7,2013,1
,UJA,38,1,8,2013,1
,UJA,36,1,7,2013,1
,UJA,46,1,7,2013,1
,UJA,24,1,7,2013,1
,UJA,57,1,8,2013,1
,UJA,12,1,8,2013,1
,UJA,13,1,7,2013,1
,UJA,93,1,7,2013,1
,UJA,30,1,7,2013,1
,UJA,37,1,7,2013,1
,UJA,28,1,7,2013,1
,UJA,24,1,7,2013,1
,UJA,27,1,7,2013,1
,UJA,12,1,7,2013,1
,UJA,19,1,7,2013,1
,UJA,15,1,8,2013,1
,UJA,21,1,7,2013,1
,UJA,28,1,7,2013,1
,UJA,37,1,7,2013,1
,UJA,19,1,8,2013,1
,UJA,31,1,7,2013,1
,UJA,16,1,8,2013,1
,UJA,25,1,7,2013,1
,UJA,42,1,7,2013,1
,UJA,20,1,7,2013,1
,UJA,23,1,7,2013,1
,UJA,26,1,7,2013,1
,UJA,21,1,8,2013,1
,UJA,38,1,7,2013,1
,UJA,94,1,7,2013,1
,UJA,34,1,8,2013,1
,UJA,25,1,8,2013,1
,Siaya,13,1,9,2013,1
,Siaya,22,1,9,2013,1
,Siaya,17,1,9,2013,1
,Siaya,25,1,9,2013,1
,Siaya,20,1,9,2013,1
,Siaya,14,1,9,2013,1
,Siaya,25,1,9,2013,1
,Siaya,19,1,9,2013,1
,Siaya,18,1,9,2013,1
,Siaya,36,1,9,2013,1
,Siaya,20,1,9,2013,1
,Siaya,20,1,9,2013,1
,Siaya,42,1,9,2013,1
,Siaya,43,1,9,2013,1
,Siaya,24,1,9,2013,1
,Siaya,20,1,9,2013,1
,Siaya,20,1,9,2013,1
,Siaya,37,1,9,2013,1
