id,vcs201_attendees_total,vcs011_prgrm,month,year,vcs009_country
,714,Zomba3,11,2014,3
,85,Zomba3,11,2014,3
,122,Zomba3,11,2014,3
,93,Zomba3,11,2014,3
,16,Zomba3,11,2014,3
,97,Zomba3,11,2014,3
,50,Zomba3,10,2014,3
,82,Zomba3,10,2014,3
,123,Zomba3,11,2014,3
,560,Zomba3,11,2014,3
,102,Zomba3,10,2014,3
,600,Zomba3,10,2014,3
,43,Zomba3,11,2014,3
,102,Zomba3,10,2014,3
,256,Zomba3,10,2014,3
,20,Zomba3,11,2014,3
,49,Zomba3,11,2014,3
,35,Zomba3,10,2014,3
,617,Zomba3,11,2014,3
,150,Zomba3,10,2014,3
,86,Zomba3,10,2014,3
,106,Zomba3,10,2014,3
,117,Zomba3,10,2014,3
,300,Zomba3,10,2014,3
,1011,Zomba3,10,2014,3
,33,Zomba3,10,2014,3
,134,Zomba3,11,2014,3
,82,Zomba3,11,2014,3
,184,Zomba3,10,2014,3
,525,Zomba3,10,2014,3
,66,Zomba3,11,2014,3
,602,Zomba3,11,2014,3
,112,Zomba3,10,2014,3
,130,Zomba3,10,2014,3
,152,Zomba3,10,2014,3
,200,Zomba3,10,2014,3
,72,Zomba3,11,2014,3
,50,Zomba3,10,2014,3
,45,Zomba3,10,2014,3
,124,Zomba3,11,2014,3
,112,Zomba3,11,2014,3
,126,Zomba3,10,2014,3
,78,Zomba3,10,2014,3
,62,Zomba3,11,2014,3
,75,Zomba3,11,2014,3
,80,Zomba3,1,2013,3
,90,Zomba3,10,2014,3
,110,Zomba3,10,2014,3
,16,Zomba3,11,2014,3
,56,Zomba3,11,2014,3
,180,Zomba3,10,2014,3
,95,Zomba3,10,2014,3
,89,Zomba3,10,2014,3
,52,Zomba3,11,2014,3
,80,Zomba3,10,2014,3
,166,Zomba3,10,2014,3
,385,Zomba3,10,2014,3
,305,Zomba3,11,2014,3
,70,Zomba3,11,2014,3
