id,cr011_prgrm,cr102_wpt_id,total_chl_used,total_period_day,total_period_30day,avrg_30day_usage,avrg_30day_usage_litres,num_of_Deliveries,Jerrican_delivered,date_of_first_delivery,date_of_last_delivery,month,year,country
,Kibuku 1,7020001,4,239,7.966667,0.5020921,2.51046,2,8,2014-10-28,2015-06-24,6,2015,2
,Kibuku 1,7020002,4,239,7.966667,0.5020921,2.51046,2,8,2014-10-28,2015-06-24,6,2015,2
,Kibuku 1,7020003,4,100,3.333333,1.2,6,2,8,2015-03-16,2015-06-24,6,2015,2
,Kibuku 1,7020004,4,100,3.333333,1.2,6,2,8,2015-03-16,2015-06-24,6,2015,2
,Kibuku 1,7020005,8,226,7.533333,1.061947,5.309734,3,12,2014-11-12,2015-06-26,6,2015,2
,Kibuku 1,7020006,8,216,7.2,1.111111,5.555556,3,12,2014-10-29,2015-06-02,6,2015,2
,Kibuku 1,7020007,8,241,8.033334,0.9958506,4.979253,3,12,2014-10-29,2015-06-27,6,2015,2
,Kibuku 1,7020008,8,241,8.033334,0.9958506,4.979253,3,12,2014-10-29,2015-06-27,6,2015,2
,Kibuku 1,7020009,8,241,8.033334,0.9958506,4.979253,3,12,2014-10-29,2015-06-27,6,2015,2
,Kibuku 1,7020010,3,136,4.533333,0.6617647,3.308823,4,8,2014-10-29,2015-06-27,6,2015,2
,Kibuku 2,7020011,8,223,7.433333,1.076233,5.381166,3,12,2014-11-14,2015-06-25,6,2015,2
,Kibuku 2,7020012,6,223,7.433333,0.8071749,4.035874,3,10,2014-11-14,2015-06-25,6,2015,2
,Kibuku 2,7020014,6.8,239,7.966667,0.8535565,4.267783,3,11,2014-10-30,2015-06-26,6,2015,2
,Kibuku 2,7020015,2,104,3.466667,0.5769231,2.884615,2,6,2015-03-14,2015-06-26,6,2015,2
,Kibuku 2,7020017,3.8,239,7.966667,0.4769875,2.384937,2,7,2014-10-30,2015-06-26,6,2015,2
,Kibuku 2,7020018,8,238,7.933333,1.008403,5.042017,3,10,2014-10-30,2015-06-25,6,2015,2
,Kibuku 2,7020019,8,238,7.933333,1.008403,5.042017,3,10,2014-10-30,2015-06-25,6,2015,2
,Kibuku 2,7020020,4,239,7.966667,0.5020921,2.51046,2,8,2014-10-30,2015-06-26,6,2015,2
,Kibuku 2,7020021,3,218,7.266667,0.412844,2.06422,3,4,2015-03-16,2015-10-20,10,2015,2
,Kibuku 2,7020022,8,220,7.333333,1.090909,5.454545,3,12,2015-03-14,2015-10-20,10,2015,2
,Kibuku 2,7020023,12,357,11.9,1.008403,5.042017,4,13,2014-10-28,2015-10-20,10,2015,2
,Kibuku 2,7020026,8,207,6.9,1.15942,5.797101,3,12,2014-10-31,2015-05-26,5,2015,2
,Kibuku 2,7020027,4,70,2.333333,1.714286,8.571428,2,8,2015-03-17,2015-05-26,5,2015,2
,Kibuku 2,7020028,4,70,2.333333,1.714286,8.571428,3,8,2015-03-17,2015-05-28,5,2015,2
,Kibuku 2,7020029,8,208,6.933333,1.153846,5.769231,3,10,2014-10-31,2015-05-27,5,2015,2
,Kibuku 2,7020031,8,208,6.933333,1.153846,5.769231,4,12,2014-10-31,2015-05-28,5,2015,2
,Kibuku 2,7020032,7.2,207,6.9,1.043478,5.217391,3,12,2014-10-31,2015-05-26,5,2015,2
,Kibuku 2,7020033,8,204,6.8,1.176471,5.882353,4,12,2014-11-03,2015-05-27,5,2015,2
,Kibuku 2,7020034,4,131,4.366667,0.9160305,4.580153,2,7,2014-11-03,2015-03-14,3,2015,2
,Kibuku 2,7020035,4,131,4.366667,0.9160305,4.580153,2,8,2014-11-03,2015-03-14,3,2015,2
,Kibuku 2,7020036,8,204,6.8,1.176471,5.882353,3,11,2014-11-04,2015-05-27,5,2015,2
,Kibuku 2,7020037,7.8,203,6.766667,1.152709,5.763547,4,10,2014-11-05,2015-05-28,5,2015,2
,Kibuku 2,7020038,10,211,7.033333,1.421801,7.109005,3,12,2014-11-05,2015-06-04,6,2015,2
,Kibuku 2,7020039,8,205,6.833333,1.170732,5.853658,3,11,2014-11-03,2015-05-27,5,2015,2
,Kibuku 2,7020040,7,204,6.8,1.029412,5.147059,3,11,2014-11-03,2015-05-26,5,2015,2
,Kibuku 2,7020041,7,204,6.8,1.029412,5.147059,3,9,2014-11-03,2015-05-26,5,2015,2
,Kibuku 2,7020043,8,207,6.9,1.15942,5.797101,3,12,2014-10-31,2015-05-26,5,2015,2
,Kibuku 2,7020044,4,71,2.366667,1.690141,8.450705,2,8,2015-03-16,2015-05-26,5,2015,2
,Kibuku 2,7020045,8,207,6.9,1.15942,5.797101,3,11,2014-10-31,2015-05-26,5,2015,2
,Kibuku 2,7020046,6.8,207,6.9,0.9855072,4.927536,3,11,2014-10-31,2015-05-26,5,2015,2
,Kibuku 2,7020047,8,207,6.9,1.15942,5.797101,3,12,2014-10-31,2015-05-26,5,2015,2
,Kibuku 2,7020048,6,207,6.9,0.8695652,4.347826,4,10,2014-10-31,2015-05-28,5,2015,2
,Kibuku 2,7020049,7.2,207,6.9,1.043478,5.217391,3,12,2014-10-31,2015-05-26,5,2015,2
,Kibuku 2,7020050,8,208,6.933333,1.153846,5.769231,4,11,2014-10-31,2015-05-28,5,2015,2
,Kibuku 3,7020052,3,346,11.53333,0.2601156,1.300578,2,6,2014-06-17,2015-05-29,5,2015,2
,Kibuku 3,7020053,11,346,11.53333,0.9537572,4.768786,5,15,2014-06-17,2015-06-06,6,2015,2
,Kibuku 3,7020054,10,352,11.73333,0.8522727,4.261364,4,13,2014-06-17,2015-06-04,6,2015,2
,Kibuku 3,7020055,9.2,352,11.73333,0.7840909,3.920455,4,14,2014-06-17,2015-06-04,6,2015,2
,Kibuku 3,7020056,13,466,15.53333,0.8369098,4.184549,5,16,2014-06-17,2015-09-26,9,2015,2
,Kibuku 3,7020057,16,467,15.56667,1.027837,5.139186,5,20,2014-06-16,2015-09-26,9,2015,2
,Kibuku 3,7020058,7.2,211,7.033333,1.023697,5.118484,5,15,2014-11-05,2015-10-24,10,2015,2
,Kibuku 3,7020059,7,205,6.833333,1.02439,5.121951,3,11,2014-11-12,2015-06-05,6,2015,2
,Kibuku 3,7020060,8.3,352,11.73333,0.7073864,3.536932,4,12.3,2014-06-17,2015-06-04,6,2015,2
,Kibuku 3,7020062,6.1,211,7.033333,0.8672985,4.336493,3,8.3,2014-11-05,2015-06-04,6,2015,2
,Kibuku 3,7020063,7,268,8.933333,0.7835821,3.917911,5,12,2014-06-17,2015-05-29,5,2015,2
,Kibuku 3,7020064,4,120,4,1,5,4,12,2014-11-12,2015-09-26,9,2015,2
