ID,cem301_attendees_total,cem011 prgrm,month,year
,62,Manafwa,1,2014
,68,Manafwa,2,2014
,47,Manafwa,2,2014
,96,Manafwa,3,2014
,51,Manafwa,2,2014
,75,Manafwa,1,2014
,27,Manafwa,2,2014
,117,Manafwa,2,2014
,41,Manafwa,2,2014
,70,Manafwa,2,2014
,50,Manafwa,2,2014
,14,Manafwa,1,2014
,60,Manafwa,2,2014
,58,Manafwa,2,2014
,35,Manafwa,1,2014
,22,Manafwa,1,2014
,48,Manafwa,1,2014
,63,Manafwa,1,2014
,86,Manafwa,1,2014
,28,Manafwa,2,2014
,37,Manafwa,2,2014
,87,Manafwa,2,2014
,39,Manafwa,3,2014
,211,Manafwa,1,2014
,44,Manafwa,1,2014
,119,Manafwa,2,2014
,72,Manafwa,1,2014
,29,Manafwa,2,2014
,55,Manafwa,1,2014
,83,Manafwa,2,2014
,69,Manafwa,2,2014
,56,Manafwa,2,2014
,60,Manafwa,2,2014
,30,Manafwa,3,2014
,29,Manafwa,2,2014
,83,Manafwa,2,2014
,30,Manafwa,2,2014
,102,Manafwa,1,2014
,70,Manafwa,1,2014
,69,Manafwa,2,2014
,34,Manafwa,3,2014
,77,Manafwa,2,2014
,42,Manafwa,3,2014
,41,Manafwa,3,2014
,36,Manafwa,3,2014
,74,Manafwa,2,2014
,41,Manafwa,2,2014
,87,Manafwa,2,2014
,47,Manafwa,1,2014
,35,Manafwa,3,2014
,63,Manafwa,2,2014
,27,Manafwa,10,2015
,58,Manafwa,2,2014
,54,Manafwa,3,2014
,20,Manafwa,2,2014
,56,Manafwa,1,2014
,70,Manafwa,2,2014
,58,Manafwa,2,2014
,19,Manafwa,3,2014
,35,Manafwa,1,2014
,49,Manafwa,2,2014
,54,Manafwa,1,2014
,88,Manafwa,1,2014
,47,Manafwa,2,2014
,57,Manafwa,2,2014
,58,Manafwa,2,2014
,74,Manafwa,2,2014
,58,Manafwa,3,2014
,57,Manafwa,2,2014
,88,Manafwa,1,2014
,61,Manafwa,2,2014
,51,Manafwa,3,2014
,45,Manafwa,3,2014
,49,Manafwa,1,2014
,55,Manafwa,2,2014
,28,Manafwa,2,2014
,88,Manafwa,2,2014
,20,Manafwa,2,2014
,98,Manafwa,2,2014
,28,Ntungamo,2,2015
,26,Ntungamo,2,2015
,50,Ntungamo,2,2015
,50,Ntungamo,2,2015
,26,Ntungamo,2,2015
,18,Ntungamo,2,2015
,14,Ntungamo,2,2015
,26,Ntungamo,2,2015
,19,Ntungamo,2,2015
,40,Ntungamo,2,2015
,18,Ntungamo,2,2015
,32,Ntungamo,2,2015
,19,Ntungamo,2,2015
,22,Ntungamo,2,2015
,23,Ntungamo,2,2015
,26,Ntungamo,2,2015
,19,Ntungamo,2,2015
,28,Ntungamo,2,2015
,58,Ntungamo,2,2015
,38,Ntungamo,2,2015
,17,Ntungamo,2,2015
,21,Ntungamo,2,2015
,14,Ntungamo,2,2015
,24,Ntungamo,2,2015
,28,Ntungamo,2,2015
,19,Ntungamo,2,2015
,20,Ntungamo,2,2015
,37,Ntungamo,2,2015
,26,Ntungamo,2,2015
,17,Ntungamo,2,2015
,39,Ntungamo,2,2015
,57,Ntungamo,2,2015
,13,Ntungamo,2,2015
,21,Ntungamo,2,2015
,29,Ntungamo,2,2015
,22,Ntungamo,2,2015
,19,Ntungamo,2,2015
,16,Ntungamo,2,2015
,39,Ntungamo,2,2015
,22,Ntungamo,2,2015
,45,Ntungamo,2,2015
,30,Ntungamo,2,2015
,45,Ntungamo,2,2015
,34,Ntungamo,2,2015
,45,Ntungamo,2,2015
,15,Ntungamo,2,2015
,40,Ntungamo,2,2015
,60,Ntungamo,2,2015
,27,Namutumba,12,2014
,72,Namutumba,1,2015
,102,Namutumba,1,2015
,27,Namutumba,2,2015
,44,Namutumba,2,2015
,34,Namutumba,2,2015
,59,Namutumba,2,2015
,53,Namutumba,1,2015
,40,Namutumba,2,2015
,27,Namutumba,2,2015
,38,Namutumba,2,2015
,47,Namutumba,1,2015
,48,Namutumba,2,2015
,96,Namutumba,1,2015
,80,Namutumba,12,2014
,40,Namutumba,1,2015
,59,Namutumba,12,2014
,47,Namutumba,1,2015
,42,Namutumba,2,2015
,47,Namutumba,2,2015
,65,Namutumba,1,2015
,24,Namutumba,2,2015
,35,Namutumba,12,2014
,61,Namutumba,1,2015
,22,Namutumba,2,2015
,19,Namutumba,2,2015
,33,Namutumba,2,2015
,52,Namutumba,2,2015
,51,Namutumba,2,2015
,38,Namutumba,2,2015
,28,Namutumba,1,2015
,41,Namutumba,1,2015
,34,Namutumba,2,2015
,19,Namutumba,2,2015
,24,Namutumba,2,2015
,48,Namutumba,12,2014
,31,Namutumba,12,2014
,43,Namutumba,1,2015
,25,Namutumba,12,2014
,34,Namutumba,2,2015
,33,Namutumba,2,2015
,42,Namutumba,1,2015
,42,Namutumba,2,2015
,43,Namutumba,1,2015
,95,Namutumba,1,2015
,45,Namutumba,12,2014
,41,Namutumba,2,2015
,30,Namutumba,2,2015
,34,Namutumba,2,2015
,34,Namutumba,2,2015
,49,Namutumba,12,2014
,58,Namutumba,12,2014
,42,Namutumba,12,2014
,41,Namutumba,2,2015
,27,Namutumba,2,2015
,44,Namutumba,12,2014
,24,Namutumba,12,2014
,23,Namutumba,2,2015
,55,Namutumba,2,2015
,27,Namutumba,2,2015
,46,Namutumba,2,2015
,34,Namutumba,2,2015
,35,Namutumba,2,2015
,21,Namutumba,2,2015
,72,Namutumba,2,2015
,46,Namutumba,2,2015
,31,Namutumba,2,2015
,76,Namutumba,2,2015
,56,Namutumba,2,2015
,39,Namutumba,2,2015
,54,Namutumba,2,2015
,34,Namutumba,2,2015
,33,Namutumba,2,2015
,34,Namutumba,2,2015
,43,Namutumba,12,2014
,23,Namutumba,2,2015
,44,Namutumba,2,2015
,62,Namutumba,1,2015
,35,Namutumba,12,2014
,35,Namutumba,2,2015
,34,Namutumba,2,2015
,44,Namutumba,12,2014
,32,Namutumba,2,2015
,29,Namutumba,12,2014
,35,Namutumba,1,2015
,21,Namutumba,2,2015
,41,Namutumba,2,2015
,35,Namutumba,2,2015
,40,Namutumba,1,2015
,40,Namutumba,12,2014
,52,Namutumba,12,2014
,72,Namutumba,1,2015
,34,Namutumba,2,2015
,39,Namutumba,1,2015
,44,Namutumba,2,2015
,60,Namutumba,12,2014
,38,Namutumba,2,2015
,39,Namutumba,2,2015
,30,Namutumba,2,2015
,23,Namutumba,12,2014
,37,Namutumba,2,2015
,24,Namutumba,2,2015
,34,Namutumba,2,2015
,46,Namutumba,2,2015
,76,Namutumba,2,2015
,17,Namutumba,2,2015
,84,Namutumba,1,2015
,33,Namutumba,2,2015
,33,Namutumba,2,2015
,46,Namutumba,12,2014
,40,Namutumba,2,2015
,44,Namutumba,12,2014
,36,Namutumba,2,2015
,53,Namutumba,2,2015
,25,Namutumba,2,2015
,40,Namutumba,2,2015
,35,Namutumba,2,2015
,47,Namutumba,1,2015
,40,Namutumba,2,2015
,34,Namutumba,1,2015
,30,Namutumba,12,2014
,34,Namutumba,2,2015
,36,Namutumba,2,2015
,42,Namutumba,2,2015
,45,Namutumba,12,2014
,40,Namutumba,2,2015
,33,Namutumba,2,2015
,45,Namutumba,12,2014
,43,Namutumba,2,2015
,19,Namutumba,2,2015
,36,Namutumba,2,2015
,22,Namutumba,2,2015
,27,Namutumba,2,2015
,35,Namutumba,12,2014
,28,Namutumba,12,2014
,49,Namutumba,1,2015
,42,Namutumba,12,2014
,34,Namutumba,2,2015
,35,Namutumba,2,2015
,32,Namutumba,2,2015
,37,Namutumba,1,2015
,50,Namutumba,2,2015
,46,Namutumba,1,2015
,32,Namutumba,2,2015
,65,Namutumba,2,2015
,44,Namutumba,12,2014
,56,Namutumba,12,2014
,26,Namutumba,2,2015
,66,Namutumba,12,2014
,32,Namutumba,2,2015
,40,Namutumba,2,2015
,46,Namutumba,2,2015
,24,Namutumba,12,2014
,41,Namutumba,2,2015
,48,Namutumba,1,2015
,62,Namutumba,2,2015
,52,Namutumba,2,2015
,42,Namutumba,12,2014
,40,Namutumba,1,2015
,48,Namutumba,2,2015
,54,Namutumba,12,2014
,40,Namutumba,2,2015
,33,Namutumba,2,2015
,21,Namutumba,12,2014
,30,Namutumba,1,2015
,33,Namutumba,2,2015
,55,Namutumba,1,2015
,41,Namutumba,2,2015
,29,Namutumba,1,2015
,48,Namutumba,12,2014
,32,Namutumba,1,2015
,39,Namutumba,1,2015
,33,Namutumba,2,2015
,60,Namutumba,2,2015
,52,Namutumba,12,2014
,36,Namutumba,1,2015
,55,Namutumba,12,2014
,30,Namutumba,2,2015
,31,Namutumba,1,2015
,46,Namutumba,1,2015
,55,Namutumba,2,2015
,34,Namutumba,2,2015
,38,Namutumba,12,2014
,25,Namutumba,2,2015
,25,Namutumba,2,2015
,27,Namutumba,12,2014
,59,Namutumba,1,2015
,53,Namutumba,12,2014
,38,Namutumba,2,2015
,91,Namutumba,1,2015
,52,Namutumba,2,2015
,53,Namutumba,12,2014
,48,Namutumba,2,2015
,38,Namutumba,12,2014
,30,Namutumba,2,2015
,31,Namutumba,2,2015
,45,Namutumba,1,2015
,34,Namutumba,12,2014
,38,Namutumba,1,2015
,30,Namutumba,1,2015
,41,Namutumba,1,2015
,27,Namutumba,2,2015
,46,Namutumba,12,2014
,43,Namutumba,2,2015
,48,Namutumba,12,2014
,32,Namutumba,1,2015
,41,Namutumba,2,2015
,46,Namutumba,12,2014
,31,Namutumba,1,2015
,31,Namutumba,12,2014
,45,Namutumba,1,2015
,38,Namutumba,12,2014
,42,Namutumba,2,2015
,53,Namutumba,2,2015
,34,Namutumba,12,2014
,34,Namutumba,2,2015
,32,Namutumba,1,2015
,70,Namutumba,1,2015
,36,Namutumba,2,2015
,43,Namutumba,1,2015
,40,Namutumba,2,2015
,28,Namutumba,2,2015
,44,Namutumba,12,2014
,59,Namutumba,1,2015
,40,Namutumba,1,2015
,64,Namutumba,12,2014
,35,Namutumba,1,2015
,32,Namutumba,12,2014
,25,Namutumba,2,2015
,36,Namutumba,2,2015
,27,Namutumba,12,2014
,34,Namutumba,2,2015
,51,Namutumba,1,2015
,60,Namutumba,12,2014
,39,Namutumba,1,2015
,34,Namutumba,1,2015
,52,Namutumba,1,2015
,56,Namutumba,12,2014
,46,Namutumba,2,2015
,37,Namutumba,12,2014
,65,Namutumba,1,2015
,30,Namutumba,12,2014
,39,Namutumba,2,2015
,83,Namutumba,2,2015
,52,Namutumba,2,2015
,52,Namutumba,1,2015
,24,Namutumba,12,2014
,32,Namutumba,12,2014
,43,Namutumba,12,2014
,50,Namutumba,2,2015
,31,Namutumba,2,2015
,34,Namutumba,2,2015
,23,Namutumba,2,2015
,63,Namutumba,12,2014
,30,Namutumba,2,2015
,31,Namutumba,12,2014
,43,Namutumba,2,2015
,34,Namutumba,2,2015
,33,Namutumba,2,2015
,45,Namutumba,2,2015
,38,Namutumba,12,2014
,16,Namutumba,1,2015
,26,Namutumba,2,2015
,51,Namutumba,12,2014
,42,Namutumba,2,2015
,47,Namutumba,2,2015
,68,Namutumba,12,2014
,61,Namutumba,1,2015
,68,Namutumba,12,2014
,40,Namutumba,1,2015
,40,Namutumba,2,2015
,64,Namutumba,2,2015
,64,Namutumba,12,2014
,34,Namutumba,12,2014
,47,Namutumba,12,2014
,34,Namutumba,2,2015
,40,Namutumba,1,2015
,33,Namutumba,1,2015
,64,Namutumba,1,2015
,47,Namutumba,2,2015
,43,Namutumba,1,2015
,26,Namutumba,12,2014
,53,Namutumba,12,2014
,32,Namutumba,12,2014
,72,Namutumba,12,2014
,56,Namutumba,2,2015
,51,Namutumba,1,2015
,38,Namutumba,1,2015
,52,Namutumba,2,2015
,66,Namutumba,2,2015
,66,Namutumba,12,2014
,30,Namutumba,2,2015
,45,Namutumba,12,2014
,36,Namutumba,2,2015
,27,Namutumba,2,2015
,40,Namutumba,12,2014
,35,Namutumba,1,2015
,34,Namutumba,2,2015
,23,Namutumba,2,2015
,36,Namutumba,2,2015
,40,Namutumba,2,2015
,64,Namutumba,12,2014
,47,Namutumba,1,2015
,33,Namutumba,12,2014
,53,Namutumba,2,2015
,47,Namutumba,2,2015
,38,Namutumba,12,2014
,44,Namutumba,12,2014
,58,Namutumba,1,2015
,68,Namutumba,12,2014
,41,Namutumba,12,2014
,51,Namutumba,2,2015
,31,Namutumba,2,2015
,81,Namutumba,1,2015
,45,Namutumba,12,2014
,48,Namutumba,12,2014
,35,Namutumba,1,2015
,20,Namutumba,2,2015
,35,Namutumba,2,2015
,33,Namutumba,12,2014
,34,Namutumba,1,2015
,59,Namutumba,2,2015
,42,Namutumba,12,2014
,52,Namutumba,12,2014
,72,Namutumba,12,2014
,36,Namutumba,2,2015
,50,Namutumba,2,2015
,27,Namutumba,2,2015
,58,Namutumba,12,2014
,18,Namutumba,2,2015
,40,Namutumba,12,2014
,42,Namutumba,2,2015
,28,Namutumba,2,2015
,58,Namutumba,2,2015
,54,Namutumba,2,2015
,41,Namutumba,1,2015
,43,Namutumba,1,2015
,54,Namutumba,1,2015
,54,Namutumba,2,2015
,34,Namutumba,2,2015
,81,Namutumba,1,2015
,47,Namutumba,2,2015
,39,Namutumba,2,2015
,26,Namutumba,12,2014
,40,Namutumba,2,2015
,50,Namutumba,12,2014
,50,Namutumba,2,2015
,70,Namutumba,12,2014
,38,Namutumba,1,2015
,31,Namutumba,1,2015
,54,Namutumba,12,2014
,50,Namutumba,1,2015
,34,Namutumba,2,2015
,39,Namutumba,12,2014
,37,Namutumba,2,2015
,47,Namutumba,12,2014
,52,Namutumba,1,2015
,35,Namutumba,2,2015
,117,Namutumba,1,2015
,56,Namutumba,12,2014
,40,Namutumba,2,2015
,47,Namutumba,1,2015
,36,Namutumba,1,2015
,45,Namutumba,12,2014
,50,Namutumba,2,2015
,42,Namutumba,1,2015
,53,Namutumba,2,2015
,42,Namutumba,2,2015
,44,Namutumba,2,2015
,48,Namutumba,12,2014
,49,Namutumba,12,2014
,39,Namutumba,12,2014
,31,Namutumba,2,2015
,31,Namutumba,12,2014
,43,Namutumba,2,2015
,37,Namutumba,1,2015
,27,Namutumba,2,2015
,34,Namutumba,2,2015
,59,Namutumba,1,2015
,55,Namutumba,12,2014
,48,Namutumba,2,2015
,65,Namutumba,12,2014
,34,Namutumba,12,2014
,74,Namutumba,12,2014
,25,Namutumba,1,2015
,30,Namutumba,2,2015
,37,Namutumba,2,2015
,54,Namutumba,2,2015
,51,Namutumba,2,2015
,48,Namutumba,2,2015
,53,Namutumba,2,2015
,73,Namutumba,12,2014
,53,Namutumba,12,2014
,48,Namutumba,12,2014
,24,Namutumba,2,2015
,34,Namutumba,2,2015
,45,Namutumba,12,2014
,72,Namutumba,1,2015
,24,Namutumba,12,2014
,54,Namutumba,2,2015
,34,Namutumba,12,2014
,47,Namutumba,2,2015
,52,Namutumba,2,2015
,43,Namutumba,1,2015
,88,Namutumba,2,2015
,62,Namutumba,2,2015
,60,Namutumba,2,2015
,46,Namutumba,2,2015
,37,Namutumba,2,2015
,42,Namutumba,1,2015
,36,Namutumba,2,2015
,55,Namutumba,1,2015
,36,Namutumba,1,2015
,61,Namutumba,1,2015
,14,Namutumba,2,2015
,51,Namutumba,12,2014
,39,Namutumba,12,2014
,41,Namutumba,12,2014
,21,Namutumba,2,2015
,41,Namutumba,12,2014
,30,Namutumba,2,2015
,29,Namutumba,12,2014
,25,Namutumba,2,2015
,37,Namutumba,1,2015
,52,Namutumba,12,2014
,40,Namutumba,12,2014
,50,Namutumba,2,2015
,43,Namutumba,12,2014
,48,Namutumba,1,2015
,27,Namutumba,12,2014
,39,Pallisa,6,2015
,48,Pallisa,9,2015
,27,Pallisa,6,2015
,53,Pallisa,7,2015
,29,Pallisa,7,2015
,24,Pallisa,6,2015
,37,Pallisa,6,2015
,43,Pallisa,8,2015
,70,Pallisa,5,2015
,58,Pallisa,6,2015
,57,Pallisa,6,2015
,42,Pallisa,5,2015
,48,Pallisa,6,2015
,31,Pallisa,5,2015
,54,Pallisa,5,2015
,56,Pallisa,6,2015
,73,Pallisa,5,2015
,25,Pallisa,7,2015
,23,Pallisa,6,2015
,120,Pallisa,5,2015
,52,Pallisa,6,2015
,28,Pallisa,6,2015
,70,Pallisa,6,2015
,28,Pallisa,7,2015
,58,Pallisa,6,2015
,40,Pallisa,7,2015
,66,Pallisa,6,2015
,60,Pallisa,6,2015
,38,Pallisa,7,2015
,41,Pallisa,7,2015
,32,Pallisa,6,2015
,51,Pallisa,6,2015
,28,Pallisa,6,2015
,55,Pallisa,6,2015
,24,Pallisa,7,2015
,44,Pallisa,7,2015
,29,Pallisa,6,2015
,56,Pallisa,6,2015
,35,Pallisa,7,2015
,54,Pallisa,6,2015
,60,Pallisa,7,2015
,68,Pallisa,6,2015
,162,Pallisa,7,2015
,35,Pallisa,5,2015
,53,Pallisa,6,2015
,50,Pallisa,7,2015
,25,Pallisa,7,2015
,42,Pallisa,6,2015
,35,Pallisa,5,2015
,40,Pallisa,6,2015
,42,Pallisa,6,2015
,33,Pallisa,7,2015
,24,Pallisa,6,2015
,51,Pallisa,7,2015
,40,Pallisa,6,2015
,24,Pallisa,5,2015
,43,Pallisa,6,2015
,31,Pallisa,6,2015
,42,Pallisa,7,2015
,44,Pallisa,6,2015
,17,Pallisa,7,2015
,35,Pallisa,6,2015
,46,Pallisa,6,2015
,56,Pallisa,5,2015
,36,Pallisa,6,2015
,40,Pallisa,6,2015
,39,Pallisa,7,2015
,31,Pallisa,6,2015
,63,Pallisa,7,2015
,28,Pallisa,7,2015
,67,Pallisa,6,2015
,46,Pallisa,9,2015
,25,Pallisa,6,2015
,53,Pallisa,7,2015
,57,Pallisa,5,2015
,20,Pallisa,7,2015
,42,Pallisa,6,2015
,31,Pallisa,5,2015
,54,Pallisa,7,2015
,33,Pallisa,6,2015
,42,Pallisa,7,2015
,57,Pallisa,6,2015
,40,Pallisa,6,2015
,32,Pallisa,6,2015
,69,Pallisa,6,2015
,31,Pallisa,7,2015
,25,Pallisa,6,2015
,44,Pallisa,6,2015
,30,Pallisa,6,2015
,61,Pallisa,7,2015
,51,Pallisa,7,2015
,62,Pallisa,6,2015
,25,Pallisa,7,2015
,48,Pallisa,6,2015
,18,Pallisa,6,2015
,30,Pallisa,6,2015
,43,Pallisa,7,2015
,12,Pallisa,6,2015
,15,Pallisa,7,2015
,72,Pallisa,7,2015
,36,Pallisa,7,2015
,39,Pallisa,6,2015
,52,Pallisa,6,2015
,30,Pallisa,7,2015
,30,Pallisa,7,2015
,32,Pallisa,6,2015
,23,Pallisa,7,2015
,51,Pallisa,5,2015
,64,Pallisa,6,2015
,43,Pallisa,6,2015
,49,Pallisa,6,2015
,32,Pallisa,6,2015
,52,Pallisa,6,2015
,40,Pallisa,7,2015
,42,Pallisa,6,2015
,48,Pallisa,6,2015
,29,Pallisa,6,2015
,28,Pallisa,6,2015
,58,Pallisa,6,2015
,30,Pallisa,6,2015
,49,Pallisa,6,2015
,32,Pallisa,6,2015
,44,Pallisa,6,2015
,56,Pallisa,6,2015
,39,Pallisa,7,2015
,58,Pallisa,5,2015
,22,Pallisa,7,2015
,56,Pallisa,8,2015
,55,Pallisa,6,2015
,30,Pallisa,7,2015
,46,Pallisa,6,2015
,97,Pallisa,7,2015
,30,Pallisa,6,2015
,38,Pallisa,6,2015
,35,Pallisa,6,2015
,42,Pallisa,7,2015
,26,Pallisa,7,2015
,32,Pallisa,6,2015
,31,Pallisa,7,2015
,69,Pallisa,6,2015
,34,Pallisa,5,2015
,69,Pallisa,9,2015
,28,Pallisa,6,2015
,52,Pallisa,6,2015
,32,Pallisa,6,2015
,18,Pallisa,7,2015
,31,Pallisa,6,2015
,44,Pallisa,5,2015
,17,Pallisa,7,2015
,30,Pallisa,6,2015
,84,Pallisa,6,2015
,51,Pallisa,6,2015
,47,Pallisa,5,2015
,48,Pallisa,6,2015
,35,Pallisa,7,2015
,100,Pallisa,7,2015
,30,Pallisa,6,2015
,46,Pallisa,6,2015
,63,Pallisa,7,2015
,33,Pallisa,7,2015
,25,Pallisa,6,2015
,38,Pallisa,7,2015
,58,Pallisa,7,2015
,55,Pallisa,5,2015
,46,Pallisa,7,2015
,96,Pallisa,7,2015
,39,Pallisa,6,2015
,72,Pallisa,6,2015
,42,Pallisa,5,2015
,47,Pallisa,6,2015
,53,Pallisa,7,2015
,31,Pallisa,6,2015
,36,Pallisa,6,2015
,34,Pallisa,7,2015
,32,Pallisa,7,2015
,32,Pallisa,7,2015
,28,Pallisa,7,2015
,37,Pallisa,6,2015
,34,Pallisa,7,2015
,15,Pallisa,7,2015
,50,Pallisa,5,2015
,47,Pallisa,5,2015
,32,Pallisa,5,2015
,41,Pallisa,7,2015
,41,Pallisa,7,2015
,40,Pallisa,7,2015
,37,Pallisa,7,2015
,38,Pallisa,5,2015
,21,Pallisa,7,2015
,43,Pallisa,6,2015
,36,Pallisa,7,2015
,44,Pallisa,6,2015
,49,Pallisa,7,2015
,40,Pallisa,5,2015
,33,Pallisa,7,2015
,83,Pallisa,6,2015
,30,Pallisa,6,2015
,41,Pallisa,6,2015
,40,Pallisa,6,2015
,28,Pallisa,7,2015
,42,Pallisa,6,2015
,22,Pallisa,7,2015
,26,Pallisa,7,2015
,39,Pallisa,7,2015
,41,Pallisa,7,2015
,56,Pallisa,7,2015
,67,Pallisa,6,2015
,30,Pallisa,6,2015
,25,Pallisa,7,2015
,41,Pallisa,7,2015
,38,Pallisa,7,2015
,44,Pallisa,6,2015
,41,Pallisa,7,2015
,33,Pallisa,6,2015
,57,Pallisa,6,2015
,46,Pallisa,7,2015
,51,Pallisa,6,2015
,45,Pallisa,7,2015
,25,Pallisa,7,2015
,86,Pallisa,5,2015
,48,Pallisa,5,2015
,53,Pallisa,6,2015
,30,Pallisa,7,2015
,33,Pallisa,5,2015
,31,Pallisa,7,2015
,37,Pallisa,5,2015
,67,Pallisa,5,2015
,66,Pallisa,7,2015
,34,Pallisa,7,2015
,87,Pallisa,5,2015
,44,Pallisa,5,2015
,80,Pallisa,9,2015
,23,Pallisa,8,2015
,58,Pallisa,6,2015
,50,Pallisa,7,2015
,30,Pallisa,6,2015
,40,Pallisa,7,2015
,33,Pallisa,7,2015
,11,Pallisa,7,2015
,60,Pallisa,6,2015
,35,Pallisa,6,2015
,20,Pallisa,6,2015
,37,Pallisa,7,2015
,15,Pallisa,5,2015
,38,Pallisa,7,2015
,52,Pallisa,7,2015
,67,Pallisa,6,2015
,39,Pallisa,7,2015
,30,Pallisa,7,2015
,28,Pallisa,7,2015
,22,Pallisa,7,2015
,18,Pallisa,7,2015
,49,Pallisa,8,2015
,18,Pallisa,6,2015
,45,Pallisa,5,2015
,35,Pallisa,6,2015
,66,Pallisa,5,2015
,35,Pallisa,7,2015
,62,Pallisa,5,2015
,56,Pallisa,5,2015
,38,Pallisa,7,2015
,28,Pallisa,7,2015
,42,Pallisa,7,2015
,30,Pallisa,7,2015
,48,Pallisa,5,2015
,30,Pallisa,5,2015
,20,Pallisa,7,2015
,38,Pallisa,7,2015
,57,Pallisa,7,2015
,38,Pallisa,6,2015
,31,Pallisa,7,2015
,46,Pallisa,7,2015
,30,Pallisa,7,2015
,31,Pallisa,7,2015
,60,Pallisa,7,2015
,32,Pallisa,5,2015
,42,Pallisa,5,2015
,37,Pallisa,6,2015
,30,Pallisa,7,2015
,36,Pallisa,5,2015
,52,Pallisa,7,2015
,30,Pallisa,7,2015
,20,Pallisa,7,2015
,24,Pallisa,7,2015
,44,Pallisa,7,2015
,30,Pallisa,6,2015
,40,Pallisa,7,2015
,36,Pallisa,6,2015
,31,Pallisa,7,2015
,39,Pallisa,7,2015
,30,Pallisa,7,2015
,30,Pallisa,7,2015
,61,Pallisa,5,2015
,56,Pallisa,7,2015
,57,Pallisa,5,2015
,20,Pallisa,7,2015
,61,Pallisa,7,2015
,49,Pallisa,7,2015
,33,Pallisa,5,2015
,33,Pallisa,7,2015
,48,Pallisa,7,2015
,87,Pallisa,7,2015
,20,Pallisa,7,2015
,52,Pallisa,7,2015
,29,Pallisa,5,2015
,56,Pallisa,7,2015
,50,Pallisa,7,2015
,27,Pallisa,7,2015
,62,Pallisa,5,2015
,29,Pallisa,6,2015
,62,Pallisa,6,2015
,59,Pallisa,6,2015
,53,Pallisa,7,2015
,35,Pallisa,6,2015
,45,Pallisa,6,2015
,20,Pallisa,6,2015
,38,Pallisa,7,2015
,54,Pallisa,7,2015
,40,Pallisa,6,2015
,57,Pallisa,7,2015
,50,Pallisa,7,2015
,48,Pallisa,7,2015
,31,Pallisa,6,2015
,23,Pallisa,7,2015
,32,Pallisa,7,2015
,21,Pallisa,7,2015
,30,Pallisa,7,2015
,29,Pallisa,6,2015
,28,Pallisa,7,2015
,18,Pallisa,7,2015
,70,Pallisa,5,2015
,36,Pallisa,5,2015
,23,Pallisa,7,2015
,22,Pallisa,7,2015
,24,Pallisa,7,2015
,47,Pallisa,7,2015
,47,Pallisa,7,2015
,25,Pallisa,7,2015
,32,Pallisa,7,2015
,36,Pallisa,6,2015
,36,Pallisa,5,2015
,46,Pallisa,5,2015
,32,Pallisa,7,2015
,17,Pallisa,7,2015
,42,Pallisa,5,2015
,30,Pallisa,7,2015
,13,Pallisa,7,2015
,51,Pallisa,6,2015
,38,Pallisa,7,2015
,29,Pallisa,7,2015
,44,Pallisa,7,2015
,19,Pallisa,7,2015
,30,Pallisa,6,2015
,50,Pallisa,5,2015
,36,Pallisa,7,2015
,43,Pallisa,7,2015
,60,Pallisa,6,2015
,44,Pallisa,6,2015
,30,Pallisa,8,2015
,32,Pallisa,7,2015
,89,Pallisa,6,2015
,25,Pallisa,7,2015
,36,Pallisa,6,2015
,44,Pallisa,7,2015
,64,Pallisa,6,2015
,28,Pallisa,7,2015
,32,Pallisa,7,2015
,42,Pallisa,7,2015
,21,Pallisa,6,2015
,49,Pallisa,5,2015
,46,Pallisa,7,2015
,32,Pallisa,7,2015
,34,Pallisa,6,2015
,49,Pallisa,6,2015
,48,Pallisa,7,2015
,40,Pallisa,7,2015
,16,Pallisa,7,2015
,24,Pallisa,7,2015
,49,Pallisa,7,2015
,33,Pallisa,5,2015
,35,Pallisa,7,2015
,20,Pallisa,7,2015
,39,Pallisa,6,2015
,42,Pallisa,7,2015
,64,Pallisa,6,2015
,56,Pallisa,7,2015
,81,Pallisa,6,2015
,47,Pallisa,7,2015
,35,Pallisa,7,2015
,51,Pallisa,6,2015
,40,Pallisa,7,2015
,40,Pallisa,6,2015
,37,Pallisa,7,2015
,41,Pallisa,6,2015
,28,Pallisa,7,2015
,27,Pallisa,7,2015
,44,Pallisa,7,2015
,25,Pallisa,7,2015
,12,Pallisa,7,2015
,109,Pallisa,5,2015
,33,Pallisa,7,2015
,26,Pallisa,7,2015
,43,Pallisa,7,2015
,42,Pallisa,8,2015
,32,Pallisa,5,2015
,17,Pallisa,7,2015
,44,Pallisa,7,2015
,32,Pallisa,5,2015
,48,Pallisa,6,2015
,35,Pallisa,7,2015
,32,Pallisa,6,2015
,48,Pallisa,6,2015
,31,Pallisa,5,2015
,31,Pallisa,7,2015
,42,Pallisa,7,2015
,43,Pallisa,7,2015
,28,Pallisa,7,2015
,45,Pallisa,6,2015
,34,Pallisa,9,2015
,37,Pallisa,6,2015
,21,Pallisa,7,2015
,25,Pallisa,7,2015
,52,Pallisa,5,2015
,26,Pallisa,6,2015
,53,Pallisa,7,2015
,39,Pallisa,7,2015
,48,Pallisa,6,2015
,32,Pallisa,6,2015
,47,Pallisa,7,2015
,48,Pallisa,5,2015
,60,Pallisa,6,2015
,22,Pallisa,7,2015
,62,Pallisa,5,2015
,40,Pallisa,6,2015
,37,Pallisa,5,2015
,38,Pallisa,6,2015
,32,Pallisa,5,2015
